                    *********************************************************************************
                    *  Z= 61 A=148: Positive-Parity Spin-dependent Level Density [MeV-1] for PM148  *
  16.00  1.090  3.03E+11 1.98E+11 1.75E+12 1.50E+10 1.55E+10 4.38E+10 3.35E+10 3.23E+10 1.38E+10 1.50E+10 6.71E+09 6.86E+09 3.28E+09 3.36E+09 2.13E+09 1.86E+09 1.33E+09 1.05E+09 7.63E+08 5.67E+08 4.00E+08 2.78E+08 1.84E+08 1.19E+08 7.35E+07 4.40E+07 2.55E+07 1.42E+07 7.57E+06 3.86E+06 1.90E+06 8.96E+05 6.66E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.124  5.90E+11 3.75E+11 3.00E+12 3.36E+10 3.49E+10 1.02E+11 7.01E+10 5.75E+10 1.75E+10 1.95E+10 6.98E+09 8.17E+09 3.55E+09 4.50E+09 3.01E+09 3.07E+09 2.44E+09 2.13E+09 1.69E+09 1.35E+09 1.01E+09 7.35E+08 5.06E+08 3.39E+08 2.18E+08 1.36E+08 8.26E+07 4.86E+07 2.74E+07 1.48E+07 7.75E+06 3.99E+06 3.41E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.157  1.15E+12 7.47E+11 5.51E+12 7.56E+10 7.82E+10 2.36E+11 1.47E+11 1.02E+11 2.21E+10 2.54E+10 7.26E+09 9.73E+09 3.84E+09 6.02E+09 4.25E+09 5.09E+09 4.49E+09 4.33E+09 3.76E+09 3.21E+09 2.54E+09 1.94E+09 1.39E+09 9.68E+08 6.49E+08 4.22E+08 2.68E+08 1.66E+08 9.91E+07 5.65E+07 3.16E+07 1.77E+07 1.74E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.188  2.30E+12 1.55E+12 1.08E+13 1.70E+11 1.75E+11 5.49E+11 3.07E+11 1.82E+11 2.80E+10 3.30E+10 7.55E+09 1.16E+10 4.15E+09 8.06E+09 6.00E+09 8.41E+09 8.25E+09 8.82E+09 8.35E+09 7.63E+09 6.38E+09 5.13E+09 3.82E+09 2.77E+09 1.93E+09 1.31E+09 8.70E+08 5.70E+08 3.58E+08 2.16E+08 1.29E+08 7.89E+07 8.90E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.219  4.72E+12 3.29E+12 2.22E+13 3.82E+11 3.93E+11 1.28E+12 6.42E+11 3.23E+11 3.55E+10 4.30E+10 7.86E+09 1.38E+10 4.49E+09 1.08E+10 8.47E+09 1.39E+10 1.52E+10 1.80E+10 1.85E+10 1.82E+10 1.60E+10 1.36E+10 1.05E+10 7.90E+09 5.73E+09 4.04E+09 2.82E+09 1.95E+09 1.30E+09 8.26E+08 5.26E+08 3.51E+08 4.55E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.293  3.81E+13 2.34E+13 1.62E+14 2.89E+12 2.96E+12 1.05E+13 4.06E+12 1.36E+12 6.40E+10 8.29E+10 8.67E+09 2.13E+10 5.46E+09 2.24E+10 2.01E+10 4.90E+10 6.96E+10 1.06E+11 1.36E+11 1.58E+11 1.61E+11 1.54E+11 1.31E+11 1.09E+11 8.71E+10 6.81E+10 5.36E+10 4.24E+10 3.23E+10 2.37E+10 1.77E+10 1.46E+10 2.69E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.363  2.94E+14 1.81E+14 1.55E+15 2.19E+13 2.23E+13 8.62E+13 2.57E+13 5.75E+12 1.15E+11 1.60E+11 9.57E+09 3.30E+10 6.65E+09 4.65E+10 4.75E+10 1.73E+11 3.19E+11 6.28E+11 1.00E+12 1.38E+12 1.62E+12 1.74E+12 1.64E+12 1.50E+12 1.32E+12 1.15E+12 1.02E+12 9.19E+11 8.03E+11 6.77E+11 5.95E+11 6.11E+11 1.59E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.493  5.16E+16 2.03E+16 6.29E+17 1.25E+15 1.27E+15 5.82E+15 1.03E+15 1.02E+14 3.76E+11 5.96E+11 1.17E+10 7.90E+10 9.85E+09 2.00E+11 2.66E+11 2.14E+12 6.72E+12 2.20E+13 5.39E+13 1.05E+14 1.63E+14 2.24E+14 2.56E+14 2.86E+14 3.06E+14 3.27E+14 3.66E+14 4.33E+14 4.98E+14 5.55E+14 6.73E+14 1.06E+15 5.53E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.724  1.87E+20 3.73E+19 1.89E+20 4.11E+18 4.09E+18 2.66E+19 1.65E+18 3.23E+16 3.98E+12 8.27E+12 1.73E+10 4.53E+11 2.16E+10 3.72E+12 8.37E+12 3.29E+14 2.97E+15 2.69E+16 1.57E+17 6.10E+17 4.86E+14 6.70E+14 7.66E+14 8.54E+14 9.16E+14 9.78E+14 1.10E+15 1.30E+15 1.49E+15 1.66E+15 2.02E+15 3.19E+15 1.66E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.928  7.46E+20 7.46E+19 3.79E+20 8.21E+18 8.18E+18 5.31E+19 3.30E+18 6.45E+16 4.22E+13 1.15E+14 2.58E+10 2.59E+12 4.74E+10 6.89E+13 2.63E+14 6.56E+14 5.94E+15 5.38E+16 3.14E+17 1.22E+18 1.45E+15 2.00E+15 2.29E+15 2.55E+15 2.74E+15 2.93E+15 3.28E+15 3.89E+15 4.47E+15 4.98E+15 6.05E+15 9.57E+15 4.98E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.112  1.87E+21 1.49E+20 7.63E+20 1.64E+19 1.64E+19 1.06E+20 6.59E+18 1.29E+17 4.47E+14 1.59E+15 3.83E+10 1.49E+13 1.04E+11 1.28E+15 8.27E+15 1.31E+15 1.19E+16 1.08E+17 6.28E+17 2.44E+18 4.32E+15 5.97E+15 6.83E+15 7.63E+15 8.20E+15 8.76E+15 9.83E+15 1.16E+16 1.34E+16 1.49E+16 1.81E+16 2.87E+16 1.49E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.281  4.11E+21 2.99E+20 1.55E+21 3.28E+19 3.27E+19 2.13E+20 1.32E+19 2.57E+17 4.74E+15 2.21E+16 5.68E+10 8.52E+13 2.29E+11 2.37E+16 2.60E+17 2.61E+15 2.37E+16 2.15E+17 1.26E+18 4.88E+18 1.29E+16 1.78E+16 2.04E+16 2.28E+16 2.45E+16 2.62E+16 2.94E+16 3.49E+16 4.01E+16 4.48E+16 5.44E+16 8.61E+16 4.48E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.438  8.64E+21 6.07E+20 3.33E+21 6.57E+19 6.54E+19 4.25E+20 2.64E+19 5.13E+17 5.02E+16 3.06E+17 8.44E+10 4.88E+14 5.02E+11 4.40E+17 8.18E+18 5.20E+15 4.74E+16 4.30E+17 2.51E+18 9.76E+18 3.84E+16 5.31E+16 6.10E+16 6.82E+16 7.34E+16 7.85E+16 8.82E+16 1.04E+17 1.20E+17 1.34E+17 1.63E+17 2.58E+17 1.34E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.586  1.90E+22 1.47E+21 1.25E+22 1.31E+20 1.31E+20 8.50E+20 5.27E+19 1.02E+18 5.32E+17 4.25E+18 1.25E+11 2.80E+15 1.10E+12 8.17E+18 2.57E+20 1.04E+16 9.46E+16 8.59E+17 5.02E+18 1.95E+19 1.14E+17 1.59E+17 1.82E+17 2.04E+17 2.19E+17 2.35E+17 2.64E+17 3.13E+17 3.61E+17 4.02E+17 4.89E+17 7.74E+17 4.03E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.726  7.99E+22 1.07E+22 2.03E+23 2.63E+20 2.62E+20 1.70E+21 1.05E+20 2.05E+18 5.64E+18 5.89E+19 1.86E+11 1.60E+16 2.42E+12 1.52E+20 8.08E+21 2.06E+16 1.89E+17 1.72E+18 1.00E+19 3.90E+19 3.41E+17 4.73E+17 5.44E+17 6.09E+17 6.56E+17 7.03E+17 7.91E+17 9.37E+17 1.08E+18 1.21E+18 1.47E+18 2.32E+18 1.21E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.859  1.45E+24 2.63E+23 5.94E+24 5.25E+20 5.23E+20 3.40E+21 2.11E+20 4.09E+18 5.98E+19 8.17E+20 2.77E+11 9.18E+16 5.30E+12 2.81E+21 2.54E+23 4.12E+16 3.78E+17 3.43E+18 2.01E+19 7.80E+19 1.02E+18 1.41E+18 1.62E+18 1.82E+18 1.96E+18 2.10E+18 2.37E+18 2.81E+18 3.24E+18 3.62E+18 4.40E+18 6.96E+18 3.63E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.986  4.31E+25 8.07E+24 1.85E+26 1.05E+21 1.05E+21 6.80E+21 4.21E+20 8.16E+18 6.33E+20 1.13E+22 4.11E+11 5.26E+17 1.16E+13 5.22E+22 7.99E+24 8.20E+16 7.54E+17 6.87E+18 4.01E+19 1.56E+20 3.03E+18 4.22E+18 4.85E+18 5.44E+18 5.87E+18 6.30E+18 7.09E+18 8.41E+18 9.70E+18 1.08E+19 1.32E+19 2.09E+19 1.09E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.108  1.35E+27 2.52E+26 5.80E+27 2.10E+21 2.09E+21 1.36E+22 8.42E+20 1.63E+19 6.71E+21 1.57E+23 6.11E+11 3.01E+18 2.55E+13 9.68E+23 2.51E+26 1.64E+17 1.51E+18 1.37E+19 8.03E+19 3.12E+20 9.02E+18 1.26E+19 1.45E+19 1.63E+19 1.76E+19 1.88E+19 2.12E+19 2.52E+19 2.91E+19 3.25E+19 3.95E+19 6.26E+19 3.26E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.226  4.22E+28 7.92E+27 1.82E+29 4.20E+21 4.18E+21 2.72E+22 1.68E+21 3.25E+19 7.11E+22 2.18E+24 9.08E+11 1.73E+19 5.60E+13 1.80E+25 7.90E+27 3.26E+17 3.01E+18 2.74E+19 1.61E+20 6.24E+20 2.69E+19 3.75E+19 4.33E+19 4.87E+19 5.26E+19 5.64E+19 6.36E+19 7.55E+19 8.71E+19 9.74E+19 1.18E+20 1.88E+20 9.78E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.339  1.33E+30 2.49E+29 5.72E+30 8.40E+21 8.36E+21 5.44E+22 3.37E+21 6.50E+19 7.53E+23 3.03E+25 1.35E+12 9.89E+19 1.23E+14 3.33E+26 2.48E+29 6.50E+17 6.01E+18 5.49E+19 3.21E+20 1.25E+21 8.01E+19 1.12E+20 1.29E+20 1.45E+20 1.57E+20 1.69E+20 1.90E+20 2.26E+20 2.61E+20 2.92E+20 3.55E+20 5.63E+20 2.93E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.448  4.16E+31 7.82E+30 1.80E+32 1.68E+22 1.67E+22 1.09E+23 6.73E+21 1.30E+20 7.98E+24 4.20E+26 2.00E+12 5.67E+20 2.70E+14 6.18E+27 7.81E+30 1.30E+18 1.20E+19 1.10E+20 6.42E+20 2.50E+21 2.39E+20 3.34E+20 3.87E+20 4.35E+20 4.70E+20 5.05E+20 5.70E+20 6.78E+20 7.83E+20 8.75E+20 1.07E+21 1.69E+21 8.80E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.555  1.31E+33 2.46E+32 5.65E+33 3.36E+22 3.34E+22 2.17E+23 1.35E+22 2.59E+20 8.46E+25 5.82E+27 2.98E+12 3.25E+21 5.92E+14 1.15E+29 2.46E+32 2.58E+18 2.40E+19 2.19E+20 1.28E+21 4.99E+21 7.11E+20 9.98E+20 1.15E+21 1.30E+21 1.41E+21 1.51E+21 1.71E+21 2.03E+21 2.35E+21 2.62E+21 3.19E+21 5.06E+21 2.64E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.658  4.11E+34 7.72E+33 1.78E+35 6.71E+22 6.69E+22 4.35E+23 2.69E+22 5.17E+20 8.97E+26 8.08E+28 4.42E+12 1.86E+22 1.30E+15 2.13E+30 7.72E+33 5.15E+18 4.80E+19 4.38E+20 2.57E+21 9.98E+21 2.12E+21 2.98E+21 3.45E+21 3.89E+21 4.21E+21 4.53E+21 5.11E+21 6.08E+21 7.03E+21 7.86E+21 9.57E+21 1.52E+22 7.92E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.758  1.29E+36 2.43E+35 5.58E+36 1.34E+23 1.34E+23 8.69E+23 5.38E+22 1.03E+21 9.50E+27 1.12E+30 6.57E+12 1.07E+23 2.85E+15 3.95E+31 2.43E+35 1.03E+19 9.58E+19 8.76E+20 5.13E+21 2.00E+22 6.32E+21 8.89E+21 1.03E+22 1.16E+22 1.26E+22 1.35E+22 1.53E+22 1.82E+22 2.11E+22 2.36E+22 2.87E+22 4.55E+22 2.37E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.855  4.07E+37 7.63E+36 1.75E+38 2.68E+23 2.67E+23 1.74E+24 1.08E+23 2.06E+21 1.01E+29 1.55E+31 9.76E+12 6.11E+23 6.26E+15 7.32E+32 7.63E+36 2.05E+19 1.91E+20 1.75E+21 1.03E+22 3.99E+22 1.88E+22 2.65E+22 3.08E+22 3.47E+22 3.77E+22 4.05E+22 4.58E+22 5.46E+22 6.31E+22 7.07E+22 8.61E+22 1.37E+23 7.12E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 61 A=148: Negative-parity Spin-dependent Level Density [MeV-1] for PM148  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.136  3.00E+00 2.01E+01 8.47E+01 4.66E+00 5.67E+00 4.07E+00 4.17E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.193  9.00E+00 2.44E+01 1.30E+02 3.50E+00 5.17E+00 5.07E+00 7.17E+00 1.50E+00 2.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.236  1.60E+01 3.62E+01 2.35E+02 2.33E+00 7.84E+00 6.34E+00 8.01E+00 5.17E+00 5.00E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.273  2.60E+01 3.88E+01 2.87E+02 2.33E+00 5.23E+00 5.84E+00 9.17E+00 6.17E+00 6.51E+00 2.00E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.305  4.00E+01 7.54E+01 5.40E+02 9.33E+00 9.07E+00 7.96E+00 2.05E+01 1.10E+01 9.01E+00 4.00E+00 3.50E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.334  6.20E+01 1.02E+02 7.25E+02 1.05E+01 1.78E+01 1.23E+01 2.29E+01 1.62E+01 9.01E+00 5.51E+00 6.51E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.361  9.90E+01 1.90E+02 1.37E+03 1.52E+01 3.80E+01 2.90E+01 3.71E+01 2.33E+01 2.20E+01 9.92E+00 9.67E+00 4.00E+00 2.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.386  1.55E+02 2.62E+02 2.00E+03 9.33E+00 5.02E+01 4.18E+01 5.06E+01 4.11E+01 3.40E+01 1.39E+01 1.18E+01 5.51E+00 4.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.409  2.50E+02 4.93E+02 3.76E+03 1.52E+01 8.84E+01 7.35E+01 1.12E+02 8.09E+01 6.07E+01 2.82E+01 1.82E+01 8.01E+00 6.51E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.431  4.07E+02 7.69E+02 6.01E+03 1.64E+01 1.40E+02 1.06E+02 1.74E+02 1.28E+02 9.64E+01 4.87E+01 2.90E+01 1.52E+01 9.51E+00 3.50E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
