                    *********************************************************************************
                    *  Z= 66 A=157: Positive-Parity Spin-dependent Level Density [MeV-1] for DY157  *
   9.50  0.803  9.08E+06 1.34E+07 1.69E+08 6.80E+02 9.89E+05 9.56E+05 1.71E+06 1.49E+06 1.75E+06 1.45E+06 1.43E+06 1.00E+06 8.97E+05 5.96E+05 4.61E+05 2.74E+05 1.87E+05 1.03E+05 6.04E+04 3.21E+04 1.66E+04 7.82E+03 3.56E+03 1.06E+03 2.98E+02 7.49E+01 1.60E+01 3.45E+00 1.06E+00 2.66E-01 1.78E-01 1.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.824  1.96E+07 2.88E+07 3.67E+08 1.60E+03 2.08E+06 2.01E+06 3.61E+06 3.16E+06 3.72E+06 3.11E+06 3.07E+06 2.18E+06 1.95E+06 1.32E+06 1.03E+06 6.21E+05 4.33E+05 2.43E+05 1.45E+05 7.97E+04 4.25E+04 2.07E+04 7.70E+03 2.38E+03 7.15E+02 1.77E+02 4.47E+01 1.45E+01 3.72E+00 1.64E+00 6.64E-01 3.98E-01 2.66E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.864  9.91E+07 1.30E+08 1.69E+09 5.58E+03 8.99E+06 8.74E+06 1.57E+07 1.39E+07 1.64E+07 1.39E+07 1.39E+07 1.00E+07 9.10E+06 6.27E+06 4.96E+06 3.08E+06 2.20E+06 1.30E+06 8.02E+05 4.66E+05 2.16E+05 8.39E+04 3.31E+04 1.05E+04 3.67E+03 1.10E+03 3.30E+02 1.18E+02 4.67E+01 2.14E+01 8.37E+00 3.72E+00 4.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.903  4.48E+08 5.68E+08 7.49E+09 2.14E+04 3.79E+07 3.70E+07 6.67E+07 5.92E+07 7.05E+07 6.03E+07 6.07E+07 4.44E+07 4.08E+07 2.87E+07 2.31E+07 1.47E+07 1.08E+07 6.53E+06 3.56E+06 1.58E+06 7.36E+05 3.04E+05 1.29E+05 4.58E+04 1.74E+04 5.81E+03 2.21E+03 8.19E+02 3.99E+02 1.63E+02 8.56E+01 4.49E+01 3.94E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.940  1.93E+09 2.40E+09 3.14E+10 8.29E+04 1.61E+08 1.57E+08 2.80E+08 2.50E+08 2.98E+08 2.59E+08 2.60E+08 1.92E+08 1.78E+08 1.27E+08 1.04E+08 6.04E+07 3.73E+07 1.89E+07 1.03E+07 4.87E+06 2.41E+06 1.01E+06 4.64E+05 1.72E+05 7.31E+04 2.85E+04 1.23E+04 5.24E+03 2.69E+03 1.35E+03 7.45E+02 3.83E+02 4.03E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.975  7.76E+09 9.25E+09 1.15E+11 3.13E+05 6.54E+08 6.40E+08 1.14E+09 1.02E+09 1.22E+09 1.07E+09 1.08E+09 7.80E+08 6.31E+08 3.99E+08 2.65E+08 1.47E+08 9.30E+07 4.56E+07 2.76E+07 1.28E+07 6.64E+06 2.84E+06 1.49E+06 5.74E+05 2.85E+05 1.19E+05 6.00E+04 2.93E+04 1.65E+04 8.91E+03 5.08E+03 2.97E+03 3.32E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.009  2.01E+10 1.54E+10 1.63E+11 6.73E+05 1.51E+09 1.48E+09 2.74E+09 2.25E+09 2.33E+09 1.27E+09 1.27E+09 8.17E+08 6.34E+08 4.09E+08 2.74E+08 1.54E+08 9.74E+07 4.96E+07 3.55E+07 1.30E+07 8.10E+06 3.67E+06 2.27E+06 9.16E+05 5.30E+05 2.38E+05 1.46E+05 7.91E+04 4.79E+04 2.80E+04 1.67E+04 1.01E+04 1.20E+04 3.68E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.042  4.20E+10 2.85E+10 2.62E+11 1.45E+06 3.48E+09 3.41E+09 6.58E+09 4.95E+09 4.44E+09 1.51E+09 1.50E+09 8.55E+08 6.37E+08 4.20E+08 2.83E+08 1.61E+08 1.02E+08 5.40E+07 4.56E+07 1.32E+07 9.90E+06 4.74E+06 3.45E+06 1.46E+06 9.87E+05 4.74E+05 3.54E+05 2.14E+05 1.40E+05 8.78E+04 5.48E+04 3.45E+04 4.33E+04 7.36E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.074  8.49E+10 5.74E+10 4.71E+11 3.12E+06 8.03E+09 7.89E+09 1.58E+10 1.09E+10 8.47E+09 1.80E+09 1.76E+09 8.96E+08 6.41E+08 4.31E+08 2.92E+08 1.69E+08 1.07E+08 5.88E+07 5.86E+07 1.34E+07 1.21E+07 6.13E+06 5.23E+06 2.34E+06 1.84E+06 9.45E+05 8.61E+05 5.77E+05 4.07E+05 2.75E+05 1.80E+05 1.18E+05 1.57E+05 1.10E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.106  1.75E+11 1.22E+11 9.24E+11 6.73E+06 1.85E+10 1.82E+10 3.80E+10 2.40E+10 1.61E+10 2.14E+09 2.07E+09 9.39E+08 6.44E+08 4.42E+08 3.01E+08 1.77E+08 1.12E+08 6.40E+07 7.53E+07 1.36E+07 1.48E+07 7.92E+06 7.94E+06 3.73E+06 3.42E+06 1.88E+06 2.09E+06 1.56E+06 1.19E+06 8.64E+05 5.92E+05 4.01E+05 5.67E+05 1.47E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.136  3.69E+11 2.68E+11 1.92E+12 1.45E+07 4.28E+10 4.21E+10 9.14E+10 5.28E+10 3.08E+10 2.54E+09 2.43E+09 9.83E+08 6.47E+08 4.53E+08 3.11E+08 1.85E+08 1.17E+08 6.97E+07 9.69E+07 1.39E+07 1.80E+07 1.02E+07 1.21E+07 5.95E+06 6.36E+06 3.76E+06 5.09E+06 4.20E+06 3.46E+06 2.71E+06 1.94E+06 1.37E+06 2.05E+06 1.84E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.165  8.03E+11 5.99E+11 4.16E+12 3.12E+07 9.86E+10 9.72E+10 2.20E+11 1.16E+11 5.86E+10 3.02E+09 2.85E+09 1.03E+09 6.50E+08 4.65E+08 3.21E+08 1.94E+08 1.22E+08 7.58E+07 1.25E+08 1.41E+07 2.20E+07 1.32E+07 1.83E+07 9.50E+06 1.18E+07 7.49E+06 1.24E+07 1.14E+07 1.01E+07 8.51E+06 6.38E+06 4.66E+06 7.41E+06 2.21E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.236  7.42E+12 4.70E+12 3.11E+13 2.12E+08 7.97E+11 7.88E+11 1.97E+12 8.36E+11 2.94E+11 4.66E+09 4.27E+09 1.16E+09 6.58E+08 4.96E+08 3.48E+08 2.18E+08 1.37E+08 9.38E+07 2.33E+08 1.47E+07 3.63E+07 2.51E+07 5.21E+07 3.06E+07 5.60E+07 4.21E+07 1.14E+08 1.36E+08 1.46E+08 1.48E+08 1.25E+08 9.99E+07 1.84E+08 3.13E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.303  6.07E+13 3.80E+13 2.46E+14 1.44E+09 6.45E+12 6.39E+12 1.76E+13 6.01E+12 1.47E+12 7.18E+09 6.39E+09 1.30E+09 6.67E+08 5.29E+08 3.76E+08 2.45E+08 1.53E+08 1.16E+08 4.37E+08 1.54E+07 5.98E+07 4.76E+07 1.48E+08 9.85E+07 2.65E+08 2.36E+08 1.05E+09 1.63E+09 2.11E+09 2.59E+09 2.44E+09 2.14E+09 4.58E+09 4.05E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.427  6.67E+15 2.61E+15 1.68E+16 6.69E+10 4.21E+14 4.20E+14 1.41E+15 3.11E+14 3.71E+13 1.71E+10 1.43E+10 1.64E+09 6.83E+08 6.01E+08 4.41E+08 3.10E+08 1.92E+08 1.77E+08 1.54E+09 1.67E+07 1.62E+08 1.71E+08 1.19E+09 1.02E+09 5.91E+09 7.44E+09 8.90E+10 2.34E+11 4.44E+11 7.88E+11 9.33E+11 9.87E+11 2.83E+12 5.89E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.648  6.78E+19 1.35E+19 8.58E+19 1.44E+14 1.80E+18 1.82E+18 9.08E+18 8.31E+17 2.34E+16 9.62E+10 7.21E+10 2.61E+09 7.18E+08 7.77E+08 6.06E+08 4.94E+08 3.03E+08 4.14E+08 1.90E+10 1.98E+07 1.20E+09 2.22E+09 7.79E+10 1.10E+11 2.95E+12 7.39E+12 6.41E+14 6.99E+11 1.33E+12 2.36E+12 2.79E+12 2.96E+12 8.47E+12 9.57E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.843  2.71E+20 2.71E+19 1.72E+20 2.87E+14 3.60E+18 3.63E+18 1.82E+19 1.66E+18 4.68E+16 5.43E+11 3.62E+11 4.15E+09 7.55E+08 1.01E+09 8.33E+08 7.87E+08 4.78E+08 9.67E+08 2.34E+11 2.34E+07 8.83E+09 2.88E+10 5.08E+12 2.18E+11 5.90E+12 1.48E+13 1.28E+15 2.09E+12 3.97E+12 7.06E+12 8.37E+12 8.86E+12 2.54E+13 1.33E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.018  6.77E+20 5.42E+19 3.43E+20 5.74E+14 7.20E+18 7.26E+18 3.63E+19 3.32E+18 9.35E+16 3.06E+12 1.82E+12 6.60E+09 7.94E+08 1.30E+09 1.14E+09 1.25E+09 7.52E+08 2.26E+09 2.89E+12 2.77E+07 6.51E+10 3.73E+11 3.31E+14 4.35E+11 1.18E+13 2.95E+13 2.56E+15 6.23E+12 1.19E+13 2.11E+13 2.51E+13 2.65E+13 7.61E+13 1.69E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.180  1.49E+21 1.08E+20 6.87E+20 1.15E+15 1.44E+19 1.45E+19 7.26E+19 6.64E+18 1.87E+17 1.73E+13 9.15E+12 1.05E+10 8.34E+08 1.68E+09 1.57E+09 2.00E+09 1.18E+09 5.27E+09 3.56E+13 3.29E+07 4.80E+11 4.84E+12 2.16E+16 8.65E+11 2.36E+13 5.91E+13 5.13E+15 1.86E+13 3.55E+13 6.32E+13 7.50E+13 7.95E+13 2.28E+14 2.06E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.331  3.12E+21 2.18E+20 1.43E+21 2.29E+15 2.88E+19 2.90E+19 1.45E+20 1.33E+19 3.74E+17 9.73E+13 4.60E+13 1.67E+10 8.77E+08 2.17E+09 2.16E+09 3.19E+09 1.87E+09 1.23E+10 4.39E+14 3.89E+07 3.54E+12 6.28E+13 1.41E+18 1.72E+12 4.71E+13 1.18E+14 1.03E+16 5.55E+13 1.06E+14 1.89E+14 2.25E+14 2.38E+14 6.83E+14 2.43E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.472  6.84E+21 5.25E+20 6.32E+21 4.59E+15 5.76E+19 5.81E+19 2.90E+20 2.66E+19 7.47E+17 5.49E+14 2.31E+14 2.66E+10 9.21E+08 2.81E+09 2.97E+09 5.08E+09 2.94E+09 2.88E+10 5.42E+15 4.61E+07 2.61E+13 8.14E+14 9.17E+19 3.43E+12 9.40E+13 2.36E+14 2.05E+16 1.66E+14 3.18E+14 5.67E+14 6.73E+14 7.13E+14 2.05E+15 2.80E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.606  4.37E+22 6.84E+21 2.39E+23 9.17E+15 1.15E+20 1.16E+20 5.81E+20 5.31E+19 1.49E+18 3.10E+15 1.16E+15 4.23E+10 9.68E+08 3.63E+09 4.08E+09 8.10E+09 4.63E+09 6.72E+10 6.69E+16 5.45E+07 1.93E+14 1.05E+16 5.98E+21 6.82E+12 1.88E+14 4.72E+14 4.10E+16 4.95E+14 9.50E+14 1.70E+15 2.02E+15 2.14E+15 6.14E+15 3.17E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.733  2.04E+24 3.91E+23 1.52E+25 1.83E+16 2.30E+20 2.32E+20 1.16E+21 1.06E+20 2.98E+18 1.75E+16 5.84E+15 6.73E+10 1.02E+09 4.70E+09 5.61E+09 1.29E+10 7.30E+09 1.57E+11 8.25E+17 6.46E+07 1.42E+15 1.37E+17 3.90E+23 1.36E+13 3.75E+14 9.43E+14 8.20E+16 1.48E+15 2.84E+15 5.08E+15 6.04E+15 6.40E+15 1.84E+16 3.53E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.854  1.31E+26 2.54E+25 9.91E+26 3.67E+16 4.60E+20 4.64E+20 2.32E+21 2.12E+20 5.96E+18 9.85E+16 2.93E+16 1.07E+11 1.07E+09 6.07E+09 7.70E+09 2.06E+10 1.15E+10 3.67E+11 1.02E+19 7.64E+07 1.05E+16 1.77E+18 2.54E+25 2.70E+13 7.50E+14 1.89E+15 1.64E+17 4.42E+15 8.49E+15 1.52E+16 1.81E+16 1.92E+16 5.51E+16 3.90E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.971  8.54E+27 1.66E+27 6.46E+28 7.33E+16 9.20E+20 9.29E+20 4.64E+21 4.25E+20 1.19E+19 5.55E+17 1.47E+17 1.70E+11 1.12E+09 7.85E+09 1.06E+10 3.28E+10 1.81E+10 8.56E+11 1.26E+20 9.05E+07 7.73E+16 2.30E+19 1.66E+27 5.38E+13 1.50E+15 3.77E+15 3.28E+17 1.32E+16 2.54E+16 4.55E+16 5.41E+16 5.74E+16 1.65E+17 4.27E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.083  5.57E+29 1.08E+29 4.21E+30 1.47E+17 1.84E+21 1.86E+21 9.29E+21 8.49E+20 2.38E+19 3.13E+18 7.41E+17 2.71E+11 1.18E+09 1.02E+10 1.45E+10 5.23E+10 2.85E+10 2.00E+12 1.55E+21 1.07E+08 5.70E+17 2.98E+20 1.08E+29 1.07E+14 2.99E+15 7.53E+15 6.56E+17 3.94E+16 7.59E+16 1.36E+17 1.62E+17 1.72E+17 4.95E+17 4.64E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.191  3.63E+31 7.04E+30 2.75E+32 2.93E+17 3.68E+21 3.71E+21 1.86E+22 1.70E+21 4.76E+19 1.77E+19 3.73E+18 4.32E+11 1.24E+09 1.31E+10 2.00E+10 8.33E+10 4.49E+10 4.67E+12 1.91E+22 1.27E+08 4.20E+18 3.86E+21 7.04E+30 2.13E+14 5.98E+15 1.51E+16 1.31E+18 1.18E+17 2.27E+17 4.08E+17 4.86E+17 5.15E+17 1.48E+18 5.01E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.296  2.37E+33 4.59E+32 1.79E+34 5.86E+17 7.36E+21 7.43E+21 3.71E+22 3.40E+21 9.50E+19 9.97E+19 1.87E+19 6.87E+11 1.31E+09 1.70E+10 2.75E+10 1.33E+11 7.07E+10 1.09E+13 2.36E+23 1.50E+08 3.10E+19 5.01E+22 4.59E+32 4.25E+14 1.20E+16 3.01E+16 2.62E+18 3.51E+17 6.79E+17 1.22E+18 1.45E+18 1.54E+18 4.44E+18 5.37E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.398  1.54E+35 2.99E+34 1.17E+36 1.17E+18 1.47E+22 1.49E+22 7.43E+22 6.79E+21 1.90E+20 5.62E+20 9.41E+19 1.09E+12 1.37E+09 2.20E+10 3.77E+10 2.12E+11 1.11E+11 2.55E+13 2.91E+24 1.78E+08 2.29E+20 6.49E+23 2.99E+34 8.45E+14 2.39E+16 6.02E+16 5.25E+18 1.05E+18 2.03E+18 3.65E+18 4.35E+18 4.63E+18 1.33E+19 5.74E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.496  1.01E+37 1.95E+36 7.61E+37 2.34E+18 2.94E+22 2.97E+22 1.49E+23 1.36E+22 3.80E+20 3.17E+21 4.73E+20 1.74E+12 1.44E+09 2.84E+10 5.19E+10 3.38E+11 1.76E+11 5.95E+13 3.59E+25 2.11E+08 1.69E+21 8.42E+24 1.95E+36 1.68E+15 4.77E+16 1.20E+17 1.05E+19 3.13E+18 6.07E+18 1.09E+19 1.30E+19 1.39E+19 3.99E+19 6.11E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.592  6.56E+38 1.27E+38 4.96E+39 4.69E+18 5.89E+22 5.94E+22 2.97E+23 2.71E+22 7.59E+20 1.79E+22 2.38E+21 2.77E+12 1.52E+09 3.67E+10 7.13E+10 5.38E+11 2.77E+11 1.39E+14 4.43E+26 2.49E+08 1.24E+22 1.09E+26 1.27E+38 3.35E+15 9.53E+16 2.40E+17 2.10E+19 9.35E+18 1.82E+19 3.27E+19 3.91E+19 4.15E+19 1.20E+20 6.48E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.685  4.27E+40 8.29E+39 3.23E+41 9.37E+18 1.18E+23 1.19E+23 5.94E+23 5.43E+22 1.52E+21 1.01E+23 1.20E+22 4.40E+12 1.59E+09 4.75E+10 9.79E+10 8.58E+11 4.36E+11 3.25E+14 5.47E+27 2.95E+08 9.17E+22 1.41E+27 8.29E+39 6.67E+15 1.90E+17 4.81E+17 4.20E+19 2.79E+19 5.43E+19 9.80E+19 1.17E+20 1.24E+20 3.58E+20 6.85E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 66 A=163: Positive-Parity Spin-dependent Level Density [MeV-1] for DY163  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.130  1.00E+00 7.81E+00 7.74E+01 0.00E+00 1.96E-02 1.67E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.184  4.00E+00 9.33E+00 1.08E+02 0.00E+00 0.00E+00 8.90E-03 1.67E+00 3.06E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.225  8.00E+00 2.51E+01 2.48E+02 1.67E+00 3.20E+00 3.07E+00 3.20E+00 4.73E+00 3.06E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
