                    *********************************************************************************
                    *  Z= 91 A=232: Positive-Parity Spin-dependent Level Density [MeV-1] for PA232  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  16.00  0.869  3.36E+13 2.23E+13 7.60E+14 5.09E+10 1.07E+11 1.31E+11 9.94E+10 2.83E+10 2.08E+10 1.58E+11 8.78E+10 8.20E+10 7.96E+10 3.35E+10 1.60E+07 1.82E+11 1.24E+12 4.01E+12 4.16E+12 3.27E+12 2.53E+12 1.84E+12 1.35E+12 9.72E+11 6.65E+11 4.61E+11 3.04E+11 1.97E+11 1.22E+11 7.30E+10 4.35E+10 2.56E+10 1.38E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.896  7.78E+13 6.62E+13 2.34E+15 6.68E+10 1.46E+11 1.64E+11 8.78E+10 9.31E+09 4.88E+09 8.59E+10 3.07E+10 2.42E+10 2.08E+10 5.96E+09 6.74E+04 8.84E+10 1.72E+12 1.11E+13 1.32E+13 1.05E+13 8.26E+12 6.10E+12 4.51E+12 3.31E+12 2.28E+12 1.62E+12 1.08E+12 7.20E+11 4.52E+11 2.75E+11 1.68E+11 1.01E+11 5.65E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.922  2.15E+14 2.07E+14 7.44E+15 8.76E+10 2.00E+11 2.05E+11 7.76E+10 3.06E+09 1.15E+09 4.67E+10 1.08E+10 7.16E+09 5.45E+09 1.06E+09 2.83E+02 4.29E+10 2.39E+12 3.05E+13 4.22E+13 3.39E+13 2.70E+13 2.02E+13 1.50E+13 1.13E+13 7.81E+12 5.68E+12 3.85E+12 2.63E+12 1.68E+12 1.03E+12 6.51E+11 4.00E+11 2.31E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.947  6.48E+14 6.61E+14 2.40E+16 1.15E+11 2.73E+11 2.57E+11 6.85E+10 1.01E+09 2.69E+08 2.54E+10 3.77E+09 2.12E+09 1.43E+09 1.89E+08 0.00E+00 2.08E+10 3.33E+12 8.42E+13 1.34E+14 1.09E+14 8.83E+13 6.68E+13 5.01E+13 3.83E+13 2.68E+13 2.00E+13 1.37E+13 9.63E+12 6.27E+12 3.89E+12 2.52E+12 1.58E+12 9.46E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.972  2.04E+15 2.13E+15 7.82E+16 1.51E+11 3.72E+11 3.21E+11 6.05E+10 3.31E+08 6.32E+07 1.38E+10 1.32E+09 6.25E+08 3.73E+08 3.36E+07 0.00E+00 1.01E+10 4.63E+12 2.32E+14 4.27E+14 3.52E+14 2.89E+14 2.21E+14 1.67E+14 1.30E+14 9.17E+13 7.01E+13 4.86E+13 3.52E+13 2.33E+13 1.46E+13 9.76E+12 6.24E+12 3.87E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.031  5.56E+16 4.07E+16 1.53E+18 2.97E+11 8.11E+11 5.60E+11 4.44E+10 2.05E+07 1.69E+06 3.01E+09 9.55E+07 2.96E+07 1.31E+07 4.49E+05 0.00E+00 1.65E+09 1.06E+13 2.93E+15 7.73E+15 6.56E+15 5.58E+15 4.40E+15 3.39E+15 2.78E+15 1.99E+15 1.62E+15 1.16E+15 9.00E+14 6.24E+14 4.02E+14 2.88E+14 1.93E+14 1.31E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.086  1.11E+18 8.01E+17 3.08E+19 5.85E+11 1.77E+12 9.78E+11 3.25E+10 1.27E+06 4.52E+04 6.55E+08 6.92E+06 1.41E+06 4.57E+05 6.00E+03 0.00E+00 2.71E+08 2.41E+13 3.70E+16 1.40E+17 1.22E+17 1.08E+17 8.75E+16 6.88E+16 5.94E+16 4.34E+16 3.75E+16 2.76E+16 2.30E+16 1.67E+16 1.10E+16 8.47E+15 6.00E+15 4.43E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.190  8.38E+20 3.34E+20 1.36E+22 2.27E+12 8.37E+12 2.98E+12 1.75E+10 4.89E+03 3.23E+01 3.11E+07 3.64E+04 3.17E+03 5.60E+02 1.07E+00 0.00E+00 7.29E+06 1.25E+14 5.91E+18 4.57E+19 4.24E+19 4.02E+19 3.47E+19 2.83E+19 2.71E+19 2.05E+19 2.01E+19 1.56E+19 1.50E+19 1.19E+19 8.30E+18 7.36E+18 5.78E+18 5.08E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.374  7.51E+21 1.00E+21 4.06E+22 3.43E+13 1.88E+14 2.77E+13 5.05E+09 7.21E-02 0.00E+00 7.02E+04 1.00E+00 1.60E-02 0.00E+00 0.00E+00 0.00E+00 5.26E+03 3.38E+15 1.76E+19 1.37E+20 1.27E+20 1.20E+20 1.04E+20 8.48E+19 8.12E+19 6.14E+19 6.01E+19 4.68E+19 4.51E+19 3.57E+19 2.49E+19 2.21E+19 1.73E+19 1.52E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.536  2.75E+22 3.00E+21 1.22E+23 5.16E+14 4.22E+15 2.58E+14 1.46E+09 0.00E+00 0.00E+00 1.58E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.80E+00 9.14E+16 5.27E+19 4.09E+20 3.81E+20 3.61E+20 3.11E+20 2.54E+20 2.43E+20 1.84E+20 1.80E+20 1.40E+20 1.35E+20 1.07E+20 7.46E+19 6.62E+19 5.19E+19 4.57E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.683  8.74E+22 8.98E+21 3.65E+23 7.78E+15 9.49E+16 2.40E+15 4.21E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.47E+18 1.58E+20 1.23E+21 1.14E+21 1.08E+21 9.32E+20 7.60E+20 7.29E+20 5.51E+20 5.40E+20 4.21E+20 4.05E+20 3.21E+20 2.24E+20 1.98E+20 1.56E+20 1.37E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.818  2.67E+23 2.70E+22 1.09E+24 1.17E+17 2.13E+18 2.23E+16 1.22E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.68E+19 4.71E+20 3.67E+21 3.41E+21 3.23E+21 2.79E+21 2.28E+21 2.18E+21 1.65E+21 1.62E+21 1.26E+21 1.21E+21 9.62E+20 6.70E+20 5.94E+20 4.67E+20 4.10E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.943  8.14E+23 8.24E+22 3.32E+24 1.77E+18 4.79E+19 2.08E+17 3.51E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.80E+21 1.41E+21 1.10E+22 1.02E+22 9.69E+21 8.36E+21 6.82E+21 6.54E+21 4.94E+21 4.85E+21 3.78E+21 3.64E+21 2.88E+21 2.01E+21 1.78E+21 1.40E+21 1.23E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.061  2.68E+24 2.91E+23 1.12E+25 2.67E+19 1.08E+21 1.93E+18 1.01E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.88E+22 4.20E+21 3.29E+22 3.06E+22 2.90E+22 2.50E+22 2.04E+22 1.96E+22 1.48E+22 1.45E+22 1.13E+22 1.09E+22 8.64E+21 6.02E+21 5.34E+21 4.19E+21 3.69E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.173  1.45E+25 2.07E+24 6.64E+25 4.02E+20 2.42E+22 1.80E+19 2.93E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.32E+24 1.25E+22 9.85E+22 9.16E+22 8.69E+22 7.50E+22 6.12E+22 5.87E+22 4.44E+22 4.35E+22 3.39E+22 3.27E+22 2.59E+22 1.80E+22 1.60E+22 1.26E+22 1.11E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.279  2.16E+26 3.83E+25 1.09E+27 6.06E+21 5.43E+23 1.67E+20 8.45E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.56E+25 3.75E+22 2.95E+23 2.74E+23 2.60E+23 2.25E+23 1.83E+23 1.76E+23 1.33E+23 1.30E+23 1.02E+23 9.79E+22 7.76E+22 5.41E+22 4.80E+22 3.77E+22 3.32E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.380  5.32E+27 9.82E+26 2.73E+28 9.13E+22 1.22E+25 1.55E+21 2.44E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.63E+26 1.12E+23 8.83E+23 8.21E+23 7.79E+23 6.72E+23 5.49E+23 5.27E+23 3.98E+23 3.91E+23 3.04E+23 2.93E+23 2.33E+23 1.62E+23 1.44E+23 1.13E+23 9.94E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.477  1.42E+29 2.63E+28 7.31E+29 1.38E+24 2.74E+26 1.45E+22 7.05E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.60E+28 3.35E+23 2.64E+24 2.46E+24 2.33E+24 2.01E+24 1.64E+24 1.58E+24 1.19E+24 1.17E+24 9.12E+23 8.79E+23 6.97E+23 4.86E+23 4.31E+23 3.39E+23 2.98E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.571  3.82E+30 7.10E+29 1.97E+31 2.08E+25 6.16E+27 1.34E+23 2.04E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 7.03E+29 9.99E+23 7.91E+24 7.36E+24 6.99E+24 6.03E+24 4.92E+24 4.72E+24 3.57E+24 3.51E+24 2.73E+24 2.63E+24 2.09E+24 1.46E+24 1.29E+24 1.02E+24 8.94E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.661  1.03E+32 1.92E+31 5.33E+32 3.13E+26 1.38E+29 1.25E+24 5.88E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.90E+31 2.99E+24 2.37E+25 2.20E+25 2.09E+25 1.81E+25 1.48E+25 1.42E+25 1.07E+25 1.05E+25 8.19E+24 7.89E+24 6.26E+24 4.37E+24 3.88E+24 3.04E+24 2.68E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.748  2.78E+33 5.17E+32 1.44E+34 4.72E+27 3.11E+30 1.16E+25 1.70E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.14E+32 8.92E+24 7.09E+25 6.60E+25 6.26E+25 5.41E+25 4.42E+25 4.24E+25 3.21E+25 3.15E+25 2.45E+25 2.37E+25 1.88E+25 1.31E+25 1.16E+25 9.13E+24 8.04E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.833  7.52E+34 1.40E+34 3.89E+35 7.11E+28 6.98E+31 1.08E+26 4.90E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.39E+34 2.66E+25 2.12E+26 1.98E+26 1.88E+26 1.62E+26 1.32E+26 1.27E+26 9.61E+25 9.43E+25 7.36E+25 7.09E+25 5.63E+25 3.92E+25 3.48E+25 2.74E+25 2.41E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.915  2.03E+36 3.77E+35 1.05E+37 1.07E+30 1.57E+33 1.01E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.75E+35 7.96E+25 6.36E+26 5.92E+26 5.62E+26 4.85E+26 3.96E+26 3.80E+26 2.88E+26 2.83E+26 2.20E+26 2.13E+26 1.69E+26 1.18E+26 1.04E+26 8.20E+25 7.22E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.995  5.48E+37 1.02E+37 2.84E+38 1.62E+31 3.52E+34 9.36E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.01E+37 2.38E+26 1.90E+27 1.77E+27 1.68E+27 1.45E+27 1.19E+27 1.14E+27 8.62E+26 8.47E+26 6.60E+26 6.37E+26 5.05E+26 3.52E+26 3.13E+26 2.46E+26 2.17E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.073  1.48E+39 2.75E+38 7.68E+39 2.44E+32 7.92E+35 8.70E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.74E+38 7.11E+26 5.70E+27 5.30E+27 5.04E+27 4.35E+27 3.56E+27 3.41E+27 2.58E+27 2.54E+27 1.98E+27 1.91E+27 1.51E+27 1.06E+27 9.38E+26 7.37E+26 6.49E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 91 A=234: Positive-Parity Spin-dependent Level Density [MeV-1] for PA234  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.108  8.00E+00 5.69E+01 5.83E+02 3.04E+00 4.85E+00 9.27E+00 6.13E+00 1.08E+01 4.56E+00 3.04E+00 3.04E+00 3.04E+00 3.04E+00 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.153  2.60E+01 8.77E+01 1.05E+03 3.05E+00 5.00E+00 9.13E+00 7.81E+00 1.40E+01 9.13E+00 1.07E+01 9.13E+00 4.56E+00 3.04E+00 3.04E+00 3.04E+00 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.188  6.60E+01 2.35E+02 2.86E+03 1.25E+01 1.15E+01 2.60E+01 1.54E+01 3.23E+01 2.14E+01 3.21E+01 2.13E+01 1.83E+01 1.37E+01 1.07E+01 7.61E+00 3.04E+00 3.04E+00 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.217  1.46E+02 4.08E+02 5.19E+03 2.08E+01 9.74E+00 4.14E+01 3.10E+01 5.48E+01 4.32E+01 5.95E+01 2.59E+01 3.20E+01 2.28E+01 2.59E+01 1.37E+01 1.07E+01 7.61E+00 3.04E+00 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.242  2.94E+02 7.71E+02 1.07E+04 3.25E+01 1.87E+01 7.39E+01 6.01E+01 1.01E+02 5.85E+01 8.38E+01 5.02E+01 7.01E+01 4.88E+01 6.24E+01 2.59E+01 3.20E+01 1.98E+01 1.52E+01 9.13E+00 3.04E+00 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.266  5.51E+02 1.29E+03 1.81E+04 3.69E+01 3.08E+01 1.08E+02 9.95E+01 1.58E+02 1.29E+02 1.60E+02 1.04E+02 1.24E+02 6.25E+01 7.61E+01 5.02E+01 6.24E+01 2.59E+01 2.74E+01 1.37E+01 1.07E+01 4.56E+00 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.287  1.11E+03 3.21E+03 4.38E+04 8.86E+01 9.27E+01 2.82E+02 2.86E+02 4.32E+02 3.21E+02 3.66E+02 2.57E+02 2.64E+02 1.86E+02 2.01E+02 1.14E+02 1.00E+02 5.33E+01 6.69E+01 2.74E+01 3.20E+01 1.37E+01 1.07E+01 4.56E+00 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.307  2.22E+03 5.68E+03 7.89E+04 1.80E+02 1.48E+02 4.78E+02 4.32E+02 7.12E+02 5.56E+02 6.90E+02 5.02E+02 5.14E+02 3.74E+02 3.19E+02 2.00E+02 2.02E+02 1.10E+02 8.82E+01 5.17E+01 6.09E+01 2.28E+01 2.59E+01 9.13E+00 4.56E+00 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.325  4.51E+03 1.26E+04 1.80E+05 3.66E+02 3.21E+02 1.01E+03 9.14E+02 1.49E+03 1.17E+03 1.47E+03 1.08E+03 1.16E+03 8.43E+02 8.34E+02 5.53E+02 4.72E+02 2.83E+02 2.22E+02 1.25E+02 9.89E+01 5.17E+01 6.09E+01 2.28E+01 1.67E+01 7.61E+00 3.04E+00 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.343  8.76E+03 2.14E+04 3.10E+05 6.33E+02 5.40E+02 1.67E+03 1.49E+03 2.50E+03 1.98E+03 2.43E+03 1.86E+03 1.98E+03 1.46E+03 1.41E+03 9.24E+02 8.70E+02 5.57E+02 4.12E+02 2.21E+02 1.98E+02 8.52E+01 7.61E+01 4.56E+01 3.20E+01 1.67E+01 1.07E+01 3.04E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
