                    *********************************************************************************
                    *  Z= 69 A=170: Positive-Parity Spin-dependent Level Density [MeV-1] for TM170  *
  16.00  1.017  3.34E+12 2.25E+12 2.79E+13 7.34E+10 7.31E+10 2.18E+11 2.15E+11 3.49E+11 2.79E+11 3.00E+11 1.93E+11 1.72E+11 9.16E+10 8.95E+10 4.68E+10 4.33E+10 2.70E+10 2.47E+10 1.42E+10 1.25E+10 9.45E+09 6.06E+09 3.13E+09 3.01E+09 1.16E+09 1.06E+09 4.65E+08 3.68E+08 2.18E+08 1.87E+08 7.97E+07 4.81E+07 7.31E+07 8.04E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.049  6.69E+12 4.44E+12 4.87E+13 1.69E+11 1.68E+11 5.03E+11 4.96E+11 8.30E+11 6.24E+11 6.21E+11 3.41E+11 2.68E+11 1.14E+11 1.08E+11 4.65E+10 4.46E+10 2.62E+10 2.57E+10 1.33E+10 1.31E+10 1.06E+10 6.44E+09 3.06E+09 3.54E+09 1.16E+09 1.22E+09 4.88E+08 4.45E+08 2.72E+08 2.77E+08 1.10E+08 6.96E+07 1.45E+08 1.11E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.079  1.35E+13 9.23E+12 9.25E+13 3.89E+11 3.87E+11 1.16E+12 1.14E+12 1.97E+12 1.40E+12 1.29E+12 6.02E+11 4.18E+11 1.41E+11 1.31E+11 4.62E+10 4.59E+10 2.53E+10 2.67E+10 1.25E+10 1.38E+10 1.20E+10 6.84E+09 2.99E+09 4.16E+09 1.16E+09 1.40E+09 5.12E+08 5.39E+08 3.40E+08 4.11E+08 1.52E+08 1.01E+08 2.88E+08 1.52E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.109  2.80E+13 1.98E+13 1.86E+14 8.94E+11 8.91E+11 2.66E+12 2.63E+12 4.69E+12 3.13E+12 2.67E+12 1.06E+12 6.52E+11 1.75E+11 1.59E+11 4.59E+10 4.73E+10 2.45E+10 2.78E+10 1.17E+10 1.44E+10 1.35E+10 7.27E+09 2.93E+09 4.90E+09 1.16E+09 1.61E+09 5.37E+08 6.52E+08 4.25E+08 6.10E+08 2.09E+08 1.46E+08 5.73E+08 2.09E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.138  5.97E+13 4.35E+13 3.90E+14 2.06E+12 2.05E+12 6.13E+12 6.06E+12 1.11E+13 7.00E+12 5.53E+12 1.88E+12 1.02E+12 2.17E+11 1.93E+11 4.56E+10 4.87E+10 2.37E+10 2.89E+10 1.09E+10 1.52E+10 1.52E+10 7.72E+09 2.86E+09 5.76E+09 1.15E+09 1.85E+09 5.64E+08 7.90E+08 5.31E+08 9.05E+08 2.88E+08 2.12E+08 1.14E+09 2.88E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.207  5.22E+14 3.27E+14 2.74E+15 1.65E+13 1.65E+13 4.93E+13 4.88E+13 9.70E+13 5.25E+13 3.42E+13 7.76E+12 3.09E+12 3.73E+11 3.12E+11 4.49E+10 5.25E+10 2.18E+10 3.20E+10 9.30E+09 1.72E+10 2.05E+10 8.98E+09 2.71E+09 8.65E+09 1.15E+09 2.61E+09 6.37E+08 1.27E+09 9.24E+08 2.42E+09 6.43E+08 5.35E+08 6.33E+09 6.39E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.272  4.11E+15 2.55E+15 2.06E+16 1.33E+14 1.32E+14 3.96E+14 3.93E+14 8.45E+14 3.94E+14 2.11E+14 3.21E+13 9.38E+12 6.39E+11 5.05E+11 4.42E+10 5.65E+10 2.01E+10 3.54E+10 7.91E+09 1.94E+10 2.76E+10 1.05E+10 2.56E+09 1.30E+10 1.15E+09 3.68E+09 7.19E+08 2.06E+09 1.61E+09 6.49E+09 1.44E+09 1.35E+09 3.52E+10 1.42E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.393  4.18E+17 1.63E+17 1.28E+18 8.56E+15 8.55E+15 2.56E+16 2.55E+16 6.41E+16 2.22E+16 8.06E+15 5.50E+14 8.64E+13 1.88E+12 1.32E+12 4.27E+10 6.56E+10 1.70E+10 4.32E+10 5.72E+09 2.48E+10 5.02E+10 1.42E+10 2.29E+09 2.93E+10 1.14E+09 7.34E+09 9.16E+08 5.35E+09 4.89E+09 4.66E+10 7.16E+09 8.61E+09 1.09E+12 6.98E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.609  3.68E+21 7.36E+20 5.67E+21 3.56E+19 3.56E+19 1.07E+20 1.07E+20 3.68E+20 7.02E+19 1.18E+19 1.61E+17 7.35E+15 1.63E+13 9.05E+12 4.01E+10 8.82E+10 1.22E+10 6.45E+10 2.99E+09 4.05E+10 1.65E+11 2.60E+10 1.84E+09 1.49E+11 1.12E+09 2.92E+10 1.49E+09 3.63E+10 4.51E+10 2.40E+12 1.78E+11 3.50E+11 1.04E+15 1.69E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.799  1.47E+22 1.47E+21 1.13E+22 7.12E+19 7.12E+19 2.14E+20 2.14E+20 7.37E+20 1.40E+20 2.35E+19 3.22E+17 6.24E+17 1.41E+14 6.20E+13 3.75E+10 1.19E+11 8.76E+09 9.63E+10 1.56E+09 6.61E+10 5.45E+11 4.76E+10 1.47E+09 7.57E+11 1.11E+09 1.16E+11 2.41E+09 2.46E+11 4.16E+11 1.23E+14 4.42E+12 1.43E+13 2.08E+15 4.10E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.970  3.70E+22 2.99E+21 2.36E+22 1.42E+20 1.42E+20 4.27E+20 4.28E+20 1.47E+21 2.81E+20 4.70E+19 6.43E+17 5.31E+19 1.22E+15 4.24E+14 3.52E+10 1.60E+11 6.29E+09 1.44E+11 8.15E+08 1.08E+11 1.80E+12 8.72E+10 1.18E+09 3.85E+12 1.09E+09 4.61E+11 3.92E+09 1.66E+12 3.83E+12 6.35E+15 1.10E+14 5.80E+14 4.16E+15 9.94E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.128  1.04E+23 1.04E+22 1.22E+23 2.85E+20 2.85E+20 8.55E+20 8.55E+20 2.95E+21 5.62E+20 9.40E+19 1.28E+18 4.51E+21 1.06E+16 2.90E+15 3.30E+10 2.15E+11 4.52E+09 2.15E+11 4.26E+08 1.76E+11 5.92E+12 1.60E+11 9.42E+08 1.96E+13 1.08E+09 1.83E+12 6.36E+09 1.13E+13 3.53E+13 3.27E+17 2.72E+15 2.36E+16 8.31E+15 2.41E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.275  2.13E+24 3.95E+23 6.61E+24 5.70E+20 5.70E+20 1.71E+21 1.71E+21 5.89E+21 1.12E+21 1.88E+20 2.56E+18 3.83E+23 9.17E+16 1.99E+16 3.09E+10 2.89E+11 3.24E+09 3.20E+11 2.22E+08 2.88E+11 1.95E+13 2.93E+11 7.54E+08 9.95E+13 1.06E+09 7.28E+12 1.03E+10 7.63E+13 3.26E+14 1.68E+19 6.77E+16 9.61E+17 1.66E+16 5.84E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.413  1.67E+26 3.26E+25 5.54E+26 1.14E+21 1.14E+21 3.42E+21 3.42E+21 1.18E+22 2.25E+21 3.76E+20 5.12E+18 3.26E+25 7.94E+17 1.36E+17 2.89E+10 3.89E+11 2.33E+09 4.78E+11 1.16E+08 4.71E+11 6.44E+13 5.38E+11 6.03E+08 5.06E+14 1.05E+09 2.89E+13 1.68E+10 5.17E+14 3.00E+15 8.65E+20 1.68E+18 3.91E+19 3.32E+16 1.42E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.544  1.42E+28 2.77E+27 4.70E+28 2.28E+21 2.28E+21 6.84E+21 6.84E+21 2.36E+22 4.49E+21 7.51E+20 1.02E+19 2.77E+27 6.88E+18 9.32E+17 2.71E+10 5.24E+11 1.67E+09 7.14E+11 6.07E+07 7.68E+11 2.12E+14 9.86E+11 4.83E+08 2.57E+15 1.03E+09 1.15E+14 2.72E+10 3.50E+15 2.77E+16 4.45E+22 4.18E+19 1.59E+21 6.64E+16 3.44E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.668  1.20E+30 2.35E+29 4.00E+30 4.55E+21 4.56E+21 1.37E+22 1.37E+22 4.71E+22 8.98E+21 1.50E+21 2.04E+19 2.35E+29 5.96E+19 6.38E+18 2.54E+10 7.05E+11 1.20E+09 1.07E+12 3.17E+07 1.26E+12 6.99E+14 1.81E+12 3.87E+08 1.31E+16 1.02E+09 4.57E+14 4.42E+10 2.37E+16 2.55E+17 2.29E+24 1.04E+21 6.47E+22 1.33E+17 8.33E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.787  1.02E+32 2.00E+31 3.40E+32 9.11E+21 9.11E+21 2.73E+22 2.74E+22 9.42E+22 1.80E+22 3.00E+21 4.07E+19 2.00E+31 5.16E+20 4.37E+19 2.38E+10 9.49E+11 8.62E+08 1.59E+12 1.66E+07 2.05E+12 2.30E+15 3.32E+12 3.10E+08 6.65E+16 1.00E+09 1.82E+15 7.18E+10 1.61E+17 2.35E+18 1.18E+26 2.58E+22 2.63E+24 2.65E+17 2.02E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.900  8.69E+33 1.70E+33 2.89E+34 1.82E+22 1.82E+22 5.47E+22 5.47E+22 1.88E+23 3.59E+22 6.00E+21 8.13E+19 1.70E+33 4.47E+21 2.99E+20 2.23E+10 1.28E+12 6.19E+08 2.38E+12 8.65E+06 3.35E+12 7.60E+15 6.08E+12 2.48E+08 3.38E+17 9.87E+08 7.22E+15 1.17E+11 1.09E+18 2.17E+19 6.07E+27 6.40E+23 1.07E+26 5.30E+17 4.90E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.010  7.39E+35 1.44E+35 2.45E+36 3.64E+22 3.64E+22 1.09E+23 1.09E+23 3.77E+23 7.18E+22 1.20E+22 1.62E+20 1.44E+35 3.87E+22 2.05E+21 2.09E+10 1.72E+12 4.45E+08 3.55E+12 4.52E+06 5.47E+12 2.50E+16 1.11E+13 1.98E+08 1.72E+18 9.74E+08 2.87E+16 1.89E+11 7.38E+18 2.00E+20 3.12E+29 1.59E+25 4.36E+27 1.06E+18 1.19E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.115  6.28E+37 1.23E+37 2.08E+38 7.28E+22 7.29E+22 2.19E+23 2.19E+23 7.54E+23 1.44E+23 2.40E+22 3.24E+20 1.23E+37 3.35E+23 1.40E+22 1.96E+10 2.31E+12 3.19E+08 5.30E+12 2.36E+06 8.93E+12 8.25E+16 2.04E+13 1.59E+08 8.75E+18 9.60E+08 1.14E+17 3.07E+11 5.00E+19 1.84E+21 1.61E+31 3.95E+26 1.78E+29 2.12E+18 2.88E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.218  5.34E+39 1.04E+39 1.77E+40 1.46E+23 1.46E+23 4.37E+23 4.38E+23 1.51E+24 2.87E+23 4.80E+22 6.47E+20 1.04E+39 2.90E+24 9.59E+22 1.84E+10 3.11E+12 2.29E+08 7.91E+12 1.23E+06 1.46E+13 2.72E+17 3.75E+13 1.27E+08 4.45E+19 9.46E+08 4.53E+17 4.99E+11 3.38E+20 1.70E+22 8.27E+32 9.81E+27 7.22E+30 4.24E+18 6.98E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.317  4.53E+41 8.86E+40 1.51E+42 2.91E+23 2.91E+23 8.74E+23 8.75E+23 3.01E+24 5.74E+23 9.59E+22 1.29E+21 8.86E+40 2.52E+25 6.57E+23 1.72E+10 4.19E+12 1.65E+08 1.18E+13 6.44E+05 2.38E+13 8.96E+17 6.87E+13 1.02E+08 2.26E+20 9.33E+08 1.80E+18 8.11E+11 2.29E+21 1.57E+23 4.26E+34 2.44E+29 2.94E+32 8.47E+18 1.69E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.413  3.85E+43 7.53E+42 1.28E+44 5.82E+23 5.83E+23 1.75E+24 1.75E+24 6.03E+24 1.15E+24 1.92E+23 2.58E+21 7.53E+42 2.18E+26 4.50E+24 1.61E+10 5.63E+12 1.18E+08 1.76E+13 3.36E+05 3.89E+13 2.95E+18 1.26E+14 8.15E+07 1.15E+21 9.20E+08 7.16E+18 1.32E+12 1.55E+22 1.44E+24 2.19E+36 6.06E+30 1.20E+34 1.69E+19 4.10E+29 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.506  3.27E+45 6.40E+44 1.09E+46 1.16E+24 1.17E+24 3.50E+24 3.50E+24 1.21E+25 2.30E+24 3.83E+23 5.15E+21 6.40E+44 1.89E+27 3.08E+25 1.51E+10 7.58E+12 8.48E+07 2.63E+13 1.76E+05 6.36E+13 9.74E+18 2.31E+14 6.52E+07 5.84E+21 9.07E+08 2.85E+19 2.14E+12 1.05E+23 1.33E+25 1.13E+38 1.50E+32 4.87E+35 3.38E+19 9.94E+30 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.597  2.78E+47 5.44E+46 9.24E+47 2.33E+24 2.33E+24 6.99E+24 7.00E+24 2.41E+25 4.59E+24 7.66E+23 1.03E+22 5.44E+46 1.63E+28 2.11E+26 1.42E+10 1.02E+13 6.09E+07 3.93E+13 9.18E+04 1.04E+14 3.21E+19 4.24E+14 5.22E+07 2.97E+22 8.94E+08 1.13E+20 3.47E+12 7.13E+23 1.23E+26 5.80E+39 3.74E+33 1.98E+37 6.76E+19 2.41E+32 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 69 A=170: Negative-parity Spin-dependent Level Density [MeV-1] for TM170  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.127  6.00E+00 4.21E+01 4.51E+02 1.32E-01 3.20E+00 1.53E+00 6.14E+00 7.94E+00 6.15E+00 6.27E+00 6.14E+00 4.60E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.180  2.00E+01 7.32E+01 8.40E+02 3.95E-01 6.28E+00 3.07E+00 1.09E+01 7.81E+00 1.08E+01 9.35E+00 9.34E+00 7.67E+00 6.14E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.220  4.50E+01 1.29E+02 1.53E+03 6.59E-01 1.24E+01 6.15E+00 2.18E+01 1.25E+01 1.84E+01 9.35E+00 1.24E+01 1.07E+01 1.07E+01 7.67E+00 6.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.254  8.50E+01 1.86E+02 2.34E+03 3.95E-01 1.25E+01 1.09E+01 2.32E+01 2.03E+01 2.61E+01 2.05E+01 2.30E+01 1.08E+01 1.39E+01 1.07E+01 9.21E+00 4.60E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.284  1.50E+02 3.37E+02 4.34E+03 7.91E-01 2.33E+01 1.71E+01 4.35E+01 3.42E+01 4.15E+01 3.60E+01 4.34E+01 2.61E+01 2.62E+01 1.39E+01 1.38E+01 9.21E+00 6.14E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.312  2.51E+02 4.68E+02 6.26E+03 1.98E+00 3.70E+01 1.56E+01 5.89E+01 4.04E+01 5.38E+01 4.48E+01 5.89E+01 4.31E+01 4.31E+01 2.47E+01 1.84E+01 1.23E+01 9.21E+00 4.60E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.337  4.13E+02 8.28E+02 1.08E+04 2.24E+00 7.25E+01 4.47E+01 1.22E+02 7.60E+01 9.88E+01 5.76E+01 8.83E+01 6.00E+01 6.46E+01 4.62E+01 3.99E+01 2.00E+01 1.38E+01 1.07E+01 9.21E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.360  6.84E+02 1.34E+03 1.69E+04 3.82E+00 1.16E+02 7.40E+01 1.98E+02 1.41E+02 1.76E+02 1.24E+02 1.45E+02 7.85E+01 8.52E+01 5.53E+01 5.38E+01 3.54E+01 2.76E+01 1.07E+01 1.07E+01 4.60E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.382  1.20E+03 2.75E+03 3.50E+04 3.07E+00 2.09E+02 1.71E+02 3.80E+02 2.91E+02 3.53E+02 2.69E+02 3.20E+02 2.08E+02 1.85E+02 1.01E+02 8.77E+01 6.00E+01 5.23E+01 2.46E+01 1.86E+01 1.07E+01 7.67E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.402  2.06E+03 4.14E+03 5.41E+04 3.73E+00 2.75E+02 2.39E+02 5.22E+02 4.15E+02 5.40E+02 4.39E+02 4.73E+02 3.25E+02 3.14E+02 1.95E+02 1.37E+02 8.51E+01 7.07E+01 4.30E+01 3.39E+01 1.07E+01 1.07E+01 4.60E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
