                    *********************************************************************************
                    *  Z= 20 A= 32: Positive-Parity Spin-dependent Level Density [MeV-1] for CA 32  *
   0.75  0.356  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.411  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.460  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.504  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.544  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.582  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.617  1.00E+00 1.69E+00 6.71E+00 1.98E-02 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.650  1.00E+00 3.35E+00 1.00E+01 1.69E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.682  3.00E+00 8.44E+00 4.79E+01 5.03E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 8.06E-02 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.713  6.00E+00 1.35E+01 8.52E+01 6.69E+00 0.00E+00 3.33E+00 0.00E+00 0.00E+00 5.42E-02 1.75E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.742  1.20E+01 3.81E+01 3.18E+02 8.33E+00 1.01E+01 3.71E+00 1.67E+00 1.67E+00 3.39E+00 2.17E+00 0.00E+00 3.50E+00 1.91E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.770  2.40E+01 5.63E+01 5.46E+02 1.00E+01 1.19E+01 5.83E+00 1.67E+00 1.67E+00 3.68E+00 7.17E+00 2.07E+00 7.05E+00 3.58E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.797  4.10E+01 8.41E+01 9.43E+02 6.67E+00 1.35E+01 7.71E+00 3.72E+00 7.54E+00 4.89E+00 8.57E+00 1.77E+01 8.56E+00 3.58E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.823  6.40E+01 9.61E+01 1.08E+03 1.01E+01 1.21E+01 6.42E+00 2.06E+00 5.87E+00 1.35E+01 1.82E+01 1.61E+01 8.33E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.848  8.80E+01 9.69E+01 1.17E+03 5.15E+00 9.38E+00 6.37E+00 5.89E+00 8.33E+00 1.52E+01 1.88E+01 1.33E+01 6.67E+00 2.79E+00 1.67E+00 1.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.873  1.15E+02 1.20E+02 1.54E+03 1.00E+01 1.89E+00 6.89E+00 9.88E+00 1.67E+01 2.29E+01 1.06E+01 8.33E+00 1.22E+01 7.37E+00 6.67E+00 2.68E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.897  1.63E+02 2.67E+02 3.80E+03 1.33E+01 1.11E+01 1.46E+01 2.94E+01 2.99E+01 3.40E+01 1.89E+01 2.50E+01 2.49E+01 1.68E+01 1.30E+01 1.62E+01 5.00E+00 6.67E+00 6.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.920  2.52E+02 4.46E+02 6.31E+03 1.32E+01 3.18E+01 2.70E+01 4.69E+01 6.49E+01 3.33E+01 3.67E+01 3.83E+01 4.82E+01 2.29E+01 1.80E+01 2.29E+01 1.67E+01 1.17E+01 8.33E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.965  6.19E+02 1.02E+03 1.43E+04 6.15E+01 7.11E+01 6.83E+01 1.18E+02 1.25E+02 8.00E+01 7.00E+01 8.67E+01 6.50E+01 3.50E+01 6.00E+01 7.14E+01 4.67E+01 3.17E+01 1.33E+01 8.33E+00 5.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.008  1.30E+03 1.71E+03 2.69E+04 7.96E+01 6.13E+01 8.04E+01 1.60E+02 1.62E+02 1.46E+02 1.72E+02 1.63E+02 1.55E+02 1.22E+02 8.00E+01 7.33E+01 7.67E+01 4.67E+01 4.83E+01 2.67E+01 1.83E+01 1.46E+01 1.47E+01 5.00E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.049  2.78E+03 4.22E+03 7.53E+04 1.82E+02 1.87E+02 2.29E+02 3.18E+02 3.63E+02 2.82E+02 2.08E+02 2.48E+02 3.42E+02 2.58E+02 3.07E+02 3.15E+02 2.40E+02 1.75E+02 1.40E+02 1.13E+02 1.02E+02 7.00E+01 6.50E+01 3.83E+01 2.75E+01 6.67E+00 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.088  6.28E+03 9.75E+03 1.80E+05 3.42E+02 3.75E+02 3.60E+02 5.38E+02 6.68E+02 7.32E+02 7.03E+02 8.38E+02 7.85E+02 7.83E+02 6.88E+02 6.05E+02 4.87E+02 4.22E+02 3.83E+02 3.35E+02 2.40E+02 1.72E+02 1.15E+02 6.33E+01 4.00E+01 2.33E+01 1.83E+01 1.00E+01 1.58E+01 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.127  1.41E+04 2.17E+04 4.02E+05 6.95E+02 1.04E+03 1.31E+03 1.40E+03 1.39E+03 1.22E+03 1.41E+03 1.63E+03 1.65E+03 1.61E+03 1.55E+03 1.40E+03 1.24E+03 9.63E+02 7.60E+02 6.12E+02 4.95E+02 3.75E+02 2.77E+02 1.93E+02 1.33E+02 9.00E+01 9.57E+01 6.47E+01 4.58E+01 2.83E+01 1.33E+01 8.33E+00 8.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.164  3.09E+04 4.51E+04 9.28E+05 8.58E+02 1.04E+03 1.48E+03 2.31E+03 2.89E+03 3.08E+03 3.44E+03 3.70E+03 3.56E+03 3.34E+03 2.86E+03 2.64E+03 2.39E+03 2.10E+03 1.88E+03 1.64E+03 1.42E+03 1.04E+03 8.55E+02 6.55E+02 5.20E+02 4.15E+02 3.53E+02 2.57E+02 1.67E+02 1.25E+02 7.83E+01 3.17E+01 2.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.199  6.61E+04 9.56E+04 2.02E+06 1.63E+03 2.75E+03 3.58E+03 4.93E+03 5.44E+03 5.82E+03 6.29E+03 6.61E+03 6.79E+03 6.80E+03 6.46E+03 6.10E+03 5.52E+03 4.98E+03 4.27E+03 3.66E+03 3.05E+03 2.53E+03 2.14E+03 1.76E+03 1.39E+03 1.02E+03 7.63E+02 4.92E+02 3.08E+02 2.72E+02 1.30E+02 7.33E+01 7.50E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.234  1.41E+05 2.04E+05 4.49E+06 2.22E+03 4.37E+03 6.36E+03 9.11E+03 1.10E+04 1.28E+04 1.43E+04 1.52E+04 1.48E+04 1.37E+04 1.30E+04 1.24E+04 1.16E+04 1.05E+04 9.63E+03 8.53E+03 7.34E+03 5.94E+03 4.97E+03 4.02E+03 3.15E+03 2.37E+03 1.80E+03 1.34E+03 9.82E+02 1.14E+03 5.35E+02 2.95E+02 3.28E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.268  3.00E+05 4.33E+05 9.81E+06 6.05E+03 1.08E+04 1.49E+04 1.99E+04 2.30E+04 2.52E+04 2.66E+04 2.77E+04 2.83E+04 2.82E+04 2.80E+04 2.67E+04 2.51E+04 2.29E+04 2.02E+04 1.74E+04 1.54E+04 1.29E+04 1.11E+04 9.35E+03 7.84E+03 5.98E+03 4.62E+03 3.64E+03 2.75E+03 3.07E+03 2.11E+03 1.52E+03 1.92E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.301  6.26E+05 8.71E+05 2.06E+07 8.32E+03 1.63E+04 2.52E+04 3.53E+04 4.38E+04 5.02E+04 5.46E+04 5.65E+04 5.62E+04 5.50E+04 5.43E+04 5.17E+04 4.92E+04 4.60E+04 4.22E+04 3.82E+04 3.39E+04 2.93E+04 2.48E+04 2.08E+04 1.70E+04 1.39E+04 1.14E+04 9.20E+03 7.30E+03 8.36E+03 4.88E+03 3.40E+03 3.89E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.364  2.86E+06 3.60E+06 9.01E+07 3.50E+04 6.87E+04 1.00E+05 1.31E+05 1.57E+05 1.79E+05 1.96E+05 2.09E+05 2.17E+05 2.19E+05 2.16E+05 2.09E+05 2.00E+05 1.90E+05 1.77E+05 1.63E+05 1.47E+05 1.31E+05 1.14E+05 9.80E+04 8.35E+04 7.00E+04 5.91E+04 4.96E+04 4.07E+04 5.24E+04 3.25E+04 2.38E+04 3.08E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.425  1.17E+07 1.40E+07 3.74E+08 1.22E+05 2.37E+05 3.49E+05 4.49E+05 5.44E+05 6.27E+05 6.97E+05 7.48E+05 7.82E+05 7.96E+05 7.97E+05 7.82E+05 7.61E+05 7.28E+05 6.91E+05 6.46E+05 5.99E+05 5.44E+05 4.87E+05 4.31E+05 3.78E+05 3.26E+05 2.82E+05 2.39E+05 2.01E+05 2.87E+05 1.83E+05 1.39E+05 1.91E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.483  4.56E+07 5.39E+07 1.51E+09 4.10E+05 8.14E+05 1.20E+06 1.56E+06 1.89E+06 2.17E+06 2.43E+06 2.62E+06 2.77E+06 2.85E+06 2.89E+06 2.88E+06 2.82E+06 2.74E+06 2.64E+06 2.50E+06 2.35E+06 2.17E+06 1.98E+06 1.78E+06 1.59E+06 1.40E+06 1.23E+06 1.07E+06 9.21E+05 1.44E+06 9.33E+05 7.42E+05 1.07E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.539  1.70E+08 1.95E+08 5.73E+09 1.35E+06 2.65E+06 3.91E+06 5.06E+06 6.14E+06 7.11E+06 7.98E+06 8.68E+06 9.24E+06 9.61E+06 9.84E+06 9.89E+06 9.84E+06 9.65E+06 9.39E+06 9.02E+06 8.57E+06 8.04E+06 7.46E+06 6.83E+06 6.20E+06 5.57E+06 4.98E+06 4.40E+06 3.86E+06 6.48E+06 4.27E+06 3.52E+06 5.26E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.593  4.71E+08 4.08E+08 1.24E+10 2.66E+06 5.24E+06 7.67E+06 9.90E+06 1.19E+07 1.37E+07 1.54E+07 1.68E+07 1.81E+07 1.91E+07 1.97E+07 2.00E+07 2.00E+07 1.97E+07 1.93E+07 1.86E+07 1.79E+07 1.70E+07 1.59E+07 1.48E+07 1.36E+07 1.24E+07 1.12E+07 9.96E+06 8.84E+06 1.56E+07 1.05E+07 8.87E+06 1.36E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.646  1.11E+09 8.60E+08 2.71E+10 5.26E+06 1.03E+07 1.51E+07 1.94E+07 2.30E+07 2.64E+07 2.96E+07 3.27E+07 3.55E+07 3.78E+07 3.95E+07 4.05E+07 4.08E+07 4.04E+07 3.95E+07 3.85E+07 3.72E+07 3.57E+07 3.40E+07 3.21E+07 2.98E+07 2.75E+07 2.50E+07 2.25E+07 2.02E+07 3.78E+07 2.58E+07 2.24E+07 3.53E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.696  2.45E+09 1.82E+09 5.97E+10 1.04E+07 2.04E+07 2.96E+07 3.78E+07 4.47E+07 5.09E+07 5.71E+07 6.34E+07 6.95E+07 7.49E+07 7.92E+07 8.20E+07 8.30E+07 8.27E+07 8.11E+07 7.94E+07 7.76E+07 7.54E+07 7.26E+07 6.95E+07 6.55E+07 6.10E+07 5.60E+07 5.10E+07 4.62E+07 9.14E+07 6.35E+07 5.64E+07 9.13E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.745  5.31E+09 3.90E+09 1.32E+11 2.05E+07 4.03E+07 5.80E+07 7.40E+07 8.65E+07 9.81E+07 1.10E+08 1.23E+08 1.36E+08 1.49E+08 1.59E+08 1.66E+08 1.69E+08 1.69E+08 1.66E+08 1.64E+08 1.62E+08 1.59E+08 1.55E+08 1.51E+08 1.44E+08 1.35E+08 1.25E+08 1.16E+08 1.06E+08 2.21E+08 1.56E+08 1.42E+08 2.37E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
