                    *********************************************************************************
                    *  Z= 92 A=233: Positive-Parity Spin-dependent Level Density [MeV-1] for U 233  *
  16.00  0.869  3.31E+13 1.41E+13 6.29E+14 2.76E+08 6.06E+08 3.70E+09 1.53E+09 1.14E+10 2.92E+08 9.60E+08 1.08E+09 2.02E+09 3.78E+09 5.89E+10 4.24E+10 3.71E+10 3.92E+10 2.29E+10 1.95E+07 1.00E+11 6.22E+11 1.21E+12 1.29E+12 1.76E+12 2.17E+12 2.08E+12 1.59E+12 1.13E+12 7.38E+11 5.05E+11 3.34E+11 1.90E+11 1.06E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.896  6.01E+13 3.98E+13 1.86E+15 3.41E+07 7.51E+07 9.22E+08 2.53E+08 5.27E+09 1.20E+07 7.05E+07 8.76E+07 2.44E+08 6.62E+08 4.26E+10 2.57E+10 1.06E+10 8.42E+09 3.32E+09 8.00E+04 3.08E+10 5.16E+11 1.61E+12 2.07E+12 3.93E+12 6.46E+12 7.30E+12 5.91E+12 4.32E+12 2.89E+12 2.03E+12 1.37E+12 7.92E+11 4.58E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.922  1.44E+14 1.28E+14 6.16E+15 4.22E+06 9.30E+06 2.30E+08 4.19E+07 2.44E+09 4.90E+05 5.18E+06 7.11E+06 2.94E+07 1.16E+08 3.08E+10 1.56E+10 3.04E+09 1.81E+09 4.80E+08 3.28E+02 9.45E+09 4.28E+11 2.15E+12 3.32E+12 8.80E+12 1.92E+13 2.56E+13 2.19E+13 1.65E+13 1.13E+13 8.15E+12 5.65E+12 3.30E+12 1.98E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.947  4.29E+14 4.42E+14 2.15E+16 5.21E+05 1.15E+06 5.73E+07 6.94E+06 1.13E+09 2.00E+04 3.81E+05 5.77E+05 3.55E+06 2.04E+07 2.23E+10 9.45E+09 8.72E+08 3.89E+08 6.95E+07 0.00E+00 2.90E+09 3.54E+11 2.86E+12 5.33E+12 1.97E+13 5.71E+13 8.99E+13 8.13E+13 6.32E+13 4.41E+13 3.27E+13 2.32E+13 1.38E+13 8.59E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.972  1.44E+15 1.58E+15 7.79E+16 6.45E+04 1.43E+05 1.43E+07 1.15E+06 5.25E+08 8.20E+02 2.80E+04 4.68E+04 4.27E+05 3.57E+06 1.61E+10 5.73E+09 2.50E+08 8.35E+07 1.01E+07 0.00E+00 8.88E+08 2.94E+11 3.81E+12 8.56E+12 4.41E+13 1.70E+14 3.15E+14 3.01E+14 2.41E+14 1.72E+14 1.31E+14 9.56E+13 5.74E+13 3.72E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.031  5.51E+16 4.13E+16 2.08E+18 3.47E+02 7.72E+02 4.43E+05 1.28E+04 7.68E+07 0.00E+00 4.09E+01 8.79E+01 2.16E+03 4.60E+04 7.16E+09 1.64E+09 1.10E+07 1.79E+06 8.04E+04 0.00E+00 4.62E+07 1.84E+11 7.79E+12 2.79E+13 3.30E+14 2.59E+15 7.27E+15 7.98E+15 6.90E+15 5.21E+15 4.25E+15 3.29E+15 2.03E+15 1.45E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.086  1.55E+18 1.15E+18 5.91E+19 0.00E+00 0.00E+00 1.37E+04 1.43E+02 1.12E+07 0.00E+00 0.00E+00 0.00E+00 1.09E+01 5.92E+02 3.19E+09 4.69E+08 4.83E+05 3.82E+04 6.42E+02 0.00E+00 2.41E+06 1.15E+11 1.59E+13 9.13E+13 2.47E+15 3.94E+16 1.68E+17 2.11E+17 1.97E+17 1.58E+17 1.38E+17 1.13E+17 7.21E+16 5.66E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.190  2.52E+21 1.00E+21 5.28E+22 0.00E+00 0.00E+00 1.32E+01 0.00E+00 2.40E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.30E+08 3.84E+07 9.34E+02 1.75E+01 0.00E+00 0.00E+00 6.53E+03 4.50E+10 6.67E+13 9.74E+14 1.39E+17 9.14E+18 8.91E+19 1.48E+20 1.61E+20 1.44E+20 1.44E+20 1.33E+20 9.06E+19 8.62E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.374  2.48E+22 3.45E+21 1.77E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.10E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.46E+07 2.57E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.80E-02 6.89E+09 1.17E+15 1.11E+17 4.38E+20 2.74E+19 2.67E+20 4.44E+20 4.82E+20 4.31E+20 4.31E+20 3.99E+20 2.72E+20 2.58E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.536  9.16E+22 9.90E+21 5.11E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.62E+05 1.72E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.05E+09 2.05E+16 2.21E+17 8.75E+20 8.18E+19 8.00E+20 1.33E+21 1.44E+21 1.29E+21 1.29E+21 1.20E+21 8.15E+20 7.75E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.683  2.85E+23 2.88E+22 1.50E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.76E+04 1.15E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.62E+08 3.58E+17 4.40E+17 1.75E+21 2.45E+20 2.40E+21 3.99E+21 4.33E+21 3.87E+21 3.88E+21 3.59E+21 2.44E+21 2.32E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.818  8.52E+23 8.46E+22 4.41E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.47E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.47E+07 6.27E+18 8.76E+17 3.50E+21 7.32E+20 7.18E+21 1.19E+22 1.30E+22 1.16E+22 1.16E+22 1.08E+22 7.32E+21 6.97E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.943  2.53E+24 2.50E+23 1.31E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.74E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.79E+06 1.10E+20 1.74E+18 7.00E+21 2.19E+21 2.15E+22 3.58E+22 3.89E+22 3.48E+22 3.48E+22 3.23E+22 2.20E+22 2.09E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.061  7.50E+24 7.45E+23 3.90E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.80E+05 1.92E+21 3.47E+18 1.40E+22 6.55E+21 6.45E+22 1.07E+23 1.17E+23 1.04E+23 1.04E+23 9.67E+22 6.58E+22 6.27E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.173  2.25E+25 2.25E+24 1.17E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.88E+04 3.36E+22 6.91E+18 2.80E+22 1.96E+22 1.93E+23 3.22E+23 3.50E+23 3.13E+23 3.13E+23 2.90E+23 1.97E+23 1.88E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.279  6.97E+25 7.20E+24 3.69E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.36E+04 5.89E+23 1.38E+19 5.60E+22 5.86E+22 5.79E+23 9.64E+23 1.05E+24 9.38E+23 9.39E+23 8.70E+23 5.92E+23 5.63E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.380  2.56E+26 3.01E+25 1.43E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.08E+03 1.03E+25 2.74E+19 1.12E+23 1.75E+23 1.73E+24 2.89E+24 3.14E+24 2.81E+24 2.81E+24 2.61E+24 1.78E+24 1.69E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.477  1.60E+27 2.40E+26 9.96E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.19E+02 1.81E+26 5.46E+19 2.24E+23 5.25E+23 5.20E+24 8.66E+24 9.42E+24 8.43E+24 8.44E+24 7.82E+24 5.32E+24 5.07E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.571  1.95E+28 3.34E+27 1.29E+29 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.16E+27 1.09E+20 4.48E+23 1.57E+24 1.56E+25 2.60E+25 2.82E+25 2.53E+25 2.53E+25 2.34E+25 1.60E+25 1.52E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.661  3.16E+29 5.59E+28 2.13E+30 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.53E+28 2.16E+20 8.95E+23 4.70E+24 4.67E+25 7.78E+25 8.46E+25 7.58E+25 7.59E+25 7.03E+25 4.79E+25 4.56E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.748  5.45E+30 9.71E+29 3.69E+31 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.69E+29 4.31E+20 1.79E+24 1.40E+25 1.40E+26 2.33E+26 2.54E+26 2.27E+26 2.27E+26 2.11E+26 1.43E+26 1.37E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.833  9.52E+31 1.70E+31 6.45E+32 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.70E+31 8.58E+20 3.58E+24 4.20E+25 4.19E+26 6.99E+26 7.60E+26 6.81E+26 6.82E+26 6.32E+26 4.30E+26 4.10E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.915  1.67E+33 2.97E+32 1.13E+34 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.97E+32 1.71E+21 7.16E+24 1.26E+26 1.26E+27 2.09E+27 2.28E+27 2.04E+27 2.04E+27 1.89E+27 1.29E+27 1.23E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.995  2.92E+34 5.20E+33 1.98E+35 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.20E+33 3.40E+21 1.43E+25 3.76E+26 3.76E+27 6.28E+27 6.83E+27 6.12E+27 6.13E+27 5.68E+27 3.87E+27 3.68E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.073  5.10E+35 9.11E+34 3.46E+36 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.11E+34 6.77E+21 2.86E+25 1.12E+27 1.13E+28 1.88E+28 2.05E+28 1.83E+28 1.84E+28 1.70E+28 1.16E+28 1.10E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 92 A=233: Negative-parity Spin-dependent Level Density [MeV-1] for U 233  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.109  2.00E+00 1.08E+01 1.29E+02 0.00E+00 2.13E-02 1.67E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.154  5.00E+00 1.23E+01 1.84E+02 0.00E+00 0.00E+00 7.66E-03 1.67E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.188  1.10E+01 3.88E+01 4.36E+02 3.33E+00 3.06E+00 4.71E+00 4.73E+00 6.22E+00 4.56E+00 3.04E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.217  2.70E+01 9.14E+01 9.40E+02 6.52E+00 7.80E+00 1.43E+01 1.22E+01 1.40E+01 1.53E+01 7.59E+00 4.56E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.243  7.00E+01 2.48E+02 2.56E+03 1.28E+01 2.69E+01 3.39E+01 4.16E+01 3.68E+01 2.75E+01 2.14E+01 1.67E+01 1.52E+01 6.08E+00 3.04E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.266  1.58E+02 4.54E+02 4.90E+03 1.87E+01 4.22E+01 5.67E+01 6.62E+01 6.57E+01 6.57E+01 5.06E+01 3.20E+01 2.28E+01 1.67E+01 7.59E+00 3.04E+00 1.52E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.287  3.39E+02 1.00E+03 1.18E+04 3.37E+01 7.56E+01 1.16E+02 1.32E+02 1.27E+02 1.22E+02 1.18E+02 9.02E+01 7.61E+01 5.16E+01 2.58E+01 1.67E+01 7.59E+00 3.04E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.307  6.71E+02 1.65E+03 2.00E+04 5.86E+01 1.20E+02 1.78E+02 2.08E+02 2.05E+02 1.99E+02 1.81E+02 1.59E+02 1.25E+02 9.11E+01 6.08E+01 3.19E+01 1.67E+01 1.06E+01 3.04E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.326  1.28E+03 3.23E+03 4.02E+04 1.17E+02 2.34E+02 3.28E+02 4.00E+02 4.05E+02 3.73E+02 3.37E+02 2.80E+02 2.41E+02 1.81E+02 1.34E+02 9.11E+01 5.32E+01 2.73E+01 1.67E+01 6.08E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.344  2.33E+03 5.15E+03 6.50E+04 1.78E+02 3.57E+02 5.06E+02 6.26E+02 6.44E+02 6.15E+02 5.34E+02 4.55E+02 3.77E+02 2.87E+02 2.10E+02 1.49E+02 9.27E+01 6.23E+01 2.73E+01 1.67E+01 4.56E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
