                    *********************************************************************************
                    *  Z= 79 A=198: Positive-Parity Spin-dependent Level Density [MeV-1] for AU198  *
   2.75  0.391  1.48E+03 2.95E+03 3.88E+04 3.94E+01 2.02E+02 2.35E+02 3.52E+02 2.81E+02 3.80E+02 2.62E+02 2.87E+02 1.93E+02 2.14E+02 1.31E+02 1.36E+02 7.53E+01 7.56E+01 2.73E+01 2.70E+01 9.10E+00 8.47E+00 5.33E+00 4.39E+00 2.51E+00 4.08E+00 1.57E+00 9.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.408  2.38E+03 4.19E+03 5.66E+04 4.60E+01 2.59E+02 3.03E+02 5.11E+02 4.05E+02 5.27E+02 3.78E+02 4.16E+02 2.73E+02 2.84E+02 1.84E+02 1.94E+02 1.17E+02 1.26E+02 5.74E+01 5.40E+01 1.73E+01 1.41E+01 6.59E+00 5.96E+00 3.14E+00 4.39E+00 2.20E+00 1.88E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.425  3.83E+03 7.47E+03 1.02E+05 5.51E+01 4.70E+02 5.13E+02 8.71E+02 7.54E+02 9.27E+02 6.86E+02 7.58E+02 5.12E+02 5.02E+02 3.15E+02 3.13E+02 2.00E+02 2.14E+02 1.20E+02 1.23E+02 5.24E+01 3.92E+01 1.51E+01 1.04E+01 5.96E+00 3.45E+00 2.51E+00 4.08E+00 1.25E+00 9.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.441  6.13E+03 1.09E+04 1.51E+05 6.59E+01 7.02E+02 7.11E+02 1.26E+03 1.12E+03 1.32E+03 1.03E+03 1.10E+03 7.68E+02 7.73E+02 4.75E+02 4.45E+02 2.79E+02 2.84E+02 1.72E+02 1.78E+02 9.13E+01 7.94E+01 2.64E+01 2.13E+01 7.84E+00 7.53E+00 3.14E+00 4.39E+00 2.20E+00 1.88E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.456  9.93E+03 1.95E+04 2.70E+05 1.14E+02 1.29E+03 1.31E+03 2.27E+03 1.91E+03 2.32E+03 1.77E+03 1.91E+03 1.41E+03 1.37E+03 8.84E+02 8.26E+02 5.19E+02 4.97E+02 2.84E+02 2.79E+02 1.63E+02 1.58E+02 7.53E+01 5.74E+01 1.73E+01 1.35E+01 6.59E+00 3.45E+00 2.51E+00 4.08E+00 9.41E-01 3.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.471  1.60E+04 2.91E+04 4.04E+05 1.39E+02 1.90E+03 1.94E+03 3.38E+03 2.89E+03 3.56E+03 2.66E+03 2.88E+03 2.04E+03 2.06E+03 1.33E+03 1.21E+03 7.78E+02 7.53E+02 4.35E+02 4.00E+02 2.22E+02 2.21E+02 1.17E+02 1.05E+02 3.73E+01 2.73E+01 7.84E+00 7.53E+00 3.14E+00 4.08E+00 2.20E+00 1.88E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.486  2.61E+04 5.14E+04 7.24E+05 2.64E+02 3.18E+03 3.25E+03 5.78E+03 4.94E+03 6.11E+03 4.72E+03 5.16E+03 3.82E+03 3.88E+03 2.46E+03 2.19E+03 1.40E+03 1.34E+03 7.92E+02 7.37E+02 4.00E+02 3.53E+02 2.00E+02 1.86E+02 9.13E+01 7.56E+01 1.98E+01 1.35E+01 6.27E+00 3.45E+00 2.51E+00 4.39E+00 9.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.500  4.17E+04 7.33E+04 1.05E+06 3.61E+02 4.28E+03 4.34E+03 7.71E+03 6.87E+03 8.75E+03 6.90E+03 7.56E+03 5.45E+03 5.62E+03 3.75E+03 3.38E+03 2.08E+03 1.98E+03 1.19E+03 1.08E+03 6.14E+02 5.24E+02 2.79E+02 2.55E+02 1.36E+02 1.26E+02 4.55E+01 2.73E+01 7.84E+00 7.53E+00 3.14E+00 4.08E+00 1.88E+00 9.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.514  6.62E+04 1.23E+05 1.81E+06 4.68E+02 6.84E+03 7.05E+03 1.27E+04 1.11E+04 1.42E+04 1.14E+04 1.23E+04 9.37E+03 9.74E+03 6.72E+03 6.06E+03 3.93E+03 3.70E+03 2.16E+03 1.94E+03 1.11E+03 9.46E+02 5.20E+02 4.23E+02 2.22E+02 2.14E+02 1.01E+02 7.56E+01 1.82E+01 1.29E+01 5.96E+00 4.39E+00 2.20E+00 3.45E+00 6.27E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.527  1.03E+05 1.73E+05 2.59E+06 4.61E+02 9.26E+03 9.57E+03 1.72E+04 1.53E+04 1.97E+04 1.62E+04 1.78E+04 1.31E+04 1.35E+04 9.42E+03 8.89E+03 5.79E+03 5.41E+03 3.32E+03 2.94E+03 1.64E+03 1.40E+03 7.78E+02 6.38E+02 3.26E+02 2.84E+02 1.46E+02 1.26E+02 4.17E+01 2.70E+01 7.84E+00 4.71E+00 2.82E+00 4.08E+00 9.41E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.553  2.49E+05 4.07E+05 6.23E+06 8.52E+02 2.09E+04 2.15E+04 3.89E+04 3.50E+04 4.49E+04 3.73E+04 4.15E+04 3.16E+04 3.21E+04 2.28E+04 2.14E+04 1.43E+04 1.32E+04 8.50E+03 7.84E+03 4.53E+03 3.89E+03 2.09E+03 1.70E+03 9.09E+02 7.53E+02 3.59E+02 2.84E+02 1.41E+02 1.23E+02 3.73E+01 1.91E+01 6.59E+00 3.45E+00 2.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.577  5.88E+05 9.52E+05 1.48E+07 2.27E+03 4.75E+04 4.86E+04 8.87E+04 7.97E+04 1.03E+05 8.57E+04 9.59E+04 7.39E+04 7.57E+04 5.48E+04 5.10E+04 3.51E+04 3.20E+04 2.08E+04 1.87E+04 1.11E+04 9.85E+03 5.76E+03 4.70E+03 2.50E+03 1.98E+03 1.01E+03 7.53E+02 3.46E+02 2.79E+02 1.34E+02 1.01E+02 2.51E+01 1.35E+01 5.96E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.601  1.38E+06 2.21E+06 3.49E+07 4.97E+03 1.06E+05 1.08E+05 1.99E+05 1.80E+05 2.35E+05 1.98E+05 2.22E+05 1.74E+05 1.80E+05 1.31E+05 1.22E+05 8.42E+04 7.64E+04 5.08E+04 4.50E+04 2.74E+04 2.35E+04 1.42E+04 1.16E+04 6.71E+03 5.41E+03 2.80E+03 1.98E+03 9.78E+02 7.37E+02 3.21E+02 2.48E+02 1.13E+02 7.56E+01 1.69E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.624  3.19E+06 5.02E+06 8.07E+07 8.43E+03 2.28E+05 2.35E+05 4.33E+05 3.96E+05 5.20E+05 4.43E+05 4.99E+05 3.94E+05 4.14E+05 3.06E+05 2.87E+05 2.02E+05 1.85E+05 1.23E+05 1.08E+05 6.61E+04 5.66E+04 3.45E+04 2.80E+04 1.63E+04 1.31E+04 7.37E+03 5.41E+03 2.69E+03 1.94E+03 8.98E+02 6.13E+02 2.69E+02 2.14E+02 8.69E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.645  7.25E+06 1.12E+07 1.84E+08 1.85E+04 4.92E+05 5.05E+05 9.38E+05 8.59E+05 1.13E+06 9.76E+05 1.11E+06 8.85E+05 9.31E+05 6.99E+05 6.60E+05 4.70E+05 4.32E+05 2.93E+05 2.57E+05 1.62E+05 1.36E+05 8.34E+04 6.70E+04 3.95E+04 3.17E+04 1.78E+04 1.31E+04 7.17E+03 5.29E+03 2.47E+03 1.64E+03 7.49E+02 4.97E+02 2.13E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.667  1.62E+07 2.47E+07 4.11E+08 3.66E+04 1.03E+06 1.06E+06 1.97E+06 1.82E+06 2.44E+06 2.11E+06 2.41E+06 1.95E+06 2.07E+06 1.57E+06 1.49E+06 1.08E+06 9.88E+05 6.83E+05 5.97E+05 3.81E+05 3.22E+05 2.01E+05 1.62E+05 9.55E+04 7.54E+04 4.34E+04 3.17E+04 1.74E+04 1.28E+04 6.64E+03 4.56E+03 2.00E+03 1.34E+03 5.84E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.687  3.59E+07 5.42E+07 9.16E+08 7.39E+04 2.21E+06 2.27E+06 4.23E+06 3.92E+06 5.27E+06 4.58E+06 5.27E+06 4.29E+06 4.56E+06 3.45E+06 3.31E+06 2.43E+06 2.23E+06 1.57E+06 1.37E+06 8.85E+05 7.47E+05 4.72E+05 3.80E+05 2.28E+05 1.83E+05 1.05E+05 7.56E+04 4.24E+04 3.11E+04 1.61E+04 1.13E+04 5.48E+03 3.71E+03 1.55E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.707  7.90E+07 1.18E+08 2.02E+09 1.44E+05 4.68E+06 4.79E+06 8.97E+06 8.35E+06 1.13E+07 9.86E+06 1.14E+07 9.33E+06 1.00E+07 7.63E+06 7.35E+06 5.44E+06 5.01E+06 3.54E+06 3.09E+06 2.03E+06 1.71E+06 1.10E+06 8.79E+05 5.35E+05 4.27E+05 2.50E+05 1.83E+05 1.02E+05 7.41E+04 3.91E+04 2.71E+04 1.35E+04 9.45E+03 4.27E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.726  1.72E+08 2.55E+08 4.42E+09 2.97E+05 9.80E+06 1.00E+07 1.89E+07 1.76E+07 2.38E+07 2.10E+07 2.43E+07 2.01E+07 2.16E+07 1.66E+07 1.61E+07 1.20E+07 1.12E+07 7.95E+06 6.94E+06 4.61E+06 3.86E+06 2.51E+06 2.01E+06 1.24E+06 9.83E+05 5.85E+05 4.29E+05 2.45E+05 1.80E+05 9.43E+04 6.50E+04 3.29E+04 2.25E+04 1.05E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.745  3.72E+08 5.45E+08 9.57E+09 5.97E+05 2.04E+07 2.09E+07 3.94E+07 3.69E+07 5.00E+07 4.42E+07 5.14E+07 4.28E+07 4.61E+07 3.58E+07 3.48E+07 2.63E+07 2.45E+07 1.76E+07 1.54E+07 1.04E+07 8.68E+06 5.71E+06 4.52E+06 2.82E+06 2.24E+06 1.35E+06 9.87E+05 5.74E+05 4.21E+05 2.26E+05 1.56E+05 7.93E+04 5.40E+04 2.59E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.782  1.86E+09 2.44E+09 4.38E+10 2.32E+06 8.72E+07 8.90E+07 1.69E+08 1.58E+08 2.16E+08 1.93E+08 2.25E+08 1.90E+08 2.06E+08 1.62E+08 1.59E+08 1.22E+08 1.14E+08 8.39E+07 7.35E+07 5.06E+07 4.25E+07 2.86E+07 2.27E+07 1.44E+07 1.14E+07 6.97E+06 5.09E+06 3.01E+06 2.21E+06 1.22E+06 8.48E+05 4.47E+05 3.07E+05 1.53E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.816  8.38E+09 1.06E+10 1.94E+11 8.93E+06 3.62E+08 3.70E+08 7.03E+08 6.63E+08 9.08E+08 8.16E+08 9.58E+08 8.15E+08 8.89E+08 7.10E+08 7.01E+08 5.47E+08 5.12E+08 3.85E+08 3.38E+08 2.38E+08 2.00E+08 1.37E+08 1.09E+08 7.06E+07 5.58E+07 3.48E+07 2.55E+07 1.54E+07 1.13E+07 6.30E+06 4.34E+06 2.36E+06 1.62E+06 8.35E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.850  3.63E+10 4.52E+10 8.42E+11 3.47E+07 1.51E+09 1.54E+09 2.94E+09 2.76E+09 3.76E+09 3.40E+09 3.99E+09 3.42E+09 3.75E+09 3.06E+09 3.02E+09 2.38E+09 2.24E+09 1.71E+09 1.51E+09 1.08E+09 9.15E+08 6.38E+08 5.07E+08 3.32E+08 2.61E+08 1.65E+08 1.21E+08 7.42E+07 5.46E+07 3.12E+07 2.16E+07 1.20E+07 8.24E+06 4.35E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.882  1.51E+11 1.84E+11 3.44E+12 1.29E+08 6.01E+09 6.12E+09 1.17E+10 1.11E+10 1.51E+10 1.37E+10 1.62E+10 1.40E+10 1.53E+10 1.27E+10 1.26E+10 1.00E+10 9.34E+09 7.08E+09 6.20E+09 4.35E+09 3.63E+09 2.51E+09 2.01E+09 1.33E+09 1.06E+09 6.74E+08 5.06E+08 3.12E+08 2.34E+08 1.36E+08 9.55E+07 5.39E+07 3.76E+07 2.05E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.913  4.22E+11 3.57E+11 6.19E+12 2.80E+08 1.36E+10 1.39E+10 2.66E+10 2.55E+10 3.56E+10 2.95E+10 3.35E+10 2.95E+10 3.07E+10 2.26E+10 1.98E+10 1.53E+10 1.55E+10 9.37E+09 9.98E+09 6.55E+09 5.55E+09 3.68E+09 3.14E+09 2.06E+09 1.81E+09 9.72E+08 8.75E+08 4.50E+08 4.11E+08 2.29E+08 1.67E+08 9.16E+07 7.02E+07 3.88E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.943  9.56E+11 7.12E+11 1.15E+13 6.06E+08 3.10E+10 3.15E+10 6.05E+10 5.87E+10 8.40E+10 6.35E+10 6.93E+10 6.23E+10 6.16E+10 4.04E+10 3.11E+10 2.32E+10 2.56E+10 1.24E+10 1.61E+10 9.88E+09 8.48E+09 5.41E+09 4.92E+09 3.19E+09 3.09E+09 1.40E+09 1.51E+09 6.49E+08 7.22E+08 3.86E+08 2.91E+08 1.56E+08 1.31E+08 7.34E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.972  2.04E+12 1.45E+12 2.18E+13 1.31E+09 7.03E+10 7.14E+10 1.38E+11 1.35E+11 1.98E+11 1.37E+11 1.44E+11 1.32E+11 1.24E+11 7.23E+10 4.90E+10 3.54E+10 4.25E+10 1.64E+10 2.58E+10 1.49E+10 1.30E+10 7.95E+09 7.70E+09 4.95E+09 5.26E+09 2.02E+09 2.62E+09 9.37E+08 1.27E+09 6.52E+08 5.07E+08 2.64E+08 2.45E+08 1.39E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.000  4.28E+12 3.02E+12 4.25E+13 2.84E+09 1.60E+11 1.62E+11 3.13E+11 3.11E+11 4.67E+11 2.94E+11 2.97E+11 2.78E+11 2.48E+11 1.29E+11 7.71E+10 5.39E+10 7.03E+10 2.17E+10 4.15E+10 2.25E+10 1.98E+10 1.17E+10 1.21E+10 7.66E+09 8.95E+09 2.92E+09 4.53E+09 1.35E+09 2.23E+09 1.10E+09 8.84E+08 4.49E+08 4.58E+08 2.63E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.027  8.99E+12 6.40E+12 8.50E+13 6.16E+09 3.62E+11 3.68E+11 7.11E+11 7.18E+11 1.10E+12 6.33E+11 6.16E+11 5.87E+11 4.98E+11 2.31E+11 1.21E+11 8.20E+10 1.17E+11 2.88E+10 6.68E+10 3.39E+10 3.02E+10 1.72E+10 1.89E+10 1.19E+10 1.52E+10 4.21E+09 7.84E+09 1.95E+09 3.91E+09 1.86E+09 1.54E+09 7.63E+08 8.56E+08 4.98E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.054  1.90E+13 1.37E+13 1.73E+14 1.33E+10 8.22E+11 8.34E+11 1.62E+12 1.65E+12 2.60E+12 1.36E+12 1.28E+12 1.24E+12 1.00E+12 4.13E+11 1.91E+11 1.25E+11 1.93E+11 3.81E+10 1.07E+11 5.10E+10 4.62E+10 2.52E+10 2.95E+10 1.84E+10 2.59E+10 6.07E+09 1.36E+10 2.81E+09 6.87E+09 3.13E+09 2.69E+09 1.30E+09 1.60E+09 9.44E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.118  1.57E+14 9.65E+13 1.11E+15 9.20E+10 6.38E+12 6.46E+12 1.26E+13 1.33E+13 2.22E+13 9.25E+12 7.88E+12 8.04E+12 5.71E+12 1.76E+12 5.94E+11 3.58E+11 6.82E+11 7.69E+10 3.53E+11 1.42E+11 1.33E+11 6.60E+10 9.06E+10 5.49E+10 9.81E+10 1.52E+10 5.35E+10 7.02E+09 2.81E+10 1.16E+10 1.08E+10 4.88E+09 7.63E+09 4.65E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.179  1.16E+15 7.08E+14 7.62E+15 6.35E+11 4.96E+13 5.01E+13 9.82E+13 1.07E+14 1.90E+14 6.28E+13 4.87E+13 5.22E+13 3.26E+13 7.53E+12 1.85E+12 1.02E+12 2.41E+12 1.55E+11 1.16E+12 3.98E+11 3.85E+11 1.73E+11 2.78E+11 1.64E+11 3.71E+11 3.79E+10 2.11E+11 1.75E+10 1.15E+11 4.29E+10 4.35E+10 1.83E+10 3.64E+10 2.30E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.291  1.06E+17 4.11E+16 4.10E+17 3.03E+13 2.99E+15 3.01E+15 5.96E+15 6.97E+15 1.39E+16 2.90E+15 1.86E+15 2.19E+15 1.06E+15 1.38E+14 1.78E+13 8.39E+12 3.00E+13 6.31E+11 1.25E+13 3.10E+12 3.20E+12 1.18E+12 2.62E+12 1.46E+12 5.31E+12 2.37E+11 3.27E+12 1.09E+11 1.91E+12 5.87E+11 7.02E+11 2.60E+11 8.29E+11 5.59E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.491  8.06E+20 1.61E+20 1.53E+21 6.88E+16 1.09E+19 1.09E+19 2.20E+19 2.94E+19 7.39E+19 6.16E+18 2.70E+18 3.88E+18 1.13E+18 4.58E+16 1.67E+15 5.63E+14 4.67E+15 1.04E+13 1.44E+15 1.88E+14 2.22E+14 5.54E+13 2.32E+14 1.16E+14 1.09E+15 9.25E+12 7.86E+14 4.26E+12 5.34E+14 1.10E+14 1.83E+14 5.20E+13 4.30E+14 3.31E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.667  3.22E+21 3.22E+20 3.06E+21 1.37E+17 2.17E+19 2.17E+19 4.40E+19 5.88E+19 1.48E+20 1.23E+19 5.40E+18 7.75E+18 2.26E+18 9.15E+16 1.56E+17 3.78E+16 9.31E+15 1.73E+14 2.88E+15 1.14E+16 1.54E+16 2.60E+15 2.05E+16 9.23E+15 2.17E+15 3.61E+14 1.57E+15 1.66E+14 1.07E+15 2.20E+14 3.66E+14 1.04E+14 8.60E+14 6.61E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.826  8.16E+21 6.66E+20 6.68E+21 2.75E+17 4.34E+19 4.35E+19 8.80E+19 1.18E+20 2.96E+20 2.46E+19 1.08E+19 1.55E+19 4.51E+18 1.83E+17 1.45E+19 2.54E+18 1.86E+16 2.86E+15 5.73E+15 6.93E+17 1.07E+18 1.22E+17 1.82E+18 7.33E+17 4.32E+15 1.41E+16 3.13E+15 6.45E+15 2.13E+15 4.38E+14 7.30E+14 2.07E+14 1.72E+15 1.32E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
