                    *********************************************************************************
                    *  Z= 80 A=199: Positive-Parity Spin-dependent Level Density [MeV-1] for HG199  *
   4.75  0.510  8.48E+03 1.59E+04 1.21E+05 1.58E+03 2.81E+03 3.23E+03 3.12E+03 2.35E+03 1.45E+03 7.40E+02 4.08E+02 1.43E+02 5.08E+01 2.44E+01 7.06E+00 1.41E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.523  1.33E+04 2.27E+04 1.75E+05 2.31E+03 4.05E+03 4.40E+03 4.10E+03 3.44E+03 2.11E+03 1.18E+03 6.42E+02 2.82E+02 7.93E+01 3.62E+01 1.32E+01 5.65E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.549  3.31E+04 5.64E+04 4.40E+05 6.26E+03 1.03E+04 1.07E+04 9.61E+03 7.56E+03 5.27E+03 3.32E+03 1.79E+03 9.44E+02 4.51E+02 1.55E+02 5.07E+01 1.65E+01 4.23E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.573  8.24E+04 1.41E+05 1.12E+06 1.42E+04 2.48E+04 2.73E+04 2.50E+04 1.89E+04 1.31E+04 8.43E+03 4.56E+03 2.48E+03 1.27E+03 6.30E+02 2.74E+02 7.04E+01 3.32E+01 1.41E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.596  2.05E+05 3.48E+05 2.86E+06 3.15E+04 5.68E+04 6.54E+04 6.26E+04 4.94E+04 3.37E+04 2.23E+04 1.26E+04 6.75E+03 3.46E+03 1.73E+03 7.84E+02 3.69E+02 1.45E+02 4.90E+01 1.27E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.619  4.99E+05 8.30E+05 7.05E+06 7.32E+04 1.29E+05 1.48E+05 1.44E+05 1.19E+05 8.52E+04 5.71E+04 3.48E+04 2.02E+04 1.04E+04 5.01E+03 2.43E+03 1.05E+03 4.92E+02 2.03E+02 7.03E+01 1.69E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.641  1.20E+06 1.96E+06 1.71E+07 1.69E+05 3.01E+05 3.41E+05 3.29E+05 2.76E+05 2.04E+05 1.42E+05 8.75E+04 5.45E+04 3.10E+04 1.61E+04 8.09E+03 3.58E+03 1.50E+03 5.85E+02 2.19E+02 6.86E+01 1.98E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.662  2.83E+06 4.57E+06 4.06E+07 3.70E+05 6.74E+05 7.84E+05 7.67E+05 6.42E+05 4.77E+05 3.37E+05 2.11E+05 1.33E+05 8.01E+04 4.53E+04 2.46E+04 1.19E+04 5.32E+03 2.14E+03 7.51E+02 2.35E+02 8.56E+01 3.39E+01 2.82E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.682  6.64E+06 1.07E+07 9.70E+07 8.37E+05 1.53E+06 1.80E+06 1.77E+06 1.50E+06 1.13E+06 8.10E+05 5.21E+05 3.32E+05 2.02E+05 1.16E+05 6.72E+04 3.53E+04 1.75E+04 8.14E+03 3.24E+03 1.07E+03 3.45E+02 9.57E+01 1.69E+01 5.65E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.702  1.55E+07 2.48E+07 2.29E+08 1.89E+06 3.45E+06 4.06E+06 4.03E+06 3.46E+06 2.65E+06 1.93E+06 1.27E+06 8.37E+05 5.16E+05 3.05E+05 1.77E+05 9.51E+04 5.05E+04 2.49E+04 1.15E+04 4.70E+03 1.60E+03 5.02E+02 1.29E+02 5.14E+01 2.82E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.721  3.59E+07 5.67E+07 5.37E+08 4.21E+06 7.70E+06 9.08E+06 9.07E+06 7.87E+06 6.09E+06 4.51E+06 3.02E+06 2.05E+06 1.31E+06 8.00E+05 4.78E+05 2.63E+05 1.40E+05 7.20E+04 3.41E+04 1.53E+04 6.32E+03 2.34E+03 7.25E+02 1.89E+02 4.93E+01 1.41E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.740  8.23E+07 1.29E+08 1.24E+09 9.28E+06 1.71E+07 2.03E+07 2.03E+07 1.78E+07 1.39E+07 1.04E+07 7.05E+06 4.86E+06 3.20E+06 2.02E+06 1.26E+06 7.19E+05 3.99E+05 2.10E+05 1.02E+05 4.70E+04 2.01E+04 8.23E+03 3.16E+03 9.41E+02 2.75E+02 5.67E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.776  4.73E+08 6.52E+08 6.49E+09 4.49E+07 8.29E+07 9.89E+07 1.00E+08 8.87E+07 7.04E+07 5.39E+07 3.75E+07 2.66E+07 1.81E+07 1.18E+07 7.69E+06 4.68E+06 2.81E+06 1.62E+06 8.71E+05 4.48E+05 2.11E+05 9.34E+04 3.79E+04 1.41E+04 4.79E+03 1.50E+03 4.07E+02 1.02E+02 5.65E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.810  2.40E+09 3.20E+09 3.29E+10 2.11E+08 3.91E+08 4.70E+08 4.80E+08 4.29E+08 3.45E+08 2.69E+08 1.91E+08 1.39E+08 9.77E+07 6.65E+07 4.50E+07 2.85E+07 1.79E+07 1.08E+07 6.12E+06 3.38E+06 1.75E+06 8.73E+05 4.11E+05 1.78E+05 7.25E+04 2.61E+04 8.67E+03 2.42E+03 6.05E+02 1.28E+02 2.26E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.843  1.18E+10 1.55E+10 1.64E+11 1.00E+09 1.84E+09 2.19E+09 2.26E+09 2.04E+09 1.66E+09 1.31E+09 9.50E+08 7.08E+08 5.09E+08 3.57E+08 2.50E+08 1.65E+08 1.09E+08 6.93E+07 4.14E+07 2.43E+07 1.33E+07 7.09E+06 3.58E+06 1.69E+06 7.61E+05 3.21E+05 1.28E+05 4.74E+04 1.57E+04 4.52E+03 1.15E+03 2.17E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.875  5.57E+10 7.24E+10 7.85E+11 4.51E+09 8.32E+09 9.95E+09 1.03E+10 9.38E+09 7.69E+09 6.16E+09 4.52E+09 3.44E+09 2.52E+09 1.81E+09 1.30E+09 8.87E+08 6.01E+08 3.98E+08 2.48E+08 1.53E+08 8.87E+07 5.04E+07 2.74E+07 1.40E+07 6.88E+06 3.17E+06 1.38E+06 5.64E+05 2.13E+05 7.53E+04 2.43E+04 9.51E+03 2.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.906  1.87E+11 1.90E+11 2.10E+12 1.13E+10 2.13E+10 2.60E+10 2.70E+10 2.44E+10 2.02E+10 1.62E+10 1.21E+10 9.19E+09 6.86E+09 4.93E+09 3.62E+09 2.50E+09 1.73E+09 1.17E+09 7.58E+08 4.81E+08 2.87E+08 1.69E+08 9.57E+07 5.11E+07 2.66E+07 1.30E+07 6.14E+06 2.73E+06 1.14E+06 4.40E+05 1.57E+05 7.24E+04 1.00E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.936  5.32E+11 5.00E+11 5.61E+12 2.83E+10 5.45E+10 6.77E+10 7.05E+10 6.32E+10 5.28E+10 4.24E+10 3.23E+10 2.46E+10 1.87E+10 1.35E+10 1.01E+10 7.02E+09 4.98E+09 3.47E+09 2.32E+09 1.52E+09 9.32E+08 5.67E+08 3.34E+08 1.87E+08 1.03E+08 5.36E+07 2.73E+07 1.33E+07 6.06E+06 2.57E+06 1.01E+06 5.51E+05 1.98E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.965  1.44E+12 1.32E+12 1.51E+13 7.07E+10 1.39E+11 1.76E+11 1.84E+11 1.64E+11 1.38E+11 1.11E+11 8.65E+10 6.58E+10 5.07E+10 3.68E+10 2.81E+10 1.98E+10 1.44E+10 1.02E+10 7.10E+09 4.78E+09 3.02E+09 1.90E+09 1.17E+09 6.85E+08 3.96E+08 2.20E+08 1.21E+08 6.42E+07 3.23E+07 1.50E+07 6.53E+06 4.20E+06 2.96E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.993  3.83E+12 3.47E+12 4.05E+13 1.77E+11 3.57E+11 4.60E+11 4.81E+11 4.26E+11 3.63E+11 2.91E+11 2.31E+11 1.76E+11 1.38E+11 1.00E+11 7.83E+10 5.56E+10 4.13E+10 3.02E+10 2.17E+10 1.51E+10 9.79E+09 6.38E+09 4.08E+09 2.50E+09 1.53E+09 9.07E+08 5.37E+08 3.11E+08 1.72E+08 8.77E+07 4.21E+07 3.20E+07 3.94E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.020  1.01E+13 9.16E+12 1.10E+14 4.43E+11 9.13E+11 1.20E+12 1.26E+12 1.11E+12 9.51E+11 7.63E+11 6.18E+11 4.71E+11 3.75E+11 2.74E+11 2.18E+11 1.57E+11 1.19E+11 8.92E+10 6.65E+10 4.75E+10 3.17E+10 2.14E+10 1.43E+10 9.16E+09 5.91E+09 3.73E+09 2.38E+09 1.51E+09 9.17E+08 5.13E+08 2.72E+08 2.44E+08 4.92E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.046  2.68E+13 2.42E+13 2.97E+14 1.11E+12 2.34E+12 3.13E+12 3.28E+12 2.87E+12 2.49E+12 2.00E+12 1.65E+12 1.26E+12 1.02E+12 7.49E+11 6.08E+11 4.40E+11 3.43E+11 2.63E+11 2.03E+11 1.50E+11 1.03E+11 7.19E+10 4.98E+10 3.35E+10 2.28E+10 1.53E+10 1.06E+10 7.32E+09 4.89E+09 2.99E+09 1.75E+09 1.85E+09 5.90E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.110  4.07E+14 2.80E+14 3.75E+15 1.10E+13 2.45E+13 3.44E+13 3.61E+13 3.12E+13 2.77E+13 2.22E+13 1.93E+13 1.48E+13 1.25E+13 9.24E+12 7.88E+12 5.85E+12 4.82E+12 3.95E+12 3.33E+12 2.64E+12 1.95E+12 1.48E+12 1.14E+12 8.58E+11 6.69E+11 5.26E+11 4.39E+11 3.78E+11 3.21E+11 2.47E+11 1.85E+11 2.97E+11 8.36E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.170  4.93E+15 3.34E+15 5.12E+16 1.09E+14 2.57E+14 3.77E+14 3.98E+14 3.39E+14 3.08E+14 2.47E+14 2.26E+14 1.73E+14 1.52E+14 1.14E+14 1.02E+14 7.78E+13 6.78E+13 5.91E+13 5.46E+13 4.65E+13 3.68E+13 3.06E+13 2.59E+13 2.20E+13 1.96E+13 1.81E+13 1.82E+13 1.96E+13 2.10E+13 2.04E+13 3.69E+11 5.92E+11 1.08E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.281  2.08E+18 8.27E+17 2.65E+19 1.07E+16 2.82E+16 4.55E+16 4.83E+16 4.00E+16 3.81E+16 3.06E+16 3.09E+16 2.38E+16 2.26E+16 1.73E+16 1.71E+16 1.37E+16 1.34E+16 1.33E+16 1.47E+16 1.45E+16 1.32E+16 1.30E+16 1.35E+16 1.44E+16 1.68E+16 2.12E+16 3.13E+16 5.23E+16 9.04E+16 1.39E+17 1.46E+12 2.35E+12 1.57E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.480  5.32E+20 1.05E+20 2.85E+20 1.03E+20 8.40E+16 1.36E+17 1.44E+17 1.19E+17 1.14E+17 9.13E+16 9.22E+16 7.09E+16 6.76E+16 5.17E+16 5.12E+16 4.10E+16 4.02E+16 3.96E+16 4.39E+16 4.33E+16 3.94E+16 3.89E+16 4.04E+16 4.32E+16 5.05E+16 6.37E+16 9.40E+16 1.57E+17 2.71E+17 4.16E+17 2.29E+13 3.72E+13 3.32E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.654  2.12E+21 2.13E+20 6.48E+20 2.05E+20 2.51E+17 4.05E+17 4.30E+17 3.56E+17 3.39E+17 2.73E+17 2.75E+17 2.12E+17 2.02E+17 1.54E+17 1.53E+17 1.23E+17 1.20E+17 1.19E+17 1.31E+17 1.30E+17 1.18E+17 1.17E+17 1.21E+17 1.29E+17 1.51E+17 1.91E+17 2.82E+17 4.71E+17 8.13E+17 1.25E+18 3.60E+14 5.87E+14 7.02E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.812  5.35E+21 4.33E+20 1.53E+21 4.11E+20 7.47E+17 1.21E+18 1.28E+18 1.06E+18 1.01E+18 8.13E+17 8.22E+17 6.32E+17 6.03E+17 4.61E+17 4.57E+17 3.66E+17 3.59E+17 3.55E+17 3.93E+17 3.88E+17 3.53E+17 3.49E+17 3.62E+17 3.88E+17 4.53E+17 5.73E+17 8.45E+17 1.41E+18 2.44E+18 3.74E+18 5.65E+15 9.28E+15 1.48E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.957  1.19E+22 8.87E+20 3.79E+21 8.21E+20 2.23E+18 3.60E+18 3.83E+18 3.17E+18 3.02E+18 2.43E+18 2.45E+18 1.89E+18 1.80E+18 1.38E+18 1.37E+18 1.09E+18 1.07E+18 1.06E+18 1.18E+18 1.16E+18 1.06E+18 1.05E+18 1.09E+18 1.16E+18 1.36E+18 1.72E+18 2.54E+18 4.24E+18 7.31E+18 1.12E+19 8.87E+16 1.47E+17 3.13E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.092  2.56E+22 1.84E+21 9.88E+21 1.64E+21 6.64E+18 1.07E+19 1.14E+19 9.45E+18 9.01E+18 7.24E+18 7.32E+18 5.64E+18 5.38E+18 4.11E+18 4.08E+18 3.27E+18 3.21E+18 3.17E+18 3.52E+18 3.47E+18 3.17E+18 3.13E+18 3.25E+18 3.48E+18 4.07E+18 5.15E+18 7.60E+18 1.27E+19 2.19E+19 3.37E+19 1.39E+18 2.32E+18 6.62E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.219  5.45E+22 3.93E+21 2.91E+22 3.29E+21 1.98E+19 3.21E+19 3.41E+19 2.82E+19 2.69E+19 2.16E+19 2.19E+19 1.68E+19 1.61E+19 1.23E+19 1.22E+19 9.78E+18 9.60E+18 9.49E+18 1.05E+19 1.04E+19 9.49E+18 9.38E+18 9.75E+18 1.04E+19 1.22E+19 1.54E+19 2.28E+19 3.81E+19 6.58E+19 1.01E+20 2.19E+19 3.66E+19 1.40E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.339  1.20E+23 9.25E+21 1.23E+23 6.57E+21 5.91E+19 9.57E+19 1.02E+20 8.41E+19 8.02E+19 6.45E+19 6.53E+19 5.02E+19 4.80E+19 3.67E+19 3.65E+19 2.92E+19 2.87E+19 2.84E+19 3.15E+19 3.11E+19 2.84E+19 2.81E+19 2.92E+19 3.13E+19 3.66E+19 4.63E+19 6.84E+19 1.14E+20 1.97E+20 3.03E+20 3.43E+20 5.78E+20 2.96E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.454  3.31E+23 3.29E+22 1.03E+24 1.31E+22 1.76E+20 2.85E+20 3.03E+20 2.51E+20 2.39E+20 1.92E+20 1.95E+20 1.50E+20 1.43E+20 1.10E+20 1.09E+20 8.74E+19 8.58E+19 8.49E+19 9.43E+19 9.32E+19 8.51E+19 8.42E+19 8.75E+19 9.37E+19 1.10E+20 1.39E+20 2.05E+20 3.43E+20 5.92E+20 9.09E+20 5.39E+21 9.14E+21 6.25E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.563  1.85E+24 2.71E+23 1.37E+25 2.63E+22 5.25E+20 8.52E+20 9.05E+20 7.48E+20 7.14E+20 5.74E+20 5.82E+20 4.48E+20 4.28E+20 3.27E+20 3.26E+20 2.61E+20 2.56E+20 2.54E+20 2.82E+20 2.79E+20 2.55E+20 2.52E+20 2.62E+20 2.81E+20 3.29E+20 4.16E+20 6.15E+20 1.03E+21 1.78E+21 2.73E+21 8.46E+22 1.44E+23 1.32E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.667  2.18E+25 3.71E+24 2.08E+26 5.26E+22 1.57E+21 2.54E+21 2.70E+21 2.23E+21 2.13E+21 1.71E+21 1.74E+21 1.34E+21 1.28E+21 9.78E+20 9.73E+20 7.80E+20 7.67E+20 7.60E+20 8.44E+20 8.35E+20 7.63E+20 7.55E+20 7.86E+20 8.42E+20 9.86E+20 1.25E+21 1.84E+21 3.08E+21 5.33E+21 8.18E+21 1.33E+24 2.28E+24 2.79E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.768  3.26E+26 5.72E+25 3.26E+27 1.05E+23 4.67E+21 7.58E+21 8.05E+21 6.66E+21 6.36E+21 5.11E+21 5.19E+21 3.99E+21 3.82E+21 2.92E+21 2.91E+21 2.33E+21 2.29E+21 2.27E+21 2.53E+21 2.50E+21 2.28E+21 2.26E+21 2.35E+21 2.52E+21 2.96E+21 3.74E+21 5.53E+21 9.25E+21 1.60E+22 2.45E+22 2.09E+25 3.61E+25 5.90E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
