                    *********************************************************************************
                    *  Z= 94 A=239: Positive-Parity Spin-dependent Level Density [MeV-1] for PU239  *
   1.75  0.282  4.90E+01 1.37E+02 1.68E+03 2.58E-01 1.11E+01 4.67E+00 1.72E+01 1.58E+01 2.17E+01 1.71E+01 1.40E+01 1.24E+01 9.22E+00 6.15E+00 7.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.302  9.30E+01 2.20E+02 2.75E+03 3.88E-01 1.91E+01 7.78E+00 2.97E+01 2.20E+01 3.25E+01 2.17E+01 2.64E+01 1.84E+01 1.38E+01 1.08E+01 9.22E+00 6.15E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.320  1.74E+02 4.26E+02 5.33E+03 1.04E+00 3.28E+01 1.55E+01 5.90E+01 5.02E+01 5.57E+01 4.81E+01 4.80E+01 3.90E+01 2.92E+01 1.69E+01 1.23E+01 1.08E+01 7.82E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.337  3.09E+02 6.57E+02 8.42E+03 9.13E-01 4.36E+01 3.60E+01 8.36E+01 6.68E+01 9.11E+01 7.43E+01 7.13E+01 5.76E+01 4.84E+01 2.95E+01 2.15E+01 1.38E+01 1.09E+01 6.28E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.354  5.53E+02 1.29E+03 1.72E+04 1.05E+00 7.46E+01 7.31E+01 1.47E+02 1.34E+02 1.55E+02 1.37E+02 1.47E+02 1.16E+02 9.64E+01 7.50E+01 5.90E+01 3.09E+01 1.72E+01 1.40E+01 1.08E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.369  9.87E+02 2.19E+03 2.89E+04 1.08E+00 1.35E+02 1.30E+02 2.71E+02 2.43E+02 2.58E+02 2.26E+02 2.39E+02 1.79E+02 1.61E+02 1.15E+02 9.98E+01 5.72E+01 3.09E+01 2.18E+01 1.55E+01 6.15E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.384  1.85E+03 4.68E+03 6.17E+04 2.87E+00 3.12E+02 2.54E+02 5.79E+02 5.00E+02 5.96E+02 4.78E+02 5.12E+02 3.94E+02 3.20E+02 2.21E+02 2.06E+02 1.29E+02 8.11E+01 4.20E+01 2.65E+01 1.70E+01 7.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.399  3.39E+03 7.67E+03 1.02E+05 4.29E+00 5.08E+02 4.17E+02 9.35E+02 7.79E+02 9.66E+02 7.73E+02 8.45E+02 6.62E+02 5.25E+02 4.05E+02 3.11E+02 2.16E+02 1.46E+02 8.16E+01 5.14E+01 2.63E+01 1.69E+01 4.61E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.413  6.27E+03 1.54E+04 2.10E+05 4.25E+00 9.63E+02 8.20E+02 1.79E+03 1.51E+03 1.85E+03 1.51E+03 1.73E+03 1.34E+03 1.13E+03 8.47E+02 6.80E+02 4.75E+02 3.08E+02 1.96E+02 1.29E+02 5.77E+01 2.48E+01 1.69E+01 9.35E+00 3.20E+00 1.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.426  1.12E+04 2.43E+04 3.36E+05 8.77E+00 1.49E+03 1.29E+03 2.78E+03 2.37E+03 2.90E+03 2.36E+03 2.63E+03 2.13E+03 1.82E+03 1.36E+03 1.14E+03 7.72E+02 5.16E+02 3.04E+02 2.26E+02 1.20E+02 4.51E+01 2.66E+01 1.70E+01 4.74E+00 1.67E+00 1.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.440  2.03E+04 4.79E+04 6.75E+05 1.25E+01 2.79E+03 2.55E+03 5.30E+03 4.50E+03 5.44E+03 4.60E+03 5.17E+03 4.19E+03 3.64E+03 2.83E+03 2.37E+03 1.65E+03 1.12E+03 6.55E+02 4.72E+02 2.76E+02 1.51E+02 5.50E+01 3.62E+01 2.49E+01 1.28E+01 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.452  3.57E+04 7.57E+04 1.08E+06 1.92E+01 4.30E+03 4.02E+03 8.29E+03 7.12E+03 8.69E+03 7.24E+03 7.93E+03 6.62E+03 5.72E+03 4.45E+03 3.83E+03 2.64E+03 1.88E+03 1.15E+03 7.68E+02 4.34E+02 2.94E+02 1.44E+02 6.59E+01 3.93E+01 2.69E+01 1.28E+01 3.20E+00 1.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.465  6.38E+04 1.49E+05 2.14E+06 2.45E+01 8.49E+03 7.93E+03 1.62E+04 1.36E+04 1.66E+04 1.39E+04 1.56E+04 1.29E+04 1.11E+04 8.87E+03 7.64E+03 5.35E+03 3.88E+03 2.45E+03 1.77E+03 9.82E+02 6.12E+02 3.77E+02 2.06E+02 9.88E+01 4.58E+01 2.89E+01 1.25E+01 4.74E+00 1.73E+00 1.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.477  1.12E+05 2.34E+05 3.40E+06 3.48E+01 1.30E+04 1.22E+04 2.48E+04 2.13E+04 2.64E+04 2.20E+04 2.42E+04 2.02E+04 1.77E+04 1.40E+04 1.21E+04 8.64E+03 6.22E+03 4.01E+03 2.95E+03 1.72E+03 1.05E+03 6.18E+02 3.85E+02 2.11E+02 9.66E+01 5.70E+01 2.27E+01 1.09E+01 1.86E+00 1.67E+00 1.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.500  3.47E+05 7.07E+05 1.05E+07 6.98E+01 3.75E+04 3.59E+04 7.24E+04 6.27E+04 7.80E+04 6.56E+04 7.24E+04 6.13E+04 5.38E+04 4.30E+04 3.74E+04 2.74E+04 1.97E+04 1.34E+04 1.01E+04 6.23E+03 3.98E+03 2.38E+03 1.49E+03 8.96E+02 4.78E+02 2.60E+02 1.32E+02 6.00E+01 2.29E+01 1.41E+01 9.75E+00 3.46E+00 1.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.522  1.05E+06 2.10E+06 3.18E+07 1.51E+02 1.08E+05 1.04E+05 2.09E+05 1.82E+05 2.27E+05 1.93E+05 2.14E+05 1.82E+05 1.61E+05 1.30E+05 1.14E+05 8.48E+04 6.19E+04 4.29E+04 3.30E+04 2.14E+04 1.42E+04 8.82E+03 5.82E+03 3.65E+03 1.98E+03 1.19E+03 6.30E+02 3.84E+02 1.62E+02 8.29E+01 4.01E+01 2.18E+01 9.87E+00 4.61E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.544  3.12E+06 6.19E+06 9.54E+07 2.90E+02 3.07E+05 2.99E+05 5.97E+05 5.22E+05 6.53E+05 5.59E+05 6.25E+05 5.33E+05 4.75E+05 3.86E+05 3.41E+05 2.58E+05 1.91E+05 1.35E+05 1.06E+05 7.01E+04 4.78E+04 3.12E+04 2.11E+04 1.37E+04 7.86E+03 4.87E+03 2.86E+03 1.72E+03 8.31E+02 4.66E+02 2.59E+02 1.47E+02 6.78E+01 2.15E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.564  9.14E+06 1.79E+07 2.80E+08 5.41E+02 8.62E+05 8.44E+05 1.68E+06 1.48E+06 1.85E+06 1.59E+06 1.78E+06 1.53E+06 1.37E+06 1.13E+06 1.00E+06 7.68E+05 5.74E+05 4.14E+05 3.28E+05 2.22E+05 1.55E+05 1.04E+05 7.22E+04 4.83E+04 2.93E+04 1.90E+04 1.15E+04 7.12E+03 3.78E+03 2.14E+03 1.24E+03 7.05E+02 4.10E+02 1.92E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.584  2.64E+07 5.11E+07 8.14E+08 1.26E+03 2.40E+06 2.35E+06 4.69E+06 4.13E+06 5.20E+06 4.48E+06 5.03E+06 4.36E+06 3.92E+06 3.23E+06 2.91E+06 2.25E+06 1.70E+06 1.24E+06 9.99E+05 6.88E+05 4.90E+05 3.38E+05 2.39E+05 1.65E+05 1.03E+05 6.99E+04 4.41E+04 2.81E+04 1.52E+04 9.18E+03 5.67E+03 3.21E+03 1.91E+03 7.70E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.603  7.49E+07 1.43E+08 2.32E+09 2.90E+03 6.42E+06 6.32E+06 1.26E+07 1.13E+07 1.43E+07 1.24E+07 1.40E+07 1.21E+07 1.10E+07 9.13E+06 8.25E+06 6.43E+06 4.94E+06 3.65E+06 2.97E+06 2.08E+06 1.51E+06 1.06E+06 7.67E+05 5.42E+05 3.48E+05 2.42E+05 1.58E+05 1.04E+05 5.79E+04 3.59E+04 2.31E+04 1.38E+04 6.91E+03 1.37E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.622  2.10E+08 3.98E+08 6.54E+09 5.94E+03 1.75E+07 1.73E+07 3.44E+07 3.08E+07 3.94E+07 3.41E+07 3.86E+07 3.34E+07 3.05E+07 2.55E+07 2.32E+07 1.83E+07 1.41E+07 1.05E+07 8.65E+06 6.17E+06 4.53E+06 3.25E+06 2.39E+06 1.72E+06 1.12E+06 7.99E+05 5.33E+05 3.60E+05 2.10E+05 1.34E+05 8.83E+04 4.62E+04 1.42E+04 2.67E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.640  5.84E+08 1.10E+09 1.83E+10 1.42E+04 4.73E+07 4.67E+07 9.30E+07 8.36E+07 1.07E+08 9.31E+07 1.06E+08 9.17E+07 8.41E+07 7.06E+07 6.41E+07 5.11E+07 3.97E+07 2.99E+07 2.49E+07 1.79E+07 1.34E+07 9.73E+06 7.25E+06 5.33E+06 3.55E+06 2.58E+06 1.76E+06 1.21E+06 7.28E+05 4.75E+05 2.45E+05 7.51E+04 2.93E+04 4.98E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.657  1.61E+09 2.99E+09 5.05E+10 3.49E+04 1.27E+08 1.25E+08 2.49E+08 2.25E+08 2.88E+08 2.51E+08 2.86E+08 2.49E+08 2.29E+08 1.93E+08 1.76E+08 1.42E+08 1.11E+08 8.41E+07 7.05E+07 5.13E+07 3.87E+07 2.86E+07 2.16E+07 1.61E+07 1.09E+07 8.06E+06 5.59E+06 3.94E+06 2.43E+06 1.26E+06 4.21E+05 1.41E+05 6.47E+04 8.61E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.674  4.38E+09 8.10E+09 1.38E+11 8.32E+04 3.37E+08 3.33E+08 6.63E+08 5.98E+08 7.68E+08 6.72E+08 7.66E+08 6.69E+08 6.19E+08 5.24E+08 4.80E+08 3.88E+08 3.06E+08 2.33E+08 1.97E+08 1.45E+08 1.10E+08 8.25E+07 6.29E+07 4.76E+07 3.28E+07 2.46E+07 1.73E+07 1.24E+07 5.64E+06 2.13E+06 7.55E+05 2.72E+05 1.70E+05 1.76E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.707  3.71E+10 5.74E+10 9.90E+11 4.85E+05 2.32E+09 2.30E+09 4.57E+09 4.14E+09 5.33E+09 4.68E+09 5.36E+09 4.70E+09 4.38E+09 3.74E+09 3.45E+09 2.82E+09 2.25E+09 1.74E+09 1.49E+09 1.11E+09 8.62E+08 6.56E+08 5.11E+08 3.95E+08 2.79E+08 1.74E+08 7.63E+07 3.23E+07 1.37E+07 6.16E+06 2.40E+06 1.09E+06 1.29E+06 5.53E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.739  2.61E+11 3.90E+11 6.72E+12 2.87E+06 1.55E+10 1.53E+10 3.06E+10 2.77E+10 3.58E+10 3.16E+10 3.63E+10 3.20E+10 3.00E+10 2.57E+10 2.40E+10 1.97E+10 1.59E+10 1.24E+10 1.07E+10 8.13E+09 6.40E+09 4.96E+09 3.33E+09 1.87E+09 1.01E+09 4.51E+08 2.08E+08 9.33E+07 4.36E+07 2.10E+07 1.05E+07 5.93E+06 1.06E+07 2.06E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.769  1.72E+12 2.54E+12 4.25E+13 1.74E+07 1.03E+11 1.03E+11 2.04E+11 1.83E+11 2.35E+11 2.08E+11 2.40E+11 2.14E+11 2.01E+11 1.73E+11 1.62E+11 1.34E+11 1.09E+11 8.59E+10 7.49E+10 4.57E+10 2.69E+10 1.47E+10 8.23E+09 4.57E+09 2.56E+09 1.19E+09 5.75E+08 2.83E+08 1.54E+08 9.16E+07 5.92E+07 4.06E+07 8.89E+07 6.83E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.798  6.04E+12 6.09E+12 1.28E+14 9.81E+07 4.32E+10 4.71E+10 9.10E+10 1.19E+11 2.50E+11 2.97E+11 4.77E+11 4.95E+11 7.83E+11 7.45E+11 8.33E+11 6.73E+11 5.12E+11 2.79E+11 1.93E+11 1.07E+11 6.53E+10 3.54E+10 2.14E+10 1.15E+10 7.09E+09 3.35E+09 1.87E+09 1.06E+09 6.82E+08 4.78E+08 3.76E+08 2.85E+08 6.89E+08 2.19E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.826  1.03E+13 2.46E+12 6.27E+13 3.10E+08 2.45E+10 1.98E+10 4.29E+10 4.91E+10 4.34E+10 1.53E+10 1.12E+11 6.25E+10 1.60E+11 7.04E+09 7.83E+10 3.96E+11 6.05E+11 2.98E+11 2.40E+11 1.19E+11 7.96E+10 3.99E+10 2.67E+10 1.45E+10 9.78E+09 4.18E+09 2.52E+09 1.88E+09 1.83E+09 1.45E+09 1.26E+09 1.02E+09 2.55E+09 2.90E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.853  1.26E+13 2.09E+12 5.96E+13 9.78E+08 1.38E+10 8.29E+09 2.02E+10 2.03E+10 7.54E+09 7.94E+08 2.65E+10 7.88E+09 3.25E+10 6.66E+07 7.37E+09 2.34E+11 7.14E+11 3.19E+11 3.00E+11 1.32E+11 9.70E+10 4.50E+10 3.33E+10 1.82E+10 1.35E+10 5.23E+09 3.40E+09 3.35E+09 4.90E+09 4.39E+09 4.22E+09 3.64E+09 9.47E+09 3.84E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.879  1.48E+13 2.25E+12 6.82E+13 3.09E+09 7.84E+09 3.48E+09 9.50E+09 8.39E+09 1.31E+09 4.10E+07 6.25E+09 9.94E+08 6.63E+09 6.30E+05 6.93E+08 1.38E+11 8.44E+11 3.41E+11 3.75E+11 1.46E+11 1.18E+11 5.08E+10 4.16E+10 2.29E+10 1.86E+10 6.54E+09 4.59E+09 5.97E+09 1.31E+10 1.33E+10 1.41E+10 1.30E+10 3.51E+10 5.10E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.905  1.73E+13 2.73E+12 8.90E+13 9.76E+09 4.44E+09 1.46E+09 4.47E+09 3.47E+09 2.27E+08 2.12E+06 1.47E+09 1.25E+08 1.35E+09 5.96E+03 6.51E+07 8.11E+10 9.98E+11 3.64E+11 4.68E+11 1.62E+11 1.44E+11 5.73E+10 5.18E+10 2.88E+10 2.56E+10 8.18E+09 6.20E+09 1.06E+10 3.53E+10 4.03E+10 4.73E+10 4.65E+10 1.30E+11 6.76E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.929  2.05E+13 3.86E+12 1.42E+14 3.08E+10 2.51E+09 6.12E+08 2.11E+09 1.43E+09 3.95E+07 1.10E+05 3.48E+08 1.58E+07 2.75E+08 5.64E+01 6.12E+06 4.78E+10 1.18E+12 3.89E+11 5.84E+11 1.80E+11 1.76E+11 6.46E+10 6.46E+10 3.62E+10 3.53E+10 1.02E+10 8.36E+09 1.89E+10 9.46E+10 1.22E+11 1.58E+11 1.66E+11 4.82E+11 8.97E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.953  2.59E+13 6.92E+12 3.01E+14 9.73E+10 1.42E+09 2.57E+08 9.92E+08 5.92E+08 6.86E+06 5.67E+03 8.20E+07 2.00E+06 5.61E+07 0.00E+00 5.76E+05 2.82E+10 1.39E+12 4.16E+11 7.29E+11 2.00E+11 2.14E+11 7.29E+10 8.05E+10 4.55E+10 4.87E+10 1.28E+10 1.13E+10 3.37E+10 2.54E+11 3.70E+11 5.30E+11 5.93E+11 1.79E+12 1.19E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.011  1.45E+14 8.82E+13 4.83E+15 1.72E+12 3.43E+08 2.93E+07 1.51E+08 6.49E+07 8.61E+04 3.45E+00 2.21E+06 1.13E+04 1.05E+06 0.00E+00 1.56E+03 7.50E+09 2.11E+12 4.92E+11 1.27E+12 2.60E+11 3.51E+11 9.86E+10 1.40E+11 8.08E+10 1.09E+11 2.24E+10 2.39E+10 1.43E+11 2.99E+12 5.90E+12 1.09E+13 1.43E+13 4.73E+13 2.41E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.066  2.74E+15 1.99E+15 1.13E+17 3.06E+13 8.26E+07 3.34E+06 2.30E+07 7.12E+06 1.08E+03 0.00E+00 5.97E+04 6.37E+01 1.97E+04 0.00E+00 4.23E+00 2.00E+09 3.21E+12 5.81E+11 2.21E+12 3.37E+11 5.75E+11 1.33E+11 2.42E+11 1.43E+11 2.42E+11 3.91E+10 5.06E+10 6.05E+11 3.52E+13 9.43E+13 2.23E+14 3.45E+14 1.25E+15 4.88E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
