                    *********************************************************************************
                    *  Z= 98 A=250: Positive-Parity Spin-dependent Level Density [MeV-1] for CF250  *
  13.00  0.752  1.34E+13 7.78E+12 2.66E+14 1.43E+10 2.34E+10 3.06E+10 2.88E+10 6.99E+10 9.80E+10 1.16E+11 8.17E+10 9.13E+10 1.45E+11 2.30E+11 4.11E+11 6.32E+11 6.63E+11 6.65E+11 5.46E+11 5.36E+11 4.79E+11 4.54E+11 3.93E+11 3.56E+11 3.27E+11 2.97E+11 2.63E+11 2.58E+11 1.88E+11 1.42E+11 1.07E+11 8.19E+10 5.31E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.780  2.06E+13 6.67E+12 2.78E+14 1.23E+09 5.94E+09 5.08E+09 1.44E+10 3.44E+10 2.16E+10 1.66E+10 3.74E+10 3.72E+10 1.84E+10 6.43E+10 5.48E+10 6.98E+10 7.67E+10 1.06E+11 3.28E+11 5.59E+11 7.26E+11 6.87E+11 5.64E+11 5.26E+11 4.27E+11 3.33E+11 3.63E+11 3.27E+11 2.76E+11 2.33E+11 2.64E+11 2.27E+11 2.65E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.808  2.62E+13 4.57E+12 2.02E+14 1.10E+10 1.27E+10 2.24E+10 1.19E+10 4.11E+10 1.80E+10 1.11E+09 6.36E+09 1.47E+10 3.74E+10 2.86E+10 1.27E+10 3.40E+10 3.85E+10 5.39E+10 5.59E+10 1.14E+11 3.17E+10 2.27E+11 5.24E+11 5.75E+11 5.04E+11 4.46E+11 3.62E+11 3.04E+11 2.58E+11 2.67E+11 1.64E+11 2.20E+11 1.69E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.834  3.08E+13 4.49E+12 1.94E+14 9.90E+10 2.72E+10 9.89E+10 9.79E+09 4.90E+10 1.50E+10 7.48E+07 1.08E+09 5.82E+09 7.59E+10 1.28E+10 2.96E+09 1.66E+10 1.94E+10 2.74E+10 9.52E+09 2.33E+10 1.38E+09 7.49E+10 4.87E+11 6.28E+11 5.95E+11 5.98E+11 3.61E+11 2.82E+11 2.42E+11 3.05E+11 1.02E+11 2.14E+11 1.07E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.860  3.59E+13 5.87E+12 2.06E+14 8.90E+11 5.81E+10 4.37E+11 8.06E+09 5.85E+10 1.25E+10 5.02E+06 1.84E+08 2.30E+09 1.54E+11 5.69E+09 6.88E+08 8.09E+09 9.72E+09 1.39E+10 1.62E+09 4.76E+09 6.02E+07 2.47E+10 4.52E+11 6.87E+11 7.02E+11 8.00E+11 3.59E+11 2.62E+11 2.26E+11 3.49E+11 6.38E+10 2.08E+11 6.82E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.885  4.64E+13 1.50E+13 2.49E+14 7.99E+12 1.24E+11 1.93E+12 6.64E+09 6.98E+10 1.04E+10 3.37E+05 3.12E+07 9.10E+08 3.14E+11 2.54E+09 1.60E+08 3.94E+09 4.88E+09 7.07E+09 2.76E+08 9.71E+08 2.62E+06 8.17E+09 4.20E+11 7.51E+11 8.29E+11 1.07E+12 3.58E+11 2.43E+11 2.12E+11 3.99E+11 3.98E+10 2.02E+11 4.34E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.909  9.71E+13 8.64E+13 4.47E+14 7.18E+13 2.66E+11 8.51E+12 5.47E+09 8.34E+10 8.64E+09 2.27E+04 5.30E+06 3.60E+08 6.37E+11 1.13E+09 3.71E+07 1.92E+09 2.45E+09 3.59E+09 4.71E+07 1.98E+08 1.14E+05 2.70E+09 3.90E+11 8.21E+11 9.78E+11 1.43E+12 3.56E+11 2.25E+11 1.98E+11 4.57E+11 2.48E+10 1.97E+11 2.76E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.933  4.85E+14 6.90E+14 1.81E+15 6.44E+14 5.69E+11 3.76E+13 4.50E+09 9.95E+10 7.20E+09 1.52E+03 9.02E+05 1.42E+08 1.29E+12 5.04E+08 8.63E+06 9.37E+08 1.23E+09 1.82E+09 8.02E+06 4.05E+07 4.99E+03 8.90E+08 3.63E+11 8.97E+11 1.15E+12 1.92E+12 3.55E+11 2.09E+11 1.86E+11 5.23E+11 1.54E+10 1.91E+11 1.76E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  0.989  1.98E+17 1.57E+17 3.21E+17 1.56E+17 3.81E+12 1.54E+15 2.77E+09 1.55E+11 4.56E+09 1.78E+00 1.07E+04 1.40E+07 7.62E+12 6.68E+07 2.25E+05 1.55E+08 2.20E+08 3.36E+08 9.61E+04 7.63E+05 1.98E+00 5.58E+07 3.02E+11 1.12E+12 1.75E+12 3.98E+12 3.51E+11 1.74E+11 1.57E+11 7.31E+11 4.73E+09 1.78E+11 5.67E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.043  8.62E+17 3.74E+17 1.00E+18 3.11E+17 2.55E+13 6.30E+16 1.71E+09 2.41E+11 2.89E+09 0.00E+00 1.28E+02 1.38E+06 4.48E+13 8.86E+06 5.84E+03 2.58E+07 3.93E+07 6.18E+07 1.15E+03 1.44E+04 0.00E+00 3.50E+06 2.51E+11 1.40E+12 2.65E+12 8.24E+12 3.47E+11 1.44E+11 1.33E+11 1.02E+12 1.45E+09 1.66E+11 1.83E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.142  2.69E+20 1.07E+20 6.36E+20 1.24E+18 1.14E+15 1.06E+20 6.47E+08 5.85E+11 1.16E+09 0.00E+00 0.00E+00 1.33E+04 1.55E+15 1.56E+05 3.96E+00 7.10E+05 1.25E+06 2.09E+06 1.65E-01 5.10E+00 0.00E+00 1.37E+04 1.74E+11 2.19E+12 6.08E+12 3.54E+13 3.40E+11 9.95E+10 9.58E+10 2.00E+12 1.36E+08 1.44E+11 1.91E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.319  2.51E+21 3.41E+20 1.99E+21 1.97E+19 2.28E+18 3.17E+20 9.30E+07 3.44E+12 1.86E+08 0.00E+00 0.00E+00 1.25E+00 1.86E+18 4.82E+01 0.00E+00 5.38E+02 1.28E+03 2.41E+03 0.00E+00 0.00E+00 0.00E+00 2.12E-01 8.32E+10 5.32E+12 3.20E+13 6.54E+14 3.27E+11 4.73E+10 4.95E+10 7.69E+12 1.20E+06 1.08E+11 2.08E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.474  1.06E+22 1.27E+21 6.42E+21 3.12E+20 4.57E+18 9.50E+20 1.34E+07 2.02E+13 2.98E+07 0.00E+00 0.00E+00 0.00E+00 3.72E+18 0.00E+00 0.00E+00 0.00E+00 1.30E+00 2.76E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.98E+10 1.30E+13 1.68E+14 1.21E+16 3.14E+11 2.25E+10 2.56E+10 2.95E+13 1.06E+04 8.16E+10 2.26E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.615  5.60E+22 7.81E+21 2.72E+22 4.95E+21 9.13E+18 2.85E+21 1.92E+06 1.19E+14 4.79E+06 0.00E+00 0.00E+00 0.00E+00 7.43E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.91E+10 3.16E+13 8.85E+14 2.23E+17 3.01E+11 1.07E+10 1.32E+10 1.13E+14 9.34E+01 6.14E+10 2.45E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.745  5.31E+23 8.71E+22 2.09E+23 7.85E+22 1.83E+19 8.54E+21 2.76E+05 6.98E+14 7.69E+05 0.00E+00 0.00E+00 0.00E+00 1.49E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.14E+09 7.70E+13 4.65E+15 4.12E+18 2.89E+11 5.08E+09 6.83E+09 4.34E+14 0.00E+00 4.63E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.865  7.32E+24 1.27E+24 2.65E+24 1.25E+24 3.65E+19 2.56E+22 3.96E+04 4.10E+15 1.24E+05 0.00E+00 0.00E+00 0.00E+00 2.97E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.38E+09 1.88E+14 2.45E+16 7.61E+19 2.77E+11 2.41E+09 3.53E+09 1.66E+15 0.00E+00 3.48E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  1.978  1.13E+26 1.98E+25 4.01E+25 1.98E+25 7.30E+19 7.68E+22 5.70E+03 2.41E+16 1.98E+04 0.00E+00 0.00E+00 0.00E+00 5.94E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.10E+09 4.57E+14 1.29E+17 1.41E+21 2.66E+11 1.15E+09 1.82E+09 6.38E+15 0.00E+00 2.62E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.085  1.78E+27 3.14E+26 6.30E+26 3.14E+26 1.46E+20 2.30E+23 8.19E+02 1.42E+17 3.19E+03 0.00E+00 0.00E+00 0.00E+00 1.19E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.00E+09 1.11E+15 6.77E+17 2.60E+22 2.56E+11 5.45E+08 9.42E+08 2.45E+16 0.00E+00 1.97E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.187  2.82E+28 4.98E+27 9.98E+27 4.98E+27 2.92E+20 6.91E+23 0.00E+00 8.33E+17 5.12E+02 0.00E+00 0.00E+00 0.00E+00 2.37E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.81E+08 2.71E+15 3.56E+18 4.79E+23 2.45E+11 2.59E+08 4.87E+08 9.38E+16 0.00E+00 1.49E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.284  4.48E+29 7.90E+28 1.58E+29 7.90E+28 5.84E+20 2.07E+24 0.00E+00 4.90E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.74E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.30E+08 6.60E+15 1.87E+19 8.85E+24 2.36E+11 1.23E+08 2.52E+08 3.60E+17 0.00E+00 1.12E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.377  7.11E+30 1.25E+30 2.51E+30 1.25E+30 1.17E+21 6.21E+24 0.00E+00 2.88E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.49E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.10E+08 1.61E+16 9.86E+19 1.63E+26 2.26E+11 5.85E+07 1.30E+08 1.38E+18 0.00E+00 8.43E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.467  1.13E+32 1.99E+31 3.99E+31 1.99E+31 2.33E+21 1.86E+25 0.00E+00 1.69E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.90E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.28E+07 3.92E+16 5.19E+20 3.02E+27 2.17E+11 2.78E+07 6.71E+07 5.29E+18 0.00E+00 6.34E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.554  1.79E+33 3.16E+32 6.34E+32 3.16E+32 4.67E+21 5.59E+25 0.00E+00 9.94E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.79E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.53E+07 9.55E+16 2.73E+21 5.57E+28 2.08E+11 1.32E+07 3.47E+07 2.03E+19 0.00E+00 4.78E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.638  2.84E+34 5.01E+33 1.01E+34 5.01E+33 9.33E+21 1.68E+26 0.00E+00 5.84E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 7.58E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.21E+07 2.33E+17 1.44E+22 1.03E+30 2.00E+11 6.28E+06 1.79E+07 7.79E+19 0.00E+00 3.60E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.719  4.51E+35 7.95E+34 1.60E+35 7.95E+34 1.87E+22 5.03E+26 0.00E+00 3.43E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.52E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.80E+06 5.67E+17 7.55E+22 1.90E+31 1.92E+11 2.98E+06 9.26E+06 2.99E+20 0.00E+00 2.71E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.798  7.16E+36 1.26E+36 2.54E+36 1.26E+36 3.73E+22 1.51E+27 0.00E+00 2.02E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.03E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.78E+06 1.38E+18 3.97E+23 3.51E+32 1.84E+11 1.42E+06 4.79E+06 1.15E+21 0.00E+00 2.04E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.874  1.14E+38 2.00E+37 4.03E+37 2.00E+37 7.46E+22 4.52E+27 0.00E+00 1.19E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.06E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.33E+06 3.36E+18 2.09E+24 6.48E+33 1.77E+11 6.74E+05 2.47E+06 4.39E+21 0.00E+00 1.53E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  2.949  1.80E+39 3.18E+38 6.41E+38 3.18E+38 1.49E+23 1.36E+28 0.00E+00 6.97E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.21E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.38E+05 8.19E+18 1.10E+25 1.20E+35 1.70E+11 3.20E+05 1.28E+06 1.68E+22 0.00E+00 1.16E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
