                    *********************************************************************************
                    *  Z= 98 A=250: Positive-Parity Spin-dependent Level Density [MeV-1] for CF250  *
   2.75  0.348  6.72E+02 1.71E+03 2.21E+04 1.36E+00 1.23E+02 1.07E+02 2.04E+02 1.84E+02 2.11E+02 1.69E+02 1.87E+02 1.41E+02 1.26E+02 9.46E+01 7.09E+01 3.84E+01 3.02E+01 1.31E+01 7.72E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.363  1.26E+03 2.97E+03 3.80E+04 1.38E+00 2.13E+02 1.94E+02 3.70E+02 3.29E+02 3.91E+02 2.91E+02 3.03E+02 2.48E+02 2.05E+02 1.39E+02 1.17E+02 8.24E+01 3.82E+01 2.73E+01 1.47E+01 6.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.378  2.45E+03 6.57E+03 8.67E+04 1.14E+00 4.00E+02 3.86E+02 7.75E+02 6.92E+02 8.53E+02 6.96E+02 7.33E+02 5.70E+02 4.51E+02 3.39E+02 2.62E+02 1.75E+02 1.18E+02 6.10E+01 3.48E+01 1.49E+01 6.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.392  4.59E+03 1.06E+04 1.42E+05 3.19E+00 6.78E+02 6.21E+02 1.18E+03 1.05E+03 1.28E+03 1.07E+03 1.22E+03 9.43E+02 7.99E+02 5.49E+02 4.58E+02 2.99E+02 1.95E+02 1.27E+02 5.51E+01 3.86E+01 1.16E+01 3.09E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.406  8.65E+03 2.19E+04 2.99E+05 6.01E+00 1.37E+03 1.28E+03 2.41E+03 2.15E+03 2.58E+03 2.15E+03 2.34E+03 1.88E+03 1.73E+03 1.29E+03 9.85E+02 6.59E+02 4.54E+02 2.79E+02 1.74E+02 7.96E+01 4.44E+01 1.35E+01 1.64E+00 2.45E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.420  1.58E+04 3.53E+04 4.90E+05 5.62E+00 2.11E+03 2.01E+03 3.79E+03 3.46E+03 4.28E+03 3.49E+03 3.74E+03 3.00E+03 2.68E+03 2.04E+03 1.67E+03 1.13E+03 7.93E+02 5.13E+02 3.02E+02 1.73E+02 7.59E+01 3.15E+01 1.29E+01 6.76E+00 1.69E-01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.432  2.89E+04 6.96E+04 9.89E+05 1.12E+01 4.04E+03 3.80E+03 7.25E+03 6.44E+03 7.93E+03 6.80E+03 7.59E+03 6.11E+03 5.38E+03 4.10E+03 3.37E+03 2.38E+03 1.69E+03 1.13E+03 7.35E+02 4.14E+02 2.20E+02 1.03E+02 5.10E+01 1.72E+01 8.50E+00 3.46E+00 9.77E-02 1.79E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.445  5.14E+04 1.10E+05 1.58E+06 1.49E+01 6.30E+03 5.95E+03 1.13E+04 1.03E+04 1.27E+04 1.06E+04 1.16E+04 9.60E+03 8.57E+03 6.56E+03 5.37E+03 3.83E+03 2.87E+03 1.91E+03 1.28E+03 7.87E+02 4.23E+02 1.99E+02 1.08E+02 4.32E+01 2.21E+01 7.40E+00 2.78E+00 3.33E+00 1.23E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.457  9.29E+04 2.21E+05 3.20E+06 1.27E+01 1.24E+04 1.20E+04 2.27E+04 2.06E+04 2.49E+04 2.09E+04 2.34E+04 1.91E+04 1.68E+04 1.31E+04 1.09E+04 7.67E+03 5.75E+03 4.09E+03 2.79E+03 1.79E+03 1.06E+03 5.58E+02 2.76E+02 1.45E+02 6.58E+01 3.35E+01 1.70E+01 7.97E+00 2.68E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.469  1.64E+05 3.51E+05 5.13E+06 2.81E+01 1.91E+04 1.87E+04 3.54E+04 3.24E+04 3.99E+04 3.37E+04 3.68E+04 3.01E+04 2.70E+04 2.08E+04 1.73E+04 1.25E+04 9.31E+03 6.59E+03 4.70E+03 3.03E+03 1.89E+03 1.04E+03 5.65E+02 2.86E+02 1.39E+02 6.73E+01 3.40E+01 1.54E+01 6.85E+00 2.45E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.492  5.28E+05 1.10E+06 1.64E+07 5.05E+01 5.85E+04 5.68E+04 1.08E+05 9.86E+04 1.22E+05 1.04E+05 1.14E+05 9.46E+04 8.53E+04 6.66E+04 5.55E+04 4.05E+04 3.06E+04 2.22E+04 1.61E+04 1.11E+04 7.22E+03 4.41E+03 2.70E+03 1.45E+03 7.68E+02 4.09E+02 1.86E+02 8.00E+01 3.65E+01 1.62E+01 3.70E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.514  1.65E+06 3.38E+06 5.14E+07 7.13E+01 1.72E+05 1.69E+05 3.20E+05 2.95E+05 3.68E+05 3.14E+05 3.46E+05 2.89E+05 2.63E+05 2.08E+05 1.75E+05 1.30E+05 9.90E+04 7.30E+04 5.39E+04 3.83E+04 2.57E+04 1.67E+04 1.10E+04 6.55E+03 3.76E+03 2.08E+03 1.13E+03 5.17E+02 2.41E+02 1.17E+02 4.64E+01 2.43E+01 3.95E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.535  5.04E+06 1.02E+07 1.58E+08 2.37E+02 5.03E+05 4.94E+05 9.35E+05 8.63E+05 1.08E+06 9.27E+05 1.03E+06 8.64E+05 7.92E+05 6.33E+05 5.39E+05 4.05E+05 3.13E+05 2.35E+05 1.76E+05 1.27E+05 8.80E+04 5.94E+04 4.08E+04 2.57E+04 1.60E+04 9.66E+03 5.71E+03 2.87E+03 1.38E+03 7.65E+02 4.07E+02 1.80E+02 9.93E+01 3.32E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.555  1.51E+07 3.02E+07 4.77E+08 4.72E+02 1.46E+06 1.43E+06 2.71E+06 2.51E+06 3.14E+06 2.71E+06 3.03E+06 2.54E+06 2.35E+06 1.89E+06 1.63E+06 1.24E+06 9.63E+05 7.34E+05 5.59E+05 4.13E+05 2.92E+05 2.02E+05 1.43E+05 9.42E+04 6.12E+04 3.93E+04 2.45E+04 1.34E+04 7.20E+03 4.14E+03 2.30E+03 1.18E+03 6.53E+02 2.93E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.574  4.48E+07 8.85E+07 1.42E+09 1.24E+03 4.17E+06 4.11E+06 7.79E+06 7.22E+06 9.06E+06 7.83E+06 8.78E+06 7.40E+06 6.86E+06 5.57E+06 4.84E+06 3.70E+06 2.91E+06 2.25E+06 1.73E+06 1.30E+06 9.37E+05 6.66E+05 4.79E+05 3.26E+05 2.20E+05 1.47E+05 9.68E+04 5.60E+04 3.17E+04 1.97E+04 1.13E+04 6.38E+03 3.72E+03 9.02E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.593  1.30E+08 2.54E+08 4.15E+09 2.56E+03 1.14E+07 1.13E+07 2.16E+07 2.02E+07 2.56E+07 2.22E+07 2.50E+07 2.12E+07 1.97E+07 1.61E+07 1.41E+07 1.09E+07 8.67E+06 6.76E+06 5.28E+06 4.01E+06 2.93E+06 2.13E+06 1.56E+06 1.09E+06 7.53E+05 5.20E+05 3.55E+05 2.15E+05 1.28E+05 8.29E+04 5.05E+04 2.94E+04 1.11E+04 1.82E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.612  3.75E+08 7.24E+08 1.20E+10 5.76E+03 3.20E+07 3.17E+07 6.04E+07 5.66E+07 7.20E+07 6.27E+07 7.07E+07 5.96E+07 5.62E+07 4.60E+07 4.05E+07 3.17E+07 2.53E+07 1.99E+07 1.57E+07 1.21E+07 8.98E+06 6.61E+06 4.95E+06 3.51E+06 2.47E+06 1.75E+06 1.23E+06 7.69E+05 4.80E+05 3.23E+05 2.04E+05 7.58E+04 2.52E+04 3.88E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.629  1.07E+09 2.05E+09 3.44E+10 1.46E+04 8.87E+07 8.78E+07 1.68E+08 1.57E+08 2.00E+08 1.75E+08 1.98E+08 1.68E+08 1.58E+08 1.30E+08 1.15E+08 9.10E+07 7.31E+07 5.79E+07 4.61E+07 3.59E+07 2.70E+07 2.02E+07 1.53E+07 1.10E+07 7.92E+06 5.72E+06 4.10E+06 2.64E+06 1.70E+06 1.18E+06 5.03E+05 1.50E+05 5.59E+04 6.86E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.647  3.01E+09 5.73E+09 9.72E+10 3.57E+04 2.44E+08 2.41E+08 4.61E+08 4.32E+08 5.53E+08 4.83E+08 5.49E+08 4.65E+08 4.42E+08 3.66E+08 3.24E+08 2.58E+08 2.08E+08 1.66E+08 1.33E+08 1.05E+08 7.98E+07 6.03E+07 4.62E+07 3.39E+07 2.47E+07 1.81E+07 1.33E+07 8.77E+06 5.76E+06 2.54E+06 7.93E+05 2.83E+05 1.50E+05 1.47E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.663  8.40E+09 1.58E+10 2.72E+11 9.01E+04 6.62E+08 6.56E+08 1.25E+09 1.18E+09 1.51E+09 1.32E+09 1.51E+09 1.28E+09 1.22E+09 1.01E+09 9.03E+08 7.22E+08 5.87E+08 4.72E+08 3.81E+08 3.02E+08 2.32E+08 1.77E+08 1.37E+08 1.02E+08 7.54E+07 5.61E+07 4.17E+07 2.81E+07 1.19E+07 3.79E+06 1.51E+06 5.08E+05 3.98E+05 2.46E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.696  7.50E+10 1.17E+11 2.03E+12 5.68E+05 4.77E+09 4.73E+09 9.05E+09 8.53E+09 1.10E+10 9.65E+09 1.10E+10 9.43E+09 9.04E+09 7.57E+09 6.80E+09 5.48E+09 4.50E+09 3.66E+09 2.99E+09 2.41E+09 1.88E+09 1.46E+09 1.15E+09 8.75E+08 6.62E+08 3.65E+08 1.58E+08 6.58E+07 2.85E+07 1.08E+07 4.76E+06 2.41E+06 3.41E+06 8.04E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.727  5.49E+11 8.30E+11 1.43E+13 3.46E+06 3.33E+10 3.31E+10 6.33E+10 5.98E+10 7.71E+10 6.81E+10 7.81E+10 6.71E+10 6.47E+10 5.45E+10 4.93E+10 4.01E+10 3.32E+10 2.73E+10 2.25E+10 1.83E+10 1.45E+10 1.14E+10 7.17E+09 3.42E+09 1.96E+09 8.15E+08 3.76E+08 1.67E+08 8.35E+07 3.98E+07 2.34E+07 1.55E+07 3.00E+07 2.59E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.756  3.77E+12 5.61E+12 9.33E+13 2.14E+07 2.33E+11 2.31E+11 4.40E+11 4.13E+11 5.29E+11 4.69E+11 5.39E+11 4.68E+11 4.52E+11 3.83E+11 3.49E+11 2.83E+11 2.37E+11 1.96E+11 1.54E+11 1.05E+11 5.97E+10 3.21E+10 1.65E+10 8.18E+09 4.57E+09 2.14E+09 1.03E+09 5.46E+08 3.14E+08 1.97E+08 1.47E+08 1.18E+08 2.61E+08 8.28E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.785  9.06E+12 4.99E+12 1.21E+14 1.26E+08 7.81E+10 8.02E+10 1.28E+11 1.12E+11 1.33E+11 9.60E+10 1.01E+11 8.85E+10 1.91E+11 3.43E+11 6.45E+11 6.06E+11 8.52E+11 6.27E+11 3.77E+11 2.33E+11 1.38E+11 7.17E+10 3.81E+10 1.97E+10 1.12E+10 5.85E+09 3.63E+09 2.23E+09 1.57E+09 1.19E+09 1.02E+09 8.90E+08 2.08E+09 2.53E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.812  1.26E+13 2.18E+12 6.35E+13 1.83E+08 1.07E+10 7.40E+09 3.96E+09 5.94E+09 3.04E+10 3.02E+10 3.58E+10 6.54E+10 3.88E+10 6.51E+10 1.44E+11 1.53E+10 1.34E+11 5.34E+11 4.40E+11 2.53E+11 1.65E+11 7.98E+10 4.58E+10 2.39E+10 1.67E+10 8.87E+09 4.95E+09 4.36E+09 4.09E+09 2.39E+09 1.81E+09 1.38E+09 7.85E+09 3.39E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.839  1.47E+13 1.87E+12 5.99E+13 2.65E+08 1.47E+09 6.82E+08 1.23E+08 3.16E+08 6.98E+09 9.53E+09 1.27E+10 4.84E+10 7.87E+09 1.24E+10 3.23E+10 3.84E+08 2.10E+10 4.55E+11 5.14E+11 2.76E+11 1.96E+11 8.89E+10 5.52E+10 2.89E+10 2.49E+10 1.34E+10 6.74E+09 8.52E+09 1.06E+10 4.79E+09 3.24E+09 2.15E+09 2.97E+10 4.56E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.865  1.66E+13 2.02E+12 6.95E+13 3.85E+08 2.02E+08 6.29E+07 3.81E+06 1.68E+07 1.60E+09 3.00E+09 4.48E+09 3.58E+10 1.60E+09 2.35E+09 7.24E+09 9.66E+06 3.30E+09 3.88E+11 6.00E+11 3.00E+11 2.33E+11 9.91E+10 6.64E+10 3.49E+10 3.71E+10 2.04E+10 9.18E+09 1.66E+10 2.77E+10 9.58E+09 5.77E+09 3.35E+09 1.12E+11 6.13E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.890  1.89E+13 2.56E+12 9.78E+13 5.60E+08 2.77E+07 5.80E+06 1.18E+05 8.94E+05 3.67E+08 9.47E+08 1.58E+09 2.64E+10 3.24E+08 4.45E+08 1.62E+09 2.43E+05 5.18E+08 3.31E+11 7.00E+11 3.27E+11 2.78E+11 1.10E+11 8.00E+10 4.22E+10 5.54E+10 3.08E+10 1.25E+10 3.25E+10 7.20E+10 1.92E+10 1.03E+10 5.20E+09 4.23E+11 8.24E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.914  2.23E+13 4.14E+12 1.85E+14 8.12E+08 3.80E+06 5.35E+05 3.66E+03 4.75E+04 8.41E+07 2.98E+08 5.59E+08 1.95E+10 6.57E+07 8.45E+07 3.63E+08 6.12E+03 8.13E+07 2.82E+11 8.18E+11 3.56E+11 3.30E+11 1.23E+11 9.63E+10 5.11E+10 8.25E+10 4.67E+10 1.70E+10 6.34E+10 1.87E+11 3.84E+10 1.84E+10 8.09E+09 1.60E+12 1.11E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.938  2.90E+13 9.30E+12 4.79E+14 1.18E+09 5.21E+05 4.94E+04 1.14E+02 2.53E+03 1.93E+07 9.40E+07 1.97E+08 1.44E+10 1.33E+07 1.60E+07 8.13E+07 1.54E+02 1.28E+07 2.40E+11 9.55E+11 3.88E+11 3.93E+11 1.37E+11 1.16E+11 6.18E+10 1.23E+11 7.08E+10 2.32E+10 1.24E+11 4.88E+11 7.69E+10 3.28E+10 1.26E+10 6.05E+12 1.49E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  0.995  2.63E+14 1.78E+14 1.04E+16 3.00E+09 3.63E+03 1.28E+02 0.00E+00 1.65E+00 4.85E+05 5.24E+06 1.47E+07 6.79E+09 2.47E+05 2.52E+05 1.93E+06 0.00E+00 1.25E+05 1.61E+11 1.41E+12 4.80E+11 6.07E+11 1.79E+11 1.84E+11 9.94E+10 3.33E+11 2.00E+11 5.02E+10 6.60E+11 5.33E+12 4.36E+11 1.39E+11 3.79E+10 1.68E+14 3.12E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.049  6.40E+15 4.73E+15 2.78E+17 7.61E+09 2.53E+01 0.00E+00 0.00E+00 0.00E+00 1.22E+04 2.92E+05 1.09E+06 3.19E+09 4.57E+03 3.95E+03 4.58E+04 0.00E+00 1.22E+03 1.08E+11 2.07E+12 5.94E+11 9.37E+11 2.35E+11 2.93E+11 1.60E+11 9.04E+11 5.66E+11 1.09E+11 3.51E+12 5.82E+13 2.48E+12 5.93E+11 1.14E+11 4.66E+15 6.52E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.149  9.00E+18 3.59E+18 2.12E+20 4.92E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 7.73E+00 9.08E+02 5.99E+03 7.04E+08 1.57E+00 9.72E-01 2.58E+01 0.00E+00 1.16E-01 4.86E+10 4.49E+12 9.09E+11 2.24E+12 4.03E+11 7.40E+11 4.14E+11 6.64E+12 4.52E+12 5.09E+11 9.98E+13 6.94E+15 7.97E+13 1.07E+13 1.04E+12 3.59E+18 2.86E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.327  8.17E+19 1.09E+19 6.44E+20 2.05E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.82E-01 3.43E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.82E+09 2.11E+13 2.13E+12 1.27E+13 1.19E+12 4.73E+12 2.77E+12 3.59E+14 2.88E+14 1.12E+13 8.04E+16 2.07E+16 8.26E+16 3.50E+15 8.59E+13 1.08E+19 5.49E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.483  3.00E+20 3.27E+19 1.92E+21 8.53E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.67E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.99E+09 9.92E+13 5.00E+12 7.23E+13 3.49E+12 3.02E+13 1.86E+13 1.94E+16 1.84E+16 2.45E+14 1.61E+17 6.17E+16 1.65E+17 7.00E+15 7.10E+15 3.22E+19 1.06E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.625  9.64E+20 1.00E+20 5.87E+21 3.56E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.16E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.02E+08 4.66E+14 1.17E+13 4.12E+14 1.03E+13 1.93E+14 1.25E+14 1.05E+18 1.17E+18 5.39E+15 3.21E+17 1.84E+17 3.30E+17 1.40E+16 5.86E+17 9.66E+19 2.03E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
