                    *********************************************************************************
                    *  Z= 78 A=193: Positive-Parity Spin-dependent Level Density [MeV-1] for PT193  *
   3.00  0.410  5.80E+01 8.10E+01 4.96E+02 2.50E+00 1.96E+01 1.37E+01 2.52E+01 1.50E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.427  8.90E+01 1.61E+02 9.77E+02 1.13E+01 4.42E+01 2.50E+01 3.24E+01 2.78E+01 1.71E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.443  1.36E+02 2.20E+02 1.31E+03 1.74E+01 6.54E+01 3.71E+01 3.90E+01 2.75E+01 2.66E+01 6.66E+00 4.16E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.459  2.11E+02 3.77E+02 2.20E+03 2.99E+01 1.16E+02 6.83E+01 6.79E+01 3.91E+01 3.71E+01 1.62E+01 2.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.474  3.33E+02 6.03E+02 3.55E+03 3.80E+01 1.78E+02 1.27E+02 1.19E+02 6.11E+01 5.00E+01 2.50E+01 6.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.488  5.43E+02 1.07E+03 6.72E+03 4.30E+01 2.66E+02 2.43E+02 2.54E+02 1.30E+02 7.04E+01 4.71E+01 1.75E+01 3.75E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.503  8.61E+02 1.47E+03 9.79E+03 2.49E+01 3.41E+02 2.93E+02 3.85E+02 2.12E+02 1.03E+02 6.50E+01 3.87E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.516  1.33E+03 2.31E+03 1.62E+04 2.80E+01 5.02E+02 4.03E+02 5.99E+02 3.67E+02 2.17E+02 1.09E+02 6.75E+01 1.71E+01 2.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.530  2.02E+03 3.20E+03 2.28E+04 4.92E+01 6.78E+02 5.55E+02 7.57E+02 5.22E+02 3.51E+02 1.57E+02 9.37E+01 3.17E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.556  4.71E+03 7.53E+03 5.49E+04 1.36E+02 1.70E+03 1.27E+03 1.56E+03 1.06E+03 9.52E+02 4.57E+02 2.33E+02 1.09E+02 4.58E+01 1.13E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.580  1.12E+04 1.83E+04 1.35E+05 3.17E+02 3.96E+03 3.34E+03 3.83E+03 2.55E+03 1.98E+03 1.22E+03 6.07E+02 2.90E+02 1.60E+02 5.54E+01 1.42E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.604  2.71E+04 4.55E+04 3.44E+05 4.95E+02 9.20E+03 8.13E+03 1.01E+04 6.71E+03 4.80E+03 2.85E+03 1.76E+03 8.01E+02 4.06E+02 1.88E+02 8.63E+01 1.88E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.627  6.53E+04 1.07E+05 8.39E+05 9.78E+02 2.02E+04 1.79E+04 2.31E+04 1.67E+04 1.24E+04 7.32E+03 4.40E+03 2.24E+03 1.06E+03 5.24E+02 2.65E+02 9.75E+01 2.63E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.649  1.54E+05 2.46E+05 1.98E+06 1.86E+03 4.53E+04 3.90E+04 5.09E+04 3.72E+04 3.02E+04 1.84E+04 1.10E+04 5.98E+03 3.16E+03 1.50E+03 7.06E+02 3.25E+02 1.30E+02 3.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.670  3.54E+05 5.55E+05 4.58E+06 4.38E+03 9.86E+04 8.73E+04 1.13E+05 8.26E+04 6.75E+04 4.34E+04 2.67E+04 1.50E+04 8.44E+03 4.37E+03 2.13E+03 8.86E+02 3.96E+02 1.40E+02 3.75E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.691  8.12E+05 1.28E+06 1.07E+07 7.48E+03 2.23E+05 1.98E+05 2.60E+05 1.90E+05 1.54E+05 1.01E+05 6.51E+04 3.68E+04 2.12E+04 1.18E+04 6.28E+03 2.73E+03 1.11E+03 5.18E+02 1.93E+02 4.25E+01 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.711  1.87E+06 2.93E+06 2.50E+07 1.80E+04 4.94E+05 4.41E+05 5.87E+05 4.40E+05 3.57E+05 2.37E+05 1.54E+05 9.03E+04 5.25E+04 3.05E+04 1.69E+04 7.05E+03 3.34E+03 1.47E+03 6.98E+02 2.46E+02 4.88E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.730  4.25E+06 6.61E+06 5.74E+07 3.85E+04 1.08E+06 9.67E+05 1.30E+06 9.84E+05 8.18E+05 5.49E+05 3.63E+05 2.20E+05 1.31E+05 7.71E+04 4.08E+04 1.83E+04 9.54E+03 4.53E+03 2.11E+03 9.09E+02 3.14E+02 6.38E+01 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.749  9.58E+06 1.47E+07 1.30E+08 8.14E+04 2.36E+06 2.11E+06 2.85E+06 2.17E+06 1.82E+06 1.25E+06 8.36E+05 5.20E+05 3.21E+05 1.95E+05 8.62E+04 4.56E+04 2.54E+04 1.31E+04 6.28E+03 2.76E+03 1.20E+03 3.89E+02 7.88E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.786  5.28E+07 7.17E+07 6.46E+08 3.34E+05 1.11E+07 1.00E+07 1.36E+07 1.05E+07 8.95E+06 6.28E+06 4.32E+06 2.76E+06 1.77E+06 8.43E+05 4.78E+05 2.91E+05 1.74E+05 9.74E+04 5.21E+04 2.53E+04 1.15E+04 4.77E+03 1.93E+03 6.07E+02 1.14E+02 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.821  2.57E+08 3.37E+08 3.07E+09 1.39E+06 5.13E+07 4.61E+07 6.35E+07 4.95E+07 4.28E+07 3.06E+07 2.16E+07 1.33E+07 6.62E+06 3.91E+06 2.51E+06 1.64E+06 1.05E+06 6.38E+05 3.68E+05 1.98E+05 1.01E+05 4.70E+04 2.00E+04 7.92E+03 3.02E+03 8.73E+02 1.49E+02 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.854  1.19E+09 1.53E+09 1.39E+10 5.97E+06 2.37E+08 2.11E+08 2.91E+08 2.28E+08 2.00E+08 1.46E+08 8.76E+07 4.26E+07 2.68E+07 1.85E+07 1.31E+07 9.14E+06 6.12E+06 3.91E+06 2.38E+06 1.38E+06 7.55E+05 3.90E+05 1.90E+05 8.52E+04 3.51E+04 1.33E+04 4.74E+03 1.29E+03 2.13E+02 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.886  5.10E+09 6.29E+09 5.53E+10 2.44E+07 1.05E+09 9.36E+08 1.30E+09 1.02E+09 7.60E+08 3.99E+08 2.51E+08 1.55E+08 1.14E+08 8.57E+07 6.40E+07 4.64E+07 3.24E+07 2.17E+07 1.39E+07 8.53E+06 4.98E+06 2.75E+06 1.44E+06 7.14E+05 3.33E+05 1.43E+05 5.68E+04 2.06E+04 7.06E+03 1.80E+03 2.73E+02 6.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.918  1.41E+10 1.17E+10 1.02E+11 5.71E+07 2.58E+09 2.00E+09 2.33E+09 1.30E+09 1.01E+09 5.73E+08 4.75E+08 3.40E+08 2.77E+08 2.18E+08 1.69E+08 1.26E+08 9.00E+07 6.19E+07 4.09E+07 2.60E+07 1.58E+07 9.17E+06 5.07E+06 2.66E+06 1.32E+06 6.15E+05 2.68E+05 1.07E+05 3.99E+04 1.36E+04 4.13E+03 8.13E+02 6.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.948  3.15E+10 2.32E+10 2.02E+11 1.33E+08 6.36E+09 4.28E+09 4.20E+09 1.64E+09 1.33E+09 8.24E+08 8.98E+08 7.47E+08 6.71E+08 5.57E+08 4.46E+08 3.41E+08 2.50E+08 1.77E+08 1.20E+08 7.91E+07 5.01E+07 3.06E+07 1.79E+07 9.88E+06 5.20E+06 2.64E+06 1.26E+06 5.58E+05 2.25E+05 1.03E+05 7.99E+03 1.62E+03 1.20E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.977  6.73E+10 4.84E+10 4.31E+11 3.11E+08 1.57E+10 9.17E+09 7.55E+09 2.08E+09 1.76E+09 1.18E+09 1.70E+09 1.64E+09 1.62E+09 1.42E+09 1.18E+09 9.25E+08 6.95E+08 5.04E+08 3.53E+08 2.41E+08 1.59E+08 1.02E+08 6.28E+07 3.67E+07 2.06E+07 1.13E+07 5.95E+06 2.90E+06 1.27E+06 7.76E+05 1.54E+04 2.43E+03 1.80E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.005  1.44E+11 1.06E+11 9.79E+11 7.26E+08 3.85E+10 1.96E+10 1.36E+10 2.63E+09 2.34E+09 1.70E+09 3.21E+09 3.60E+09 3.94E+09 3.62E+09 3.11E+09 2.51E+09 1.93E+09 1.44E+09 1.04E+09 7.33E+08 5.04E+08 3.40E+08 2.21E+08 1.37E+08 8.13E+07 4.87E+07 2.80E+07 1.51E+07 7.18E+06 5.86E+06 2.99E+04 3.64E+03 2.40E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.033  3.17E+11 2.39E+11 2.34E+12 1.69E+09 9.49E+10 4.20E+10 2.45E+10 3.33E+09 3.09E+09 2.45E+09 6.07E+09 7.91E+09 9.53E+09 9.24E+09 8.21E+09 6.80E+09 5.36E+09 4.09E+09 3.05E+09 2.23E+09 1.60E+09 1.13E+09 7.78E+08 5.09E+08 3.21E+08 2.09E+08 1.32E+08 7.84E+07 4.05E+07 4.43E+07 5.78E+04 5.45E+03 3.00E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.059  7.16E+11 5.58E+11 5.87E+12 3.96E+09 2.34E+11 8.98E+10 4.41E+10 4.21E+09 4.10E+09 3.52E+09 1.15E+10 1.74E+10 2.31E+10 2.36E+10 2.17E+10 1.85E+10 1.49E+10 1.17E+10 8.95E+09 6.80E+09 5.07E+09 3.78E+09 2.74E+09 1.89E+09 1.27E+09 8.99E+08 6.23E+08 4.08E+08 2.29E+08 3.34E+08 1.12E+05 8.16E+03 3.60E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.124  7.98E+12 5.25E+12 7.23E+13 3.29E+10 2.22E+12 6.01E+11 1.92E+11 7.59E+09 8.27E+09 8.71E+09 5.63E+10 1.24E+11 2.11E+11 2.45E+11 2.45E+11 2.24E+11 1.92E+11 1.60E+11 1.32E+11 1.10E+11 9.09E+10 7.66E+10 6.36E+10 5.05E+10 3.95E+10 3.43E+10 3.01E+10 2.51E+10 1.73E+10 5.24E+10 5.81E+05 2.24E+04 5.10E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.185  8.81E+13 5.88E+13 1.14E+15 2.74E+11 2.11E+13 4.02E+12 8.33E+11 1.37E+10 1.67E+10 2.16E+10 2.77E+11 8.89E+11 1.92E+12 2.54E+12 2.78E+12 2.71E+12 2.46E+12 2.20E+12 1.96E+12 1.78E+12 1.63E+12 1.55E+12 1.48E+12 1.35E+12 1.23E+12 1.31E+12 1.45E+12 1.55E+12 1.31E+12 1.04E+11 3.02E+06 6.16E+04 6.60E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.298  7.00E+16 2.79E+16 1.17E+18 1.90E+13 1.91E+15 1.80E+14 1.57E+13 4.45E+10 6.79E+10 1.32E+11 6.67E+12 4.54E+13 1.60E+14 2.75E+14 3.56E+14 3.98E+14 4.08E+14 4.15E+14 4.28E+14 4.65E+14 5.23E+14 6.40E+14 7.97E+14 9.61E+14 1.18E+15 1.92E+15 3.37E+15 5.88E+15 7.54E+15 4.15E+11 8.18E+07 4.65E+05 9.60E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.498  8.73E+19 1.74E+19 7.56E+19 9.15E+16 1.57E+19 3.63E+17 5.62E+15 4.71E+11 1.13E+12 4.97E+12 3.88E+15 1.19E+17 1.11E+18 8.19E+14 1.06E+15 1.19E+15 1.22E+15 1.24E+15 1.28E+15 1.39E+15 1.57E+15 1.92E+15 2.39E+15 2.88E+15 3.54E+15 5.75E+15 1.01E+16 1.77E+16 2.26E+16 6.56E+12 5.99E+10 2.64E+07 1.56E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.675  3.49E+20 3.49E+19 1.55E+20 1.83E+17 3.13E+19 7.25E+17 1.12E+16 4.98E+12 1.87E+13 1.87E+14 7.75E+15 2.37E+17 2.23E+18 2.44E+15 3.17E+15 3.55E+15 3.64E+15 3.71E+15 3.83E+15 4.17E+15 4.69E+15 5.74E+15 7.16E+15 8.63E+15 1.06E+16 1.72E+16 3.04E+16 5.29E+16 6.78E+16 1.04E+14 1.20E+11 1.51E+09 2.16E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.835  8.74E+20 7.01E+19 3.20E+20 3.66E+17 6.26E+19 1.45E+18 2.24E+16 5.27E+13 3.10E+14 7.04E+15 1.55E+16 4.75E+17 4.46E+18 7.28E+15 9.47E+15 1.06E+16 1.09E+16 1.11E+16 1.14E+16 1.25E+16 1.40E+16 1.72E+16 2.14E+16 2.59E+16 3.19E+16 5.17E+16 9.10E+16 1.59E+17 2.03E+17 1.64E+15 2.39E+11 8.57E+10 2.99E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.982  1.93E+21 1.41E+20 6.75E+20 7.32E+17 1.25E+20 2.90E+18 4.48E+16 5.57E+14 5.13E+15 2.65E+17 3.10E+16 9.49E+17 8.92E+18 2.17E+16 2.83E+16 3.16E+16 3.25E+16 3.31E+16 3.42E+16 3.73E+16 4.20E+16 5.15E+16 6.43E+16 7.75E+16 9.55E+16 1.55E+17 2.73E+17 4.76E+17 6.10E+17 2.59E+16 4.78E+11 4.88E+12 4.14E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
