                    *********************************************************************************
                    *  Z= 68 A=163: Positive-Parity Spin-dependent Level Density [MeV-1] for ER163  *
   0.75  0.222  3.00E+00 3.07E+00 4.61E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.256  4.00E+00 1.54E+00 2.61E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.286  5.00E+00 9.62E+00 5.93E+01 3.33E+00 1.30E-02 4.74E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.313  9.00E+00 1.74E+01 1.23E+02 3.33E+00 1.30E-02 4.75E+00 3.20E+00 4.61E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.339  1.50E+01 3.46E+01 2.73E+02 5.00E+00 1.68E+00 7.82E+00 3.20E+00 7.68E+00 3.07E+00 4.61E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.362  2.40E+01 3.92E+01 3.30E+02 5.00E+00 1.69E+00 7.82E+00 3.20E+00 9.22E+00 3.07E+00 6.14E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.384  3.60E+01 5.63E+01 5.33E+02 4.87E+00 3.36E+00 9.36E+00 6.28E+00 9.22E+00 3.08E+00 9.35E+00 3.07E+00 6.14E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.405  5.30E+01 7.97E+01 7.64E+02 8.07E+00 3.37E+00 1.40E+01 7.96E+00 1.24E+01 7.69E+00 9.35E+00 4.61E+00 7.68E+00 3.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.424  8.10E+01 1.43E+02 1.32E+03 1.46E+01 8.38E+00 2.81E+01 1.58E+01 2.03E+01 1.41E+01 1.40E+01 6.14E+00 1.08E+01 3.07E+00 6.14E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.443  1.28E+02 2.33E+02 2.17E+03 1.93E+01 1.15E+01 3.89E+01 3.31E+01 4.02E+01 2.49E+01 2.50E+01 9.25E+00 1.56E+01 4.61E+00 7.68E+00 1.54E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.461  2.09E+02 4.14E+02 4.18E+03 2.70E+01 1.91E+01 6.40E+01 4.53E+01 6.83E+01 4.50E+01 5.74E+01 2.47E+01 2.97E+01 1.38E+01 1.08E+01 3.07E+00 4.61E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.479  3.32E+02 5.71E+02 5.86E+03 3.14E+01 2.69E+01 8.09E+01 6.25E+01 1.01E+02 6.66E+01 7.10E+01 4.78E+01 3.73E+01 1.69E+01 1.70E+01 4.61E+00 6.14E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.496  5.27E+02 9.87E+02 1.02E+04 5.47E+01 5.20E+01 1.46E+02 1.06E+02 1.56E+02 1.08E+02 1.22E+02 7.11E+01 7.90E+01 3.69E+01 3.09E+01 1.08E+01 9.22E+00 3.07E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.512  8.22E+02 1.37E+03 1.43E+04 8.15E+01 6.80E+01 1.95E+02 1.41E+02 2.26E+02 1.54E+02 1.67E+02 1.05E+02 9.73E+01 6.49E+01 4.01E+01 1.38E+01 1.09E+01 3.07E+00 4.61E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.528  1.28E+03 2.26E+03 2.42E+04 1.27E+02 9.89E+01 3.12E+02 2.42E+02 3.44E+02 2.52E+02 2.94E+02 1.82E+02 1.55E+02 9.76E+01 8.88E+01 3.09E+01 2.01E+01 6.28E+00 7.68E+00 1.54E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.543  1.97E+03 3.31E+03 3.57E+04 1.57E+02 1.59E+02 4.40E+02 3.72E+02 5.08E+02 3.90E+02 4.08E+02 2.69E+02 2.32E+02 1.38E+02 1.12E+02 6.27E+01 3.38E+01 1.78E+01 9.22E+00 3.07E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.558  3.09E+03 5.61E+03 6.14E+04 2.78E+02 2.45E+02 7.40E+02 5.94E+02 8.32E+02 6.85E+02 7.18E+02 4.33E+02 4.00E+02 2.60E+02 1.83E+02 1.04E+02 8.03E+01 3.03E+01 1.92E+01 4.74E+00 4.61E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.572  4.77E+03 7.85E+03 8.70E+04 3.70E+02 3.41E+02 9.82E+02 7.98E+02 1.18E+03 9.45E+02 9.99E+02 6.75E+02 5.72E+02 3.63E+02 2.84E+02 1.48E+02 1.08E+02 4.57E+01 2.08E+01 7.04E+00 6.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.600  1.13E+04 1.82E+04 2.06E+05 8.01E+02 7.94E+02 2.28E+03 1.81E+03 2.62E+03 2.12E+03 2.22E+03 1.58E+03 1.44E+03 9.33E+02 6.73E+02 4.03E+02 2.57E+02 1.30E+02 8.99E+01 2.55E+01 1.15E+01 3.07E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.627  2.61E+04 4.12E+04 4.78E+05 1.73E+03 1.66E+03 4.87E+03 4.03E+03 5.86E+03 4.80E+03 5.10E+03 3.62E+03 3.22E+03 2.17E+03 1.73E+03 9.93E+02 6.64E+02 3.73E+02 2.06E+02 1.01E+02 4.11E+01 1.24E+01 8.58E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.652  5.99E+04 9.40E+04 1.11E+06 3.84E+03 3.69E+03 1.09E+04 9.05E+03 1.31E+04 1.08E+04 1.15E+04 8.41E+03 7.46E+03 5.02E+03 4.04E+03 2.47E+03 1.72E+03 8.93E+02 5.71E+02 2.31E+02 1.35E+02 4.10E+01 1.95E+01 3.84E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.677  1.36E+05 2.11E+05 2.53E+06 8.18E+03 7.96E+03 2.36E+04 1.98E+04 2.87E+04 2.40E+04 2.58E+04 1.90E+04 1.72E+04 1.19E+04 9.47E+03 5.83E+03 4.10E+03 2.36E+03 1.41E+03 6.58E+02 3.41E+02 1.33E+02 5.48E+01 1.40E+01 6.91E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.701  3.06E+05 4.70E+05 5.74E+06 1.80E+04 1.72E+04 5.14E+04 4.32E+04 6.31E+04 5.29E+04 5.71E+04 4.27E+04 3.89E+04 2.71E+04 2.22E+04 1.39E+04 9.95E+03 5.74E+03 3.58E+03 1.81E+03 9.19E+02 4.17E+02 1.94E+02 5.12E+01 2.22E+01 5.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.724  6.82E+05 1.03E+06 1.28E+07 3.69E+04 3.63E+04 1.07E+05 9.29E+04 1.36E+05 1.15E+05 1.25E+05 9.49E+04 8.66E+04 6.14E+04 5.06E+04 3.27E+04 2.34E+04 1.40E+04 8.84E+03 4.53E+03 2.56E+03 1.18E+03 5.59E+02 2.16E+02 7.83E+01 1.67E+01 9.45E+00 2.61E-01 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.746  1.50E+06 2.26E+06 2.85E+07 7.89E+04 7.71E+04 2.29E+05 2.00E+05 2.94E+05 2.50E+05 2.70E+05 2.07E+05 1.91E+05 1.37E+05 1.14E+05 7.46E+04 5.44E+04 3.36E+04 2.13E+04 1.15E+04 6.43E+03 3.21E+03 1.57E+03 6.51E+02 2.85E+02 8.71E+01 2.42E+01 4.58E+00 2.61E-01 1.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.768  3.29E+06 4.90E+06 6.28E+07 1.66E+05 1.64E+05 4.85E+05 4.24E+05 6.26E+05 5.36E+05 5.84E+05 4.51E+05 4.19E+05 3.03E+05 2.55E+05 1.70E+05 1.25E+05 7.83E+04 5.09E+04 2.82E+04 1.62E+04 8.18E+03 4.32E+03 1.87E+03 8.65E+02 3.05E+02 8.22E+01 1.45E+01 3.10E+00 3.66E-01 1.86E+00 1.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.789  7.15E+06 1.05E+07 1.37E+08 3.50E+05 3.45E+05 1.02E+06 8.99E+05 1.33E+06 1.14E+06 1.25E+06 9.73E+05 9.08E+05 6.63E+05 5.63E+05 3.79E+05 2.82E+05 1.80E+05 1.19E+05 6.77E+04 4.00E+04 2.12E+04 1.11E+04 5.31E+03 2.56E+03 7.27E+02 2.41E+02 4.09E+01 1.56E+01 1.95E+00 1.04E+00 8.34E-02 1.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.809  1.54E+07 2.26E+07 2.97E+08 7.33E+05 7.22E+05 2.14E+06 1.89E+06 2.80E+06 2.42E+06 2.65E+06 2.08E+06 1.95E+06 1.44E+06 1.23E+06 8.39E+05 6.30E+05 4.10E+05 2.74E+05 1.60E+05 9.62E+04 5.27E+04 2.88E+04 1.39E+04 5.55E+03 1.70E+03 5.13E+02 1.44E+02 4.14E+01 7.75E+00 2.09E+00 1.17E+00 6.52E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.849  7.73E+07 1.01E+08 1.36E+09 3.15E+06 3.11E+06 9.24E+06 8.20E+06 1.22E+07 1.06E+07 1.17E+07 9.32E+06 8.82E+06 6.61E+06 5.73E+06 4.00E+06 3.06E+06 2.05E+06 1.40E+06 8.50E+05 5.31E+05 3.06E+05 1.48E+05 5.92E+04 2.31E+04 8.34E+03 2.94E+03 9.21E+02 3.10E+02 9.22E+01 3.63E+01 1.28E+01 6.26E+00 4.70E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.886  3.48E+08 4.40E+08 5.99E+09 1.33E+07 1.31E+07 3.90E+07 3.48E+07 5.19E+07 4.55E+07 5.05E+07 4.06E+07 3.87E+07 2.95E+07 2.58E+07 1.84E+07 1.43E+07 9.81E+06 6.86E+06 3.92E+06 2.24E+06 1.01E+06 5.04E+05 2.11E+05 8.89E+04 3.46E+04 1.33E+04 4.74E+03 1.88E+03 6.63E+02 3.33E+02 1.38E+02 6.93E+01 5.83E+01 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.923  1.50E+09 1.86E+09 2.51E+10 5.62E+07 5.56E+07 1.65E+08 1.46E+08 2.17E+08 1.92E+08 2.15E+08 1.74E+08 1.66E+08 1.28E+08 1.13E+08 8.18E+07 6.21E+07 3.79E+07 2.28E+07 1.16E+07 6.57E+06 3.14E+06 1.63E+06 7.05E+05 3.25E+05 1.33E+05 5.76E+04 2.27E+04 1.03E+04 4.34E+03 2.19E+03 1.07E+03 5.79E+02 5.89E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.957  6.01E+09 7.17E+09 9.21E+10 2.28E+08 2.26E+08 6.72E+08 5.94E+08 8.87E+08 7.87E+08 8.84E+08 7.23E+08 6.91E+08 5.04E+08 3.81E+08 2.25E+08 1.58E+08 9.22E+07 5.77E+07 2.88E+07 1.78E+07 8.19E+06 4.68E+06 2.05E+06 1.01E+06 4.36E+05 2.10E+05 9.16E+04 4.72E+04 2.29E+04 1.27E+04 6.95E+03 4.02E+03 4.74E+03 9.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.991  1.58E+10 1.24E+10 1.38E+11 5.25E+08 5.20E+08 1.55E+09 1.42E+09 1.98E+09 1.55E+09 1.46E+09 9.23E+08 8.52E+08 5.26E+08 4.24E+08 2.29E+08 1.80E+08 1.01E+08 6.76E+07 3.11E+07 2.11E+07 8.20E+06 6.36E+06 2.69E+06 1.34E+06 6.55E+05 3.73E+05 1.81E+05 1.08E+05 5.79E+04 3.63E+04 2.12E+04 1.30E+04 1.70E+04 1.66E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.024  3.36E+10 2.32E+10 2.26E+11 1.21E+09 1.20E+09 3.58E+09 3.40E+09 4.41E+09 3.05E+09 2.42E+09 1.18E+09 1.05E+09 5.49E+08 4.71E+08 2.33E+08 2.04E+08 1.10E+08 7.92E+07 3.36E+07 2.50E+07 8.21E+06 8.63E+06 3.53E+06 1.79E+06 9.86E+05 6.62E+05 3.58E+05 2.47E+05 1.47E+05 1.03E+05 6.48E+04 4.22E+04 6.09E+04 2.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.055  6.84E+10 4.65E+10 4.03E+11 2.79E+09 2.77E+09 8.25E+09 8.13E+09 9.85E+09 5.99E+09 3.99E+09 1.51E+09 1.29E+09 5.73E+08 5.24E+08 2.37E+08 2.32E+08 1.20E+08 9.28E+07 3.63E+07 2.97E+07 8.21E+06 1.17E+07 4.63E+06 2.38E+06 1.48E+06 1.18E+06 7.08E+05 5.64E+05 3.71E+05 2.94E+05 1.98E+05 1.37E+05 2.18E+05 3.13E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.086  1.40E+11 9.72E+10 7.73E+11 6.43E+09 6.39E+09 1.90E+10 1.95E+10 2.20E+10 1.18E+10 6.60E+09 1.92E+09 1.60E+09 5.99E+08 5.82E+08 2.41E+08 2.63E+08 1.31E+08 1.09E+08 3.92E+07 3.52E+07 8.22E+06 1.59E+07 6.07E+06 3.17E+06 2.23E+06 2.09E+06 1.40E+06 1.29E+06 9.40E+05 8.39E+05 6.04E+05 4.43E+05 7.83E+05 3.87E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
