,ZA,Z,A,target,observable,value,uncertainty,unit,comment,qualifier
309,69171,69,171,Tm171_e0,GG0,0.091,0.009,eV,TM171,
310,70168,70,168,Yb168_e0,GG0,0.095,0.006,eV,YB168,
311,70169,70,169,Yb169_e0,GG0,0.08,0.007,eV,YB169,
312,70169,70,169,Yb169_e0,GG1,0.067,0.004,eV,YB169,
313,70171,70,171,Yb171_e0,GG0,0.0776,0.003,eV,YB171 FROM RP  S0=1.99-+0.23    FROM AVERAGE CS  1.2-+0.2,
314,70172,70,172,Yb172_e0,GG0,0.073,0.011,eV,YB172,
315,70173,70,173,Yb173_e0,GG0,0.074,0.005,eV,YB173  HUGES58  S0=1.2-+0.4,
316,71173,71,173,Lu173_e0,GG0,0.074,0.06,eV,"LU173 ON BASIS OF LU176 WITH U=6.17 AND DO= 1.61+-0.16,D0-LU173",
317,71175,71,175,Lu175_e0,GG0,0.077,0.005,eV,LU175         HUGHES58 S0=1.7-+0.2,
318,71176,71,176,Lu176_e0,GG0,0.063,0.01,eV,LU176,
319,72174,72,174,Hf174_e0,GG0,0.0659,0.006,eV,HF174to obtain agreement with ng3,
320,72176,72,176,Hf176_e0,GG0,0.0632,0.001,eV,HF176,
321,72177,72,177,Hf177_e0,GG0,0.0607,0.0015,eV,HF177  BEER84  S1=1.00+-0.05   S2=2.10+-0.07   GD0=320+-2  GD1=354+-3 NG3=1366+-61,
322,72178,72,178,Hf178_e0,GG0,0.0535,0.0055,eV,HF178,
323,72179,72,179,Hf179_e0,GG0,0.0523,0.0013,eV,HF179  NG3=858-+43,
324,72180,72,180,Hf180_e0,GG0,0.0549,0.0051,eV,"HF180  NOV17,2008 NOTE GG0/D0=5.3-+0.8",
325,73180,73,180,Ta180_e0,GG0,0.051,0.002,eV,TA180  FITS TO WISSHAK DATA,
326,73180,73,180,Ta180_e0,GG1,0.025,0.004,eV,TA180,
327,73181,73,181,Ta181_e0,GG0,0.0622,0.0009,eV,TA181 87KUZNETSOVA SEE TA00 ABOVE  R=7.25-+0.23 SO=1.96-+0.13,
328,73181,73,181,Ta181_e0,GG1,0.0434,0.0043,eV,TA181 MCDERMOTT GG0=63.0+-0.4    GG1=54+-10,
329,73182,73,182,Ta182_e0,GG0,0.067,0.002,eV,TA182,
330,73182,73,182,Ta182_e0,GG1,0.0434,0.0043,eV,TA182,
331,74180,74,180,W180_e0,GG0,0.0699,0.0013,eV,W180,
332,74180,74,180,W180_e0,GG1,0.0526,0.0026,eV,W180,
333,74180,74,180,W180_e0,GG2,0.0609,0.0079,eV,W180,
334,74182,74,182,W182_e0,GG0,0.051,0.004,eV,"W182    PARAMETRS FIT WELL KFK DATA LSF GIVES GG0=57.1+-0.8, GG1-37.1+-0.9 GPOW1=3.770",
335,74183,74,183,W183_e0,GG0,0.073,0.006,eV,W183,
336,74183,74,183,W183_e0,GG1,0.0371,0.0021,eV,W183   LSF G0F=69.1+-1.2 G1F=37.1+-2.1,
337,74184,74,184,W184_e0,GG0,0.052,0.004,eV,W184,
338,74185,74,185,W185_e0,GG0,0.06,0.005,eV,W185,
339,74185,74,185,W185_e0,GG1,0.042,0.006,eV,W185,
340,74186,74,186,W186_e0,GG0,0.051,0.005,eV,W186,
341,75185,75,185,Re185_e0,GG0,0.056,0.003,eV,RE185      vertebny tot=118-+2,
342,75186,75,186,Re186_m1,GG0,0.092,0.01,eV,RE186,
343,75187,75,187,Re187_e0,GG0,0.057,0.003,eV,RE187     vertebny tot=90-+2,
344,76186,76,186,Os186_e0,GG0,0.0478,0.0013,eV,OS186,
345,76187,76,187,Os187_e0,GG0,0.0621,0.0023,eV,OS187,
346,76188,76,188,Os188_e0,GG0,0.0508,0.0014,eV,OS188,
347,76189,76,189,Os189_e0,GG0,0.0835,0.0025,eV,OS189,
348,76192,76,192,Os192_e0,GG0,0.0486,0.002,eV,OS192,
349,76192,76,192,Os192_e0,GG1,0.0305,0.0,eV,OS192  GG0192)=52(4.68/4.86)**4.3(81/55)**0.25=  52*0.85**1.10=48.6,
350,77191,77,191,Ir191_e0,GG0,0.08,0.008,eV,IR191,
351,77192,77,192,Ir192_e0,GG0,0.0907,0.003,eV,IR192,
352,77193,77,193,Ir193_e0,GG0,0.092,0.006,eV,IR193,
353,78192,78,192,Pt192_e0,GG0,0.0624,0.001,eV,PT192  KOEHLER VALUE,
354,78194,78,194,Pt194_e0,GG0,0.072,0.013,eV,PT194,
355,78195,78,195,Pt195_e0,GG0,0.123,0.0015,eV,PT195         GG0X=118.4+-2.2  S1X=0.54+-0.04 LSF KOEHLER DATA,
356,78196,78,196,Pt196_e0,GG0,0.087,0.015,eV,PT196 KOEHLER04  D0=214-+38 GG=87-+15    2.25-+0.4,
357,78198,78,198,Pt198_e0,GG0,0.075,0.007,eV,PT198,
358,78198,78,198,Pt198_e0,GG1,0.057,0.005,eV,PT198  11/2/2017  UNITS WERE OUT,
359,79197,79,197,Au197_e0,GG0,0.1235,0.0034,eV,AU197    weighted value with double the error,
360,80198,80,198,Hg198_e0,GG0,0.1124,0.0059,eV,HG198    aerage simple+weighted values NEW,
361,80199,80,199,Hg199_e0,GG0,0.289,0.017,eV,HG199   BEER 2.68+-0.33 OFF S1=0.46+-0.03  S2=0.08+-0.08  OFF,
362,80200,80,200,Hg200_e0,GG0,0.37,0.04,eV,HG200   D1  = 173+-23  IS INCONSITENT WITH D0=1270,
363,80201,80,201,Hg201_e0,GG0,0.387,0.015,eV,HG201,
364,80202,80,202,Hg202_e0,GG0,0.722,0.045,eV,HG202   from 5 kernels   gg1=0.7*gg0,
365,80202,80,202,Hg202_e0,GG1,0.505,0.045,eV,HG202 FROM 4 KERNELS   GG1=0.7*GG0,
366,80204,80,204,Hg204_e0,GG0,1.98,0.36,eV,HG204  FROM EN<47.154 KEV  D=4.12+-0.62 KEV DO=4D=16.5+-2.5 KEV,
367,80204,80,204,Hg204_e0,GG1,0.99,0.15,eV,HG204,
368,81203,81,203,Tl203_e0,GG0,0.63,0.034,eV,TL203       ptanal,
369,81203,81,203,Tl203_e0,GG1,0.35,0.09,eV,TL203  FROM CAPTURE AREAS OF 10 HIGH ENERGY RESONANCES,
370,81204,81,204,Tl204_e0,GG0,0.75,0.15,eV,TL204,
371,81205,81,205,Tl205_e0,GG0,1.1,0.16,eV,TL205,
372,81205,81,205,Tl205_e0,GG1,0.33,0.05,eV,TL205,
373,82204,82,204,Pb204_e0,GG0,0.734,0.065,eV,PB204  result  ptanal swave file,
374,82204,82,204,Pb204_e0,GG1,0.135,0.025,eV,PB204  result of ptanal pwave file,
375,82206,82,206,Pb206_e0,GG0,2.14,0.11,eV,PB206,
376,82206,82,206,Pb206_e0,GG1,0.455,0.05,eV,PB206 ptanal.for  result,
377,82206,82,206,Pb206_e0,GG2,0.83,0.13,eV,PB206,
378,82207,82,207,Pb207_e0,GG1,0.27,0.03,eV,PB207 GG0=5.68 SIMPLE AVERAGE 6 S-WAVE RESONANCES QUITE A BIT OF FLUCTUATION,
379,82208,82,208,Pb208_e0,GG0,0.18,0.02,eV,PB208   NG3=0.31+-0.02  RATZEL+KAPPLER 2004,
380,83209,83,209,Bi209_e0,GG0,0.047,0.008,eV,BI209,
381,83209,83,209,Bi209_e0,GG1,0.026,0.003,eV,BI209,
382,88226,88,226,Ra226_e0,GG0,0.0258,0.002,eV,RA226,
383,90228,90,228,Th228_e0,GG0,0.036,0.002,eV,TH228,
384,90229,90,229,Th229_e0,GG0,0.043,0.004,eV,TH229,
385,90230,90,230,Th230_e0,GG0,0.026,0.002,eV,TH230,
386,90232,90,232,Th232_e0,GG0,0.0247,0.0007,eV,TH232   S1=1.48-+0.15  D0=5.52-+0.52DERRIEN08,
387,91231,91,231,Pa231_e0,GG0,0.0397,0.0004,eV,PA231,
388,91232,91,232,Pa232_e0,GG0,0.0486,0.005,eV,PA233  GG=48.6 FROM TH232 +STOLOVY-HARVEY REALTION INCLUDING D0-VALUES,
389,91233,91,233,Pa233_e0,GG0,0.0475,0.0017,eV,PA233,
390,92233,92,233,U233_e0,GG0,0.04,0.003,eV,U233    GF(2+)=760+-60 GF(3+)=296+-30,
391,92234,92,234,U234_e0,GG0,0.0367,0.0007,eV,U234   FROM 0NE RES. TOO SMALL  U235 WITH BN=6.545  D=0.49 GG0=38.1,
392,92235,92,235,U235_e0,GG0,0.0381,0.0017,eV,U235       LEAL VALUE ORNL/TM-13516 P47,
393,92236,92,236,U236_e0,GG0,0.0234,0.0008,eV,U236,
394,92238,92,238,U238_e0,GG0,0.0229,0.0004,eV,"U238  DERRIEN07,NSE 156,391 2007",
395,93236,93,236,Np236_e0,GG0,0.0465,0.0,eV,NP236,
396,93237,93,237,Np237_e0,GG0,0.0407,0.0005,eV,NP237,
397,94236,94,236,Pu236_e0,GG0,0.0373,0.003,eV,PU236       1/31/2017 ADDED BOULAND. i calculate 34.3 by stolovy-harvey formula,
398,94238,94,238,Pu238_e0,GG0,0.032,0.0009,eV,PU238,
399,94239,94,239,Pu239_e0,GG0,0.043,0.004,eV,PU239,
400,94240,94,240,Pu240_e0,GG0,0.031,0.002,eV,"PU240   gg0=33.0+-1.0, gg1=21.9+-2.4  MUGHABGHAB KPS",
401,94241,94,241,Pu241_e0,GG0,0.0384,0.0025,eV,PU241   atlas 1 =36 GG0 = DERRIRN89,
402,94242,94,242,Pu242_e0,GG0,0.0225,0.0004,eV,PU242,
403,94244,94,244,Pu244_e0,GG0,0.02,0.002,eV,PU244,
404,95241,95,241,Am241_e0,GG0,0.0442,0.002,eV,AM241 FRAVAL S0=1.44+-0.04 (RRR=1.20+-0.01 D0=0.52+-0.03)   S1=1.14+-0.10   GG0=0.043+-0.002,
405,95241,95,241,Am241_e0,GG1,0.0215,0.001,eV,"AM242  FRAVAL VALUE FROM URRR    S1=1.14+-0.10   GG1=45+-2   IF S1=2.3+-0.4,THEN GG1=45*1.1/2.3=21.5",
406,95242,95,242,Am242_m1,GG0,0.046,0.004,eV,AM242,
407,95243,95,243,Am243_e0,GG0,0.04,0.0003,eV,AM243,
408,96242,96,242,Cm242_e0,GG0,0.042,0.004,eV,CM242 TAKE D0=CM244-2DELTA=10.3,
409,96244,96,244,Cm244_e0,GG0,0.037,0.002,eV,CM244,
410,96246,96,246,Cm246_e0,GG0,0.0323,0.0018,eV,CM246,
411,96248,96,248,Cm248_e0,GG0,0.0255,0.0008,eV,CM248   new,
412,97249,97,249,Bk249_e0,GG0,0.036,0.001,eV,BK249  ptanal gives 35.7+-0.4,
413,98249,98,249,Cf249_e0,GG0,0.043,0.002,eV,CF249,
414,98250,98,250,Cf250_e0,GG0,0.037,0.003,eV,CF250,
415,98251,98,251,Cf251_e0,GG0,0.042,0.005,eV,CF251,
416,98252,98,252,Cf252_e0,GG0,0.029,0.006,eV,CF252,

