# Z   N   A      M      Etot    Emac    Emic     b2     b22      b4      b6      b8     Bf1
  96 145 241   60.98    3.30    3.18    0.12    0.49    0.09   -0.03   -0.01    0.00    7.33
  96 146 242   61.84    3.29    2.90    0.40    0.50    0.09   -0.01    0.00    0.00    6.96
  96 147 243   64.33    3.14    3.00    0.14    0.50    0.12    0.00    0.00    0.00    7.34
  96 148 244   65.42    3.10    3.11   -0.01    0.50    0.13    0.00    0.00    0.00    6.91
  96 149 245   68.11    2.88    3.02   -0.14    0.51    0.12    0.02    0.01    0.01    7.10
  96 150 246   69.40    2.79    3.06   -0.27    0.50    0.13    0.02    0.01    0.01    6.68
  96 151 247   72.27    2.51    2.86   -0.36    0.48    0.13    0.03    0.00    0.01    6.98
  96 152 248   73.82    2.42    2.99   -0.57    0.49    0.13    0.03    0.01    0.01    6.38
  96 153 249   76.96    2.15    2.94   -0.79    0.48    0.13    0.04    0.01    0.01    6.02
  96 154 250   78.76    2.08    2.97   -0.90    0.50    0.12    0.04    0.01    0.01    5.72
  97 147 244   68.04    2.96    2.62    0.34    0.46    0.14    0.02   -0.01    0.01    7.68
  97 148 245   68.98    2.84    2.71    0.13    0.46    0.15    0.04    0.00    0.01    7.19
  97 149 246   71.27    2.57    2.72   -0.15    0.46    0.15    0.03    0.00    0.01    7.40
  97 150 247   72.53    2.52    2.76   -0.24    0.46    0.14    0.04    0.00    0.02    7.02
  97 151 248   75.15    2.32    2.78   -0.46    0.46    0.14    0.04    0.00    0.02    7.49
  97 152 249   76.54    2.15    2.79   -0.64    0.46    0.14    0.04    0.00    0.02    6.77
  97 153 250   79.27    1.81    2.84   -1.03    0.46    0.14    0.05    0.00    0.02    6.35
  98 152 250   77.95    2.14    2.58   -0.44    0.46    0.15    0.04    0.00    0.01    6.67
  98 153 251   80.60    1.80    2.65   -0.86    0.46    0.14    0.05    0.00    0.02    6.25
  98 154 252   82.05    1.77    2.58   -0.82    0.47    0.14    0.05    0.00    0.01    5.97
  98 155 253   85.02    1.49    2.66   -1.17    0.50    0.13    0.05    0.01    0.01    5.61
